,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class,real_identifier
242,13.2345,12.4567,2.1456,0.7234,0.3789,-14.9876,7.1234,12.3456,57.9876,240.5678,0.0,0
243,55.6789,32.9876,3.0456,0.1987,0.1098,-12.3456,-46.1234,28.9876,35.6789,267.1234,1.0,0
244,23.8765,14.1234,2.4567,0.4689,0.2423,26.1234,12.3456,5.1234,5.2345,259.8765,0.0,0
245,134.5678,113.9876,3.5678,0.2398,0.1698,-79.1234,-159.2345,72.1234,85.2345,345.6789,1.0,0
246,130.8765,102.8765,3.3456,0.0956,0.0645,-14.2345,-63.9876,92.3456,55.9876,162.3456,1.0,0
247,21.2345,17.1234,2.8765,0.5934,0.3067,9.1234,13.2345,-11.1234,3.9876,124.5678,1.0,0
248,22.9876,16.5678,2.5678,0.4156,0.2434,-9.1234,-9.2345,-11.2345,60.5678,109.2345,1.0,0
249,19.3456,18.2345,2.6789,0.4298,0.2634,-3.1234,11.2345,-9.1234,49.8765,154.5678,0.0,0
250,30.1234,10.8765,2.5432,0.5123,0.2711,22.3456,11.2345,4.5678,48.7654,110.2345,1.0,0
251,23.4567,17.2345,2.6789,0.4789,0.2954,3.4567,18.1234,16.2345,19.8765,160.3456,0.0,0
252,98.7654,76.5432,4.0987,0.0723,0.0365,-13.5678,42.9876,-30.1234,24.8765,310.1234,1.0,0
253,35.4321,11.2345,2.789,0.4609,0.2384,25.6789,17.1234,-5.4321,65.4321,130.5432,1.0,0
254,60.9876,19.8765,2.9012,0.3345,0.1756,74.2345,45.6789,-13.5678,7.5432,240.1234,0.0,0
255,39.8765,9.3456,2.5678,0.4289,0.2402,-25.6789,21.2345,-5.9876,10.2345,240.9876,1.0,0
256,34.5678,25.8765,2.8901,0.3987,0.2434,27.4567,11.1234,-16.2345,58.9876,110.8765,1.0,0
257,20.9876,15.6789,2.789,0.6034,0.4012,-0.6789,15.2345,-6.789,39.1234,190.5678,1.0,0
258,67.5432,37.6543,3.3456,0.1734,0.0934,-44.9876,45.6789,-26.1234,7.5432,290.1234,0.0,0
259,87.6543,30.1234,3.3456,0.2589,0.1798,-16.9876,55.6789,-16.9876,2.1234,315.9876,0.0,0
260,45.3124,11.5623,2.7893,0.4982,0.3221,10.1254,22.3345,5.1234,25.3456,150.2345,1.0,0
261,190.4567,85.2345,3.4521,0.0823,0.0456,-25.6789,150.2345,-90.1234,75.6789,130.5678,1.0,0
262,35.6789,18.2345,2.9876,0.2156,0.1156,-72.3456,-28.5678,15.6789,10.3456,175.6789,0.0,0
263,25.1234,14.5678,2.4123,0.4723,0.2556,-35.6789,-15.6789,7.1234,45.6789,120.5678,1.0,0
264,22.3456,12.4567,2.3456,0.4567,0.2356,-20.4567,2.1234,-6.6789,50.5678,180.4567,0.0,0
265,60.789,50.2345,3.2345,0.2,0.11,45.6789,50.1234,55.6789,30.5678,240.5678,1.0,0
266,160.1234,55.6789,3.3456,0.35,0.2,-120.6789,-135.6789,45.6789,8.1234,350.6789,1.0,0
267,12.3456,9.1234,2.6789,0.58,0.39,-2.1234,20.1234,-1.1234,15.6789,140.5678,1.0,0
268,110.5678,20.2345,2.789,0.5,0.31,90.1234,105.6789,7.1234,12.3456,140.1234,1.0,0
269,22.6789,16.1234,2.5678,0.53,0.38,15.6789,20.1234,12.3456,14.5678,250.1234,1.0,0
270,22.3451,11.7892,2.5123,0.5087,0.2554,31.1023,-10.2345,-10.9876,20.4567,83.1245,0.0,0
271,89.2345,47.1234,2.9435,0.2945,0.1683,-42.1234,-116.2345,-36.9876,58.2345,230.1234,1.0,0
272,26.1234,9.5432,2.4876,0.5198,0.2734,8.5432,-10.9876,-3.1234,4.1234,166.9876,0.0,0
273,24.9876,15.4321,2.689,0.4287,0.2265,11.2345,-9.1234,-9.6789,0.9876,221.5432,0.0,0
274,28.3456,9.8765,2.6345,0.5342,0.2812,6.1234,21.8765,-8.5432,11.2345,230.5432,0.0,0
275,33.1234,21.2345,2.9345,0.3123,0.1654,-0.5432,-22.1234,11.2345,24.5432,213.6789,0.0,0
276,102.2345,40.8765,4.2345,0.0812,0.0432,79.1234,91.2345,-28.1234,7.1234,266.5432,0.0,0
277,24.1234,14.8765,2.6345,0.5512,0.3378,6.2345,19.1234,-11.5432,15.2345,96.1234,0.0,0
278,40.1234,24.5432,3.2123,0.2587,0.1432,22.1234,29.1234,21.2345,2.1234,153.6789,0.0,0
279,22.1234,9.2345,2.3456,0.6302,0.3901,-2.9876,15.1234,11.2345,61.2345,193.6789,0.0,0
280,20.1234,15.6789,2.3456,0.5678,0.3124,-20.4567,10.2345,-5.6789,30.1234,150.9876,0.0,0
281,17.4567,10.3456,2.5678,0.6123,0.289,25.6789,-15.1234,3.4567,40.9876,200.1234,1.0,0
282,30.2345,20.9876,2.789,0.4567,0.3456,-10.789,20.5678,-10.1234,35.6789,180.4567,0.0,0
283,45.6789,25.1234,3.0123,0.2345,0.1234,40.5678,-30.789,-5.2345,50.1234,100.9876,1.0,0
284,22.3456,14.5678,2.4567,0.5234,0.2987,5.6789,10.1234,2.3456,25.789,220.1234,1.0,0
285,19.789,9.2345,2.1234,0.689,0.3789,30.1234,-7.4567,-6.789,20.3456,240.5678,1.0,0
286,200.5678,130.789,4.1234,0.0789,0.0456,-260.1234,-110.4567,120.789,65.6789,320.1234,1.0,0
287,13.5678,12.2345,2.2345,0.7123,0.3678,-18.789,6.1234,-10.5678,55.789,170.1234,0.0,0
288,27.789,15.2345,2.6789,0.4789,0.3123,2.3456,25.6789,8.1234,15.4567,190.789,0.0,0
289,40.1234,24.5678,3.0123,0.3456,0.1789,15.1234,55.789,-18.3456,10.789,95.1234,1.0,0
290,40.1234,19.8765,2.8453,0.2754,0.1602,25.4321,-20.5678,4.1234,1.0123,230.5678,0.0,0
291,85.2345,34.8765,3.6123,0.1856,0.1054,-75.4321,43.1234,24.5678,0.9256,280.1234,0.0,0
292,20.5678,11.2345,2.3456,0.6754,0.3521,8.1234,-17.5678,-7.1234,0.5023,167.4321,0.0,0
293,50.6789,25.1234,3.3123,0.1704,0.0901,22.5678,36.1234,10.5678,2.1345,142.5678,0.0,0
294,39.5678,23.1234,2.8123,0.2701,0.1456,-11.2345,-23.5678,16.1234,21.1234,180.5678,0.0,0
295,56.1234,27.5678,3.1123,0.1956,0.1023,8.1234,51.5678,11.1234,6.5678,243.1234,0.0,0
296,22.1234,9.5678,2.4567,0.6601,0.3478,-26.1234,-9.1234,-2.1234,88.5678,75.1234,1.0,0
297,105.1234,18.1234,2.9456,0.2901,0.1698,18.1234,105.5678,-14.1234,0.8456,335.1234,0.0,0
298,37.1234,19.1234,2.789,0.2789,0.1523,-19.1234,14.1234,9.1234,2.1234,179.1234,0.0,0
299,20.1234,18.1234,2.6789,0.3956,0.2356,33.1234,18.1234,6.1234,49.1234,183.1234,1.0,0
300,45.6721,18.2954,2.7543,0.3812,0.2157,35.4723,28.7645,-2.4678,62.3891,210.456,1.0,0
301,60.9823,20.1284,3.1456,0.2957,0.1704,48.6732,55.4321,-8.1234,15.9845,230.987,0.0,0
302,28.5476,12.7634,2.6321,0.4235,0.2413,20.9876,22.3456,3.4567,78.2345,185.432,1.0,0
303,15.2345,9.8765,2.1234,0.5894,0.3214,-18.4567,-6.5432,5.6789,88.1234,140.987,0.0,0
304,78.3456,22.8765,3.4567,0.1945,0.1023,63.5678,72.4567,-10.2345,5.6789,250.123,0.0,0
305,30.1234,10.9876,2.5678,0.4789,0.2534,25.6789,30.1234,1.2345,82.3456,200.456,1.0,0
306,54.6789,19.2345,2.9876,0.3123,0.1845,42.3456,40.9876,-7.6543,10.2345,220.678,0.0,0
307,39.1234,16.5432,2.8765,0.2678,0.1423,50.2345,15.6789,-5.3456,7.4567,175.432,0.0,0
308,24.5678,13.2345,2.4321,0.5123,0.2756,30.8765,18.2345,2.3456,79.8765,195.678,1.0,0
309,65.1234,18.7654,3.2345,0.289,0.1654,55.4321,68.1234,-9.8765,12.3456,235.789,0.0,0
310,50.1234,22.5678,2.7845,0.2987,0.1456,-20.3456,18.2345,-10.4567,25.6789,200.3456,0.0,0
311,35.6789,14.5678,2.4567,0.4123,0.2234,5.6789,-22.3456,8.1234,10.789,210.5678,1.0,0
312,45.6789,13.4567,2.3456,0.3654,0.1987,-10.2345,25.6789,15.3456,55.6789,190.2345,0.0,0
313,29.3456,17.2345,2.6789,0.4321,0.2543,8.2345,-30.3456,-5.6789,35.1234,160.5678,0.0,0
314,60.4567,11.2345,2.1234,0.3421,0.1765,-40.5678,-28.4567,-3.2345,5.6789,140.1234,1.0,0
315,25.789,19.4567,2.5678,0.389,0.2123,12.3456,15.6789,2.3456,70.1234,180.4567,0.0,0
316,38.2345,16.789,2.789,0.4012,0.2345,-5.6789,20.1234,10.2345,65.6789,175.789,1.0,0
317,47.6789,12.3456,2.2345,0.3556,0.1987,-25.6789,-27.2345,-7.4567,15.789,220.3456,0.0,0
318,32.3456,18.5678,2.6789,0.4256,0.2567,7.1234,10.5678,5.2345,45.6789,155.789,0.0,0
319,55.789,13.6789,2.3456,0.3789,0.2012,-35.789,-32.3456,-4.1234,0.5678,130.4567,1.0,0
320,45.1234,16.789,2.5,0.32,0.16,9.0,23.0,12.0,65.0,210.0,1.0,0
321,19.0,13.0,2.55,0.57,0.36,-3.0,10.0,11.0,15.0,140.0,0.0,0
322,75.0,26.0,3.6,0.18,0.1,28.0,77.0,-21.0,1.2,255.0,0.0,0
323,90.0,18.0,3.0,0.21,0.13,5.0,81.0,9.0,4.0,202.0,0.0,0
324,27.0,11.0,2.4,0.53,0.3,-7.0,-15.0,11.0,12.0,115.0,0.0,0
325,54.0,15.5,2.65,0.29,0.15,-60.0,-28.0,11.0,3.2,108.0,0.0,0
326,34.0,8.5,2.8,0.46,0.29,14.0,18.0,7.0,41.0,145.0,1.0,0
327,77.0,28.0,3.5,0.15,0.085,27.0,77.0,14.0,3.0,283.0,0.0,0
328,18.0,3.0,2.3,0.81,0.49,5.0,8.0,4.0,27.0,209.0,1.0,0
329,13.5,11.5,2.1,0.75,0.44,-15.0,7.0,-11.0,65.0,183.0,0.0,0
330,70.1234,19.8765,3.2001,0.2501,0.1304,35.5678,40.1234,-21.2345,58.1234,150.987,1.0,0
331,85.5432,46.1234,3.6002,0.1701,0.1102,-105.1234,-33.5678,48.1234,67.1234,310.4567,1.0,0
332,36.2345,21.1234,2.9501,0.3402,0.1802,50.1234,29.1234,-17.1234,12.1234,220.5678,0.0,0
333,19.1234,11.1234,2.3001,0.6201,0.3502,22.1234,12.1234,-5.1234,46.1234,150.1234,0.0,0
334,70.1234,49.1234,3.4001,0.1902,0.1202,-38.1234,76.1234,-39.1234,29.1234,280.1234,1.0,0
335,23.1234,13.1234,2.3002,0.6001,0.3102,-18.1234,-8.1234,-10.1234,13.1234,140.1234,0.0,0
336,24.1234,16.1234,2.6001,0.4601,0.2402,0.1234,-16.1234,-11.1234,24.1234,100.1234,0.0,0
337,66.1234,36.1234,3.7001,0.1602,0.0902,2.1234,65.1234,24.1234,19.1234,215.1234,0.0,0
338,60.1234,21.1234,3.1001,0.2702,0.1502,-56.1234,16.1234,-13.1234,2.1234,285.1234,0.0,0
339,62.1234,23.1234,2.4001,0.6001,0.3402,-81.1234,42.1234,-21.1234,67.1234,315.1234,1.0,0
340,50.1234,18.5678,3.1023,0.2894,0.1623,10.2345,45.6789,11.2345,20.3456,200.1234,0.0,0
341,85.4321,30.9876,3.4567,0.1987,0.1089,-40.1234,65.4321,-15.6789,5.6789,280.9876,0.0,0
342,39.8765,19.5432,2.9876,0.3102,0.1723,25.6789,40.9876,10.5432,70.4321,180.8765,1.0,0
343,95.6789,33.4567,3.789,0.2109,0.1203,-55.6789,75.5432,-25.4321,10.1234,300.5432,0.0,0
344,42.1234,16.789,3.0123,0.2756,0.1554,15.4321,50.1234,12.3456,60.9876,190.1234,1.0,0
345,77.4321,28.1234,3.2345,0.189,0.1034,-30.9876,60.4321,-18.1234,8.3456,270.4321,0.0,0
346,68.9876,24.5678,2.8765,0.2409,0.1324,-35.4321,70.9876,-20.9876,12.8765,260.9876,0.0,0
347,25.6789,9.8765,2.3456,0.7654,0.3987,-15.6789,-10.4321,6.789,18.4321,120.5678,0.0,0
348,33.4567,21.2345,3.3456,0.2156,0.1123,-25.9876,-5.6789,8.4321,22.3456,95.4321,0.0,0
349,73.2345,23.9876,3.1234,0.2345,0.1189,-50.2345,68.1234,-14.9876,14.5678,290.6789,0.0,0
350,115.234,55.789,2.9123,0.3254,0.1803,-170.543,-90.1234,30.5678,21.1345,150.678,1.0,0
351,82.4567,13.6789,2.8123,0.3521,0.2156,37.5678,80.2345,8.1234,10.2345,215.678,0.0,0
352,108.3456,58.2345,3.2567,0.3754,0.2301,-60.2345,-120.4567,47.1234,15.3456,440.567,1.0,0
353,33.4567,18.2345,2.8123,0.3721,0.2001,27.1234,13.3456,-8.2345,3.5678,140.789,0.0,0
354,14.5678,12.3456,2.2345,0.7365,0.4201,16.2345,-9.3456,-10.2345,6.1234,140.678,0.0,0
355,50.2345,24.5678,2.5678,0.3471,0.1867,35.2345,45.3456,6.1234,24.6789,210.789,0.0,0
356,58.6789,12.3456,2.5123,0.4214,0.2081,68.1234,-30.2345,4.1234,35.6789,160.789,1.0,0
357,27.2345,16.3456,2.5678,0.4058,0.2394,20.2345,-13.3456,-12.2345,52.6789,145.789,0.0,0
358,32.3456,9.1234,2.7123,0.5246,0.3504,-6.2345,23.3456,6.1234,21.1234,60.789,1.0,0
359,78.1234,21.3456,3.4123,0.2051,0.1129,15.2345,65.3456,-11.2345,2.3456,285.678,0.0,0
360,25.4321,17.1234,2.5432,0.355,0.1821,-31.2345,-14.5678,-11.3456,28.5678,193.456,0.0,0
361,29.8765,24.5678,2.6543,0.3121,0.1804,-22.3456,17.5678,-12.789,60.1234,156.789,0.0,0
362,80.1234,21.2345,2.5432,0.4356,0.2254,-78.9876,49.1234,10.2345,3.1234,260.345,0.0,0
363,17.9876,16.3456,2.4321,0.5301,0.3056,5.6789,-15.6789,-9.8765,85.6789,210.678,0.0,0
364,20.1234,17.8765,2.3456,0.5654,0.2921,-26.789,12.3456,-18.1234,37.1234,88.5678,0.0,0
365,33.4567,26.789,3.2345,0.2812,0.1456,18.5678,30.5678,15.6789,12.3456,77.4567,0.0,0
366,57.2345,24.5678,3.3456,0.1654,0.0856,35.6789,60.1234,-7.1234,54.1234,123.678,0.0,0
367,20.3456,12.1234,2.4567,0.6201,0.3401,-7.5678,18.1234,-9.1234,17.5678,142.345,0.0,0
368,131.5678,17.4567,3.1234,0.2689,0.1489,18.1234,140.567,8.1234,34.1234,109.234,1.0,0
369,38.5678,19.1234,2.9012,0.2734,0.1456,45.6789,23.5678,-10.1234,23.1234,118.456,0.0,0
370,45.3321,11.7843,3.1123,0.3124,0.1526,-10.4321,18.3245,-13.2345,9.2345,203.4567,0.0,0
371,28.4456,8.2345,2.4567,0.6789,0.3789,-15.2345,14.2345,5.6789,18.5678,197.3456,0.0,0
372,24.2345,0.0,2.3456,0.7123,0.3456,-28.1234,-9.2345,0.0,15.6789,190.1234,1.0,0
373,26.789,7.3456,2.4567,0.4123,0.2456,-5.6789,29.2345,-4.5678,71.2345,248.1234,1.0,0
374,20.1234,7.5678,2.2345,0.7567,0.4789,-1.2345,6.2345,4.5678,44.5678,182.3456,0.0,0
375,46.1234,12.3456,2.789,0.2901,0.1456,-9.2345,-18.1234,-6.2345,4.1234,235.1234,0.0,0
376,24.5678,13.2345,2.5678,0.5401,0.3101,-13.2345,6.2345,-8.1234,78.2345,53.2345,1.0,0
377,51.2345,8.1234,2.9012,0.3956,0.2356,50.2345,40.2345,13.2345,19.2345,216.1234,1.0,0
378,150.2345,88.1234,4.789,0.0367,0.0189,-175.2345,-115.2345,70.2345,45.2345,243.1234,1.0,0
379,19.2345,13.1234,2.6789,0.6012,0.4201,10.2345,17.2345,9.2345,63.2345,241.1234,1.0,0
380,82.3451,30.9874,3.1023,0.329,0.1724,-41.5678,-92.4567,19.6743,75.342,192.758,1.0,0
381,72.3456,26.7893,3.2012,0.1945,0.1084,16.2345,77.9876,-19.8765,6.123,205.987,0.0,0
382,11.2345,9.8765,2.5432,0.4658,0.2598,5.2345,14.0987,7.1234,53.2345,267.1234,1.0,0
383,39.1234,24.1234,3.3456,0.2556,0.1509,31.2345,28.789,-12.9876,24.5678,79.8765,0.0,0
384,33.5678,11.1234,2.789,0.3987,0.2298,3.2345,34.5678,6.2345,45.6789,180.2345,1.0,0
385,13.0987,12.3456,2.2345,0.7289,0.3723,16.2345,-3.4567,12.3456,21.5678,63.9876,0.0,0
386,90.2345,33.1234,3.5678,0.2456,0.1309,-76.2345,-62.3456,-19.9876,2.345,367.123,0.0,0
387,21.3456,15.1234,2.6789,0.4876,0.2687,-0.9876,12.3456,-8.4567,3.456,139.987,0.0,0
388,19.2345,11.3456,2.4567,0.5709,0.2901,-1.9876,9.1234,6.3456,9.876,105.234,0.0,0
389,59.8765,20.1234,2.9876,0.2701,0.1456,54.2345,46.1234,11.2345,5.123,224.567,0.0,0
390,28.1532,11.3456,2.4123,0.4721,0.2654,-10.6432,14.7623,-4.3125,29.102,162.345,0.0,0
391,19.8765,12.3451,2.3256,0.5829,0.3387,-2.1345,7.1234,-7.2345,32.876,210.456,0.0,0
392,21.2345,15.6789,2.5123,0.5897,0.3102,-13.5678,-9.8765,8.7654,19.234,120.987,0.0,0
393,20.8765,14.8765,2.4876,0.6234,0.3521,19.2345,17.6543,5.1234,34.567,140.876,0.0,0
394,23.5678,17.4321,2.5897,0.3956,0.2453,25.6789,-7.6543,-12.5432,14.567,160.432,0.0,0
395,31.4567,15.789,2.6123,0.3721,0.2345,-9.8765,20.9876,7.6543,6.5432,200.123,0.0,0
396,19.2345,11.9876,2.1987,0.5567,0.2987,-22.5432,-9.1234,3.4567,32.123,215.678,0.0,0
397,30.1234,14.4321,2.5321,0.4489,0.2398,41.2345,-17.4321,10.5678,2.3456,125.678,0.0,0
398,40.2345,19.2345,2.9123,0.389,0.2712,-16.5432,-33.4567,13.2345,63.234,250.987,1.0,0
399,31.9876,22.1234,2.9876,0.3156,0.1923,24.4567,16.789,-17.789,28.789,150.678,0.0,0
400,22.874,14.312,2.532,0.478,0.238,-18.234,20.564,-12.678,3.124,160.123,0.0,0
401,110.452,35.876,3.012,0.192,0.089,95.432,-67.123,-28.456,4.876,210.542,1.0,0
402,18.765,11.234,2.345,0.602,0.365,8.234,-15.678,8.901,65.123,170.234,1.0,0
403,25.234,9.123,2.198,0.622,0.332,30.123,-9.123,-8.901,11.876,155.876,0.0,0
404,140.123,90.876,4.123,0.099,0.054,-170.876,-80.123,68.234,50.123,360.876,1.0,0
405,20.876,15.987,2.345,0.521,0.281,-13.123,11.234,-9.876,19.876,90.876,0.0,0
406,14.234,11.123,2.198,0.755,0.459,14.123,-5.123,9.876,83.123,270.123,0.0,0
407,17.123,12.123,2.198,0.589,0.312,-0.987,6.123,4.123,22.123,85.123,0.0,0
408,55.123,17.987,3.012,0.235,0.115,23.123,55.123,8.123,10.876,190.123,0.0,0
409,45.123,21.123,3.456,0.27,0.15,12.123,42.123,-9.123,3.123,255.123,0.0,0
410,35.6712,14.8921,2.5234,0.4012,0.2153,-12.3456,14.5678,-7.891,3.0123,230.124,0.0,0
411,82.3456,31.789,3.6543,0.1356,0.0789,8.2345,56.789,14.6789,3.4567,260.345,0.0,0
412,79.8765,33.4567,3.4567,0.1589,0.0876,57.1234,70.5678,25.6789,0.5678,270.456,0.0,0
413,45.6789,18.2345,2.789,0.2356,0.1456,46.789,36.1234,-7.8901,2.6789,210.345,0.0,0
414,85.1234,13.4567,2.5678,0.4298,0.2798,-108.2345,51.6789,9.2345,2.789,230.567,0.0,0
415,24.5678,14.789,2.6789,0.4367,0.2889,11.2345,14.5678,-14.5678,5.6789,230.678,0.0,0
416,37.8901,13.2345,2.7012,0.419,0.2222,28.5678,-15.789,5.6789,1.0123,170.123,0.0,0
417,110.567,40.1234,3.3456,0.1456,0.0789,135.678,81.2345,-17.5678,1.1234,207.456,0.0,0
418,20.1234,17.8901,2.6012,0.4634,0.279,2.5678,-19.1234,3.4567,63.789,176.2345,1.0,0
419,14.5678,11.3456,2.3456,0.7967,0.5378,13.6789,7.8901,9.1234,52.789,205.678,0.0,0
420,68.4731,35.2123,3.7213,0.1325,0.0921,-110.2354,-65.0143,25.3897,9.1234,260.2156,1.0,0
421,47.3125,31.4523,3.4125,0.1482,0.0819,3.1245,30.4123,-12.4532,2.5123,110.3256,0.0,0
422,37.4512,17.8921,2.9456,0.2951,0.1685,40.2356,18.1254,10.9876,0.5467,240.1234,0.0,0
423,39.2356,15.7894,2.8123,0.4523,0.3156,25.1234,33.7894,-19.5632,36.4123,228.9876,1.0,0
424,25.7894,19.4512,2.7567,0.3489,0.1795,-16.2345,20.1234,-9.1234,0.6123,95.1234,0.0,0
425,23.4512,13.7894,2.5123,0.4256,0.2156,-11.1234,11.2356,7.4512,2.1234,260.9876,0.0,0
426,95.1234,29.4512,3.6894,0.2156,0.1456,-16.7894,64.1234,13.4512,8.1234,320.4512,0.0,0
427,16.7894,12.4512,2.1567,0.6789,0.3656,9.9876,14.1234,-3.1234,11.1234,115.7894,1.0,0
428,52.7894,10.4512,2.7123,0.3656,0.1987,29.7894,40.7894,-4.1234,52.1234,260.7894,1.0,0
429,33.4512,19.1234,2.7894,0.2789,0.1398,-9.9876,-15.1234,-13.9876,3.1234,235.1234,0.0,0
430,34.1234,18.2345,2.8754,0.3456,0.2567,22.5678,24.3456,-11.4567,8.1234,265.6789,0.0,0
431,130.4567,33.1234,3.1123,0.3721,0.2345,-70.4567,-82.1234,-24.5678,41.2345,300.5678,1.0,0
432,62.789,16.2345,3.189,0.1901,0.1012,-0.1234,48.5678,-7.1234,2.3456,190.2345,0.0,0
433,27.1234,18.5678,2.6234,0.4234,0.2678,8.1234,-10.1234,-10.2345,83.4567,125.6789,0.0,0
434,39.5678,7.1234,2.7123,0.5856,0.3745,30.5678,25.6789,-13.1234,9.5678,252.1234,1.0,0
435,29.6789,15.2345,2.8123,0.3789,0.2134,-2.1234,12.5678,-7.1234,9.1234,197.1234,0.0,0
436,162.3456,81.1234,4.1234,0.1356,0.0756,-81.3456,-162.1234,-31.5678,36.3456,360.1234,1.0,0
437,31.6789,13.1234,2.6345,0.5678,0.4223,18.2345,28.5678,-11.1234,31.6789,270.1234,1.0,0
438,60.1234,22.1234,3.6234,0.2156,0.1256,-4.1234,56.1234,-12.1234,3.1234,207.1234,0.0,0
439,32.5678,11.1234,2.4567,0.5045,0.2765,41.5678,-12.1234,-7.1234,69.6789,125.1234,0.0,0
440,22.3456,13.6789,2.5432,0.4987,0.2894,2.3456,-9.8765,7.5432,38.1234,215.678,0.0,0
441,31.9876,16.4321,2.7654,0.3102,0.1689,-2.9876,14.2345,6.1234,1.2345,102.345,0.0,0
442,43.5678,10.8765,2.8765,0.3287,0.1605,8.1234,31.5678,4.5678,33.9876,146.789,1.0,0
443,26.5432,10.8765,2.4321,0.4281,0.2491,34.5678,13.8765,-5.5678,5.1234,199.876,0.0,0
444,38.9876,20.5432,2.8432,0.2467,0.1403,21.5678,35.4321,-15.1234,15.5678,130.432,0.0,0
445,18.7654,11.9876,2.3543,0.5516,0.3273,2.1234,-11.5432,9.4321,24.5678,108.543,0.0,0
446,20.8765,20.8765,2.321,0.5196,0.2943,-3.1234,-12.1234,17.1234,86.5432,137.876,1.0,0
447,52.9876,25.8765,2.8543,0.2635,0.1357,45.8765,66.5432,11.8765,35.8765,48.765,0.0,0
448,18.8765,7.1234,2.0987,0.7553,0.4484,2.4321,-7.4321,-3.4321,28.9876,176.543,0.0,0
449,24.1234,10.9876,2.5987,0.5191,0.2872,15.1234,-12.4321,9.8765,45.8765,113.432,1.0,0
450,130.789,75.1234,4.0021,0.0856,0.0401,-65.4321,80.2345,-40.5678,25.789,270.567,1.0,0
451,38.234,22.3456,3.1234,0.2903,0.1502,-4.1234,30.5678,18.2345,4.123,150.234,0.0,0
452,28.5678,14.4567,2.789,0.4801,0.2906,35.6789,25.6789,4.1234,28.123,200.123,1.0,0
453,27.8901,18.2345,2.8901,0.38,0.2156,5.6789,22.1234,7.8901,22.567,60.123,1.0,0
454,42.3456,23.4567,2.8901,0.3356,0.2156,19.2345,45.6789,16.2345,29.123,175.678,0.0,0
455,56.789,22.3456,2.9234,0.3901,0.2756,-32.1234,23.4567,-19.2345,7.1234,335.123,0.0,0
456,85.6789,25.6789,3.2345,0.2401,0.1402,73.4567,80.1234,-9.2345,15.234,215.678,0.0,0
457,83.4567,29.1234,4.1234,0.1401,0.0702,48.1234,75.6789,15.2345,1.2345,270.123,0.0,0
458,155.678,23.4567,3.1234,0.4356,0.2856,-130.1234,88.2345,-18.2345,34.567,350.123,1.0,0
459,140.234,100.123,3.6789,0.0856,0.0402,-50.1234,-155.678,-110.123,26.123,75.678,1.0,0
460,52.1234,14.7896,2.8432,0.4123,0.2674,5.1234,20.5678,3.4567,45.2345,150.6789,1.0,0
461,30.5678,18.2345,2.5678,0.5234,0.3145,12.6789,-12.3456,10.2345,78.3456,180.5678,0.0,0
462,27.3456,9.6789,2.789,0.4832,0.2745,28.1234,15.6789,5.2345,38.4567,170.2345,1.0,0
463,35.6789,17.1234,2.6789,0.3723,0.2178,9.3456,22.4567,14.5678,58.1234,130.5678,0.0,0
464,70.1234,36.5678,3.9021,0.1123,0.0601,60.2345,70.6789,18.5678,6.789,160.2345,0.0,0
465,40.6789,31.2345,3.1234,0.1823,0.1109,18.3456,27.4567,11.2345,15.6789,140.1234,0.0,0
466,36.2345,8.1234,2.6789,0.5045,0.2651,-25.3456,10.5678,3.789,85.2345,105.6789,1.0,0
467,75.6789,20.1234,2.789,0.4432,0.2663,-40.2345,-55.6789,-9.2345,28.1234,290.6789,1.0,0
468,33.1234,11.2345,2.5678,0.3967,0.2169,6.789,-13.4567,-3.789,18.2345,210.5678,0.0,0
469,48.1234,13.2345,3.1234,0.3056,0.1817,-20.2345,12.3456,1.2345,86.789,210.1234,1.0,0
470,15.7432,12.3589,2.1456,0.6854,0.3421,-12.4567,6.1245,10.7821,64.2345,142.5678,0.0,0
471,19.5678,13.2456,2.3678,0.5432,0.2987,8.2345,-15.6789,-5.6789,82.4567,48.2345,0.0,0
472,13.2345,10.9876,2.1789,0.7523,0.4654,-13.8765,7.5678,-7.3456,61.2345,180.2345,1.0,0
473,30.1234,22.9876,2.9456,0.2678,0.1456,-1.2345,18.5678,11.9876,42.9876,115.3456,0.0,0
474,24.9876,12.2345,2.789,0.5123,0.2678,16.9876,-13.8765,-9.8765,63.1234,225.6789,1.0,0
475,17.1234,12.3456,2.3456,0.6321,0.3956,0.1234,-0.9876,7.9876,7.1234,152.9876,0.0,0
476,26.1234,13.2345,2.6456,0.4687,0.289,-20.9876,-12.9876,9.1234,3.2345,95.1234,0.0,0
477,23.9876,18.2345,2.5678,0.4234,0.2256,9.1234,-6.9876,-6.1234,14.2345,89.9876,0.0,0
478,13.1234,11.3456,2.2456,0.7423,0.3845,-14.9876,5.3456,12.1234,59.1234,139.2345,0.0,0
479,27.1234,19.1234,2.6789,0.3398,0.1923,10.1234,-22.9876,-9.9876,12.3456,195.1234,0.0,0
480,25.7321,12.3421,2.1345,0.6893,0.3621,12.3456,-5.1234,-8.2345,45.6789,120.456,0.0,0
481,82.4567,18.1234,3.0123,0.2987,0.1678,-90.2345,62.3456,-19.2345,4.5678,310.567,0.0,0
482,40.1234,19.5678,3.0567,0.3876,0.2143,35.6789,43.1234,-14.5678,22.3456,115.678,0.0,0
