,Unnamed: 0,real_identifier,state_code,lat,lon,bird,lat_zone
2987,1254,1.0,49.0,39.24,-78.65,19.0,2.0
2988,1255,1.0,11.0,21.16,-157.02,15.0,1.0
2989,1256,1.0,0.0,67.68,-161.48,28.0,0.0
2990,1257,1.0,17.0,38.51,-84.92,19.0,2.0
2991,1258,1.0,5.0,39.15,-102.57,17.0,2.0
2992,1259,1.0,49.0,38.29,-80.24,19.0,2.0
2993,1260,1.0,16.0,38.81,-100.75,26.0,2.0
2994,1261,1.0,11.0,19.16,-155.52,15.0,1.0
2995,1262,1.0,17.0,36.85,-84.06,19.0,2.0
2996,1263,1.0,49.0,39.03,-79.98,19.0,2.0
2997,1264,1.0,32.0,33.83,-108.4,14.0,2.0
2998,1265,1.0,32.0,32.71,-104.79,14.0,2.0
2999,1266,1.0,17.0,37.88,-85.68,19.0,2.0
3000,1267,1.0,16.0,39.0,-98.37,26.0,2.0
3001,1268,1.0,11.0,19.94,-155.38,15.0,1.0
3002,1269,1.0,0.0,68.29,-158.07,28.0,0.0
3003,1270,1.0,44.0,38.18,-110.63,6.0,2.0
3004,1271,1.0,17.0,37.28,-87.69,19.0,2.0
3005,1272,1.0,44.0,38.9,-112.11,6.0,2.0
3006,1273,1.0,16.0,39.91,-100.79,26.0,2.0
3007,1274,1.0,32.0,44.4,-74.75,12.0,2.0
3008,1275,1.0,16.0,37.18,-97.78,26.0,2.0
3009,1276,1.0,17.0,38.44,-82.73,19.0,2.0
3010,1277,1.0,0.0,61.16,-144.3,28.0,0.0
3011,1278,1.0,11.0,19.3,-155.78,15.0,1.0
3012,1279,1.0,17.0,38.71,-82.93,19.0,2.0
3013,1280,1.0,44.0,37.75,-112.7,6.0,2.0
3014,1281,1.0,44.0,37.21,-109.83,6.0,2.0
3015,1282,1.0,5.0,40.87,-104.17,17.0,2.0
3016,1283,1.0,0.0,60.21,-143.46,28.0,0.0
3017,1284,1.0,8.0,39.53,-75.6,11.0,2.0
3018,1285,1.0,44.0,39.78,-111.29,6.0,2.0
3019,1286,1.0,11.0,19.19,-155.57,15.0,1.0
3020,1287,1.0,44.0,40.05,-112.97,6.0,2.0
3021,1288,1.0,44.0,41.93,-111.28,6.0,2.0
3022,1289,1.0,49.0,37.84,-80.62,19.0,2.0
3023,1290,1.0,17.0,37.36,-84.9,19.0,2.0
3024,1291,1.0,8.0,39.73,-75.62,11.0,2.0
3025,1292,1.0,32.0,44.14,-75.03,12.0,2.0
3026,1293,1.0,16.0,39.01,-101.36,26.0,2.0
3027,1294,1.0,49.0,38.19,-81.49,19.0,2.0
3028,1295,1.0,49.0,39.7,-80.44,19.0,2.0
3029,1296,1.0,16.0,38.07,-94.66,26.0,2.0
3030,1297,1.0,44.0,37.38,-113.22,6.0,2.0
3031,1298,1.0,32.0,31.57,-108.67,14.0,2.0
3032,1299,1.0,17.0,38.25,-85.42,19.0,2.0
3033,1300,1.0,5.0,40.35,-105.58,17.0,2.0
3034,1301,1.0,0.0,62.3,-142.41,28.0,0.0
3035,1302,1.0,5.0,40.18,-102.5,17.0,2.0
3036,1303,1.0,49.0,37.88,-81.63,19.0,2.0
3037,1304,1.0,17.0,36.92,-89.01,19.0,2.0
3038,1305,1.0,44.0,38.97,-113.5,6.0,2.0
3039,1306,1.0,17.0,37.2,-84.91,19.0,2.0
3040,1307,1.0,0.0,64.18,-156.34,28.0,0.0
3041,1308,1.0,8.0,38.61,-75.63,11.0,2.0
3042,1309,1.0,16.0,38.89,-99.32,26.0,2.0
3043,1310,1.0,0.0,68.93,-144.56,28.0,0.0
3044,1311,1.0,32.0,42.78,-73.52,12.0,2.0
3045,1312,1.0,17.0,37.95,-84.54,19.0,2.0
3046,1313,1.0,44.0,40.17,-112.28,6.0,2.0
3047,1314,1.0,32.0,44.8,-74.56,12.0,2.0
3048,1315,1.0,32.0,33.07,-106.46,14.0,2.0
3049,1316,1.0,0.0,70.23,-158.33,28.0,0.0
3050,1317,1.0,11.0,21.95,-159.51,15.0,1.0
3051,1318,1.0,32.0,32.81,-105.74,14.0,2.0
3052,1319,1.0,5.0,39.27,-107.06,17.0,2.0
3053,1320,1.0,49.0,37.96,-82.44,19.0,2.0
3054,1321,1.0,49.0,38.58,-79.18,19.0,2.0
3055,1322,1.0,16.0,37.52,-99.19,26.0,2.0
3056,1323,1.0,5.0,38.49,-104.94,17.0,2.0
3057,1324,1.0,0.0,62.32,-148.68,28.0,0.0
3058,1325,1.0,32.0,42.46,-78.53,12.0,2.0
3059,1326,1.0,11.0,20.66,-156.19,15.0,1.0
3060,1327,1.0,49.0,37.94,-82.13,19.0,2.0
3061,1328,1.0,44.0,41.61,-111.81,6.0,2.0
3062,1329,1.0,44.0,38.98,-109.8,6.0,2.0
3063,1330,1.0,8.0,39.24,-75.48,11.0,2.0
3064,1331,1.0,32.0,32.67,-107.86,14.0,2.0
3065,1332,1.0,16.0,38.59,-100.56,26.0,2.0
3066,1333,1.0,32.0,42.15,-76.33,12.0,2.0
3067,1334,1.0,11.0,19.79,-155.95,15.0,1.0
3068,1335,1.0,0.0,68.96,-152.49,28.0,0.0
3069,1336,1.0,5.0,39.28,-102.44,17.0,2.0
3070,1337,1.0,8.0,39.45,-75.77,11.0,2.0
3071,1338,1.0,44.0,37.9,-109.19,6.0,2.0
3072,1339,1.0,49.0,39.35,-80.21,19.0,2.0
3073,1340,1.0,11.0,19.2,-155.55,15.0,1.0
3074,1341,1.0,11.0,19.56,-155.77,15.0,1.0
3075,1342,1.0,11.0,19.86,-155.68,15.0,1.0
3076,1343,1.0,16.0,37.85,-97.05,26.0,2.0
3077,1344,1.0,32.0,34.29,-103.55,14.0,2.0
3078,1345,1.0,49.0,38.06,-82.47,19.0,2.0
3079,1346,1.0,44.0,37.62,-111.06,6.0,2.0
3080,1347,1.0,0.0,66.55,-156.37,28.0,0.0
3081,1348,1.0,32.0,43.15,-73.6,12.0,2.0
3082,1349,1.0,11.0,19.38,-155.36,15.0,1.0
3083,1350,1.0,44.0,37.43,-112.81,6.0,2.0
3084,1351,1.0,5.0,37.14,-105.01,17.0,2.0
3085,1352,1.0,32.0,42.14,-78.23,12.0,2.0
3086,1353,1.0,16.0,38.52,-97.43,26.0,2.0
3087,1354,1.0,16.0,39.1,-100.18,26.0,2.0
3088,1355,1.0,5.0,37.61,-104.1,17.0,2.0
3089,1356,1.0,17.0,38.03,-85.05,19.0,2.0
3090,1357,1.0,5.0,39.75,-105.5,17.0,2.0
3091,1358,1.0,49.0,38.58,-81.88,19.0,2.0
3092,1359,1.0,17.0,36.89,-85.2,19.0,2.0
3093,1360,1.0,16.0,37.76,-95.01,26.0,2.0
3094,1361,1.0,8.0,38.94,-75.64,11.0,2.0
3095,1362,1.0,11.0,19.3,-155.83,15.0,1.0
3096,1363,1.0,49.0,38.09,-80.57,19.0,2.0
3097,1364,1.0,8.0,38.94,-75.6,11.0,2.0
3098,1365,1.0,8.0,39.07,-75.57,11.0,2.0
3099,1366,1.0,0.0,65.74,-164.26,28.0,0.0
3100,1367,1.0,11.0,20.85,-156.62,15.0,1.0
3101,1368,1.0,16.0,39.54,-96.45,26.0,2.0
3102,1369,1.0,17.0,38.49,-84.46,19.0,2.0
3103,1370,1.0,8.0,39.13,-75.6,11.0,2.0
3104,1371,1.0,0.0,64.6,-164.3,28.0,0.0
3105,1372,1.0,16.0,38.01,-96.58,26.0,2.0
3106,1373,1.0,5.0,40.13,-105.41,17.0,2.0
3107,1374,1.0,11.0,21.55,-158.0,15.0,1.0
3108,1375,1.0,11.0,19.37,-155.78,15.0,1.0
3109,1376,1.0,44.0,37.39,-113.98,6.0,2.0
3110,1377,1.0,5.0,39.52,-105.19,17.0,2.0
3111,1378,1.0,32.0,33.62,-106.52,14.0,2.0
3112,1379,1.0,44.0,40.91,-109.67,6.0,2.0
3113,1380,1.0,44.0,38.97,-110.02,6.0,2.0
3114,1381,1.0,16.0,38.9,-97.32,26.0,2.0
3115,1382,1.0,0.0,62.48,-145.34,28.0,0.0
3116,1383,1.0,0.0,68.75,-148.66,28.0,0.0
3117,1384,1.0,16.0,39.35,-98.18,26.0,2.0
3118,1385,1.0,8.0,38.53,-75.08,11.0,2.0
3119,1386,1.0,0.0,69.06,-157.28,28.0,0.0
3120,1387,1.0,11.0,21.93,-160.09,15.0,1.0
3121,1388,1.0,49.0,37.74,-81.78,19.0,2.0
3122,1389,1.0,11.0,19.34,-155.67,15.0,1.0
3123,1390,1.0,8.0,38.63,-75.12,11.0,2.0
3124,1391,1.0,17.0,37.23,-86.64,19.0,2.0
3125,1392,1.0,8.0,38.86,-75.39,11.0,2.0
3126,1393,1.0,49.0,38.82,-82.04,19.0,2.0
3127,1394,1.0,44.0,40.09,-109.95,6.0,2.0
3128,1395,1.0,32.0,44.09,-73.73,12.0,2.0
3129,1396,1.0,8.0,38.94,-75.65,11.0,2.0
3130,1397,1.0,17.0,37.78,-85.75,19.0,2.0
3131,1398,1.0,32.0,34.12,-106.03,14.0,2.0
3132,1399,1.0,17.0,36.72,-86.83,19.0,2.0
2183,0,1.0,32.0,35.77,-105.55,14.0,2.0
2184,1,1.0,8.0,38.74,-75.2,11.0,2.0
2185,2,1.0,17.0,36.84,-87.34,19.0,2.0
2186,3,1.0,8.0,38.87,-75.31,11.0,2.0
2187,4,1.0,44.0,37.33,-111.37,6.0,2.0
2188,5,1.0,16.0,39.45,-101.23,26.0,2.0
2189,6,1.0,17.0,37.92,-85.55,19.0,2.0
2190,7,1.0,0.0,66.17,-151.47,28.0,0.0
2191,8,1.0,32.0,42.36,-74.4,12.0,2.0
2192,9,1.0,11.0,19.53,-155.56,15.0,1.0
2193,10,1.0,5.0,38.77,-106.65,17.0,2.0
2194,11,1.0,32.0,42.99,-73.36,12.0,2.0
2195,12,1.0,32.0,35.35,-107.7,14.0,2.0
2196,13,1.0,32.0,42.11,-76.98,12.0,2.0
2197,14,1.0,32.0,33.14,-103.24,14.0,2.0
2198,15,1.0,44.0,37.14,-112.32,6.0,2.0
2199,16,1.0,0.0,65.23,-153.71,28.0,0.0
2200,17,1.0,32.0,41.82,-73.93,12.0,2.0
2201,18,1.0,49.0,37.63,-81.03,19.0,2.0
2202,19,1.0,49.0,39.24,-79.36,19.0,2.0
2203,20,1.0,11.0,19.43,-155.84,15.0,1.0
2204,21,1.0,49.0,38.29,-79.85,19.0,2.0
2205,22,1.0,32.0,44.23,-75.01,12.0,2.0
2206,23,1.0,32.0,32.74,-106.25,14.0,2.0
2207,24,1.0,17.0,37.51,-87.72,19.0,2.0
2208,25,1.0,32.0,32.84,-104.33,14.0,2.0
2209,26,1.0,16.0,39.12,-101.5,26.0,2.0
2210,27,1.0,17.0,37.16,-86.11,19.0,2.0
2211,28,1.0,5.0,39.59,-103.43,17.0,2.0
2212,29,1.0,44.0,40.45,-113.19,6.0,2.0
2213,30,1.0,17.0,36.89,-82.93,19.0,2.0
2214,31,1.0,32.0,44.02,-75.37,12.0,2.0
2215,32,1.0,32.0,33.42,-104.26,14.0,2.0
2216,33,1.0,32.0,34.67,-104.87,14.0,2.0
2217,34,1.0,17.0,37.25,-85.16,19.0,2.0
2218,35,1.0,11.0,19.28,-155.66,15.0,1.0
2219,36,1.0,8.0,39.63,-75.71,11.0,2.0
2220,37,1.0,44.0,39.9,-112.83,6.0,2.0
2221,38,1.0,8.0,38.92,-75.6,11.0,2.0
2222,39,1.0,32.0,31.9,-107.56,14.0,2.0
2223,40,1.0,8.0,38.75,-75.3,11.0,2.0
2224,41,1.0,0.0,66.02,-151.4,28.0,0.0
2225,42,1.0,8.0,39.16,-75.69,11.0,2.0
2226,43,1.0,44.0,37.63,-110.46,6.0,2.0
2227,44,1.0,32.0,33.61,-105.31,14.0,2.0
2228,45,1.0,49.0,38.07,-80.22,19.0,2.0
2229,46,1.0,32.0,33.86,-106.98,14.0,2.0
2230,47,1.0,8.0,38.74,-75.08,11.0,2.0
2231,48,1.0,16.0,37.52,-96.58,26.0,2.0
2232,49,1.0,5.0,38.89,-108.27,17.0,2.0
2233,50,1.0,32.0,44.34,-74.91,12.0,2.0
2234,51,1.0,32.0,33.01,-105.75,14.0,2.0
2235,52,1.0,8.0,38.75,-75.68,11.0,2.0
2236,53,1.0,16.0,39.07,-101.98,26.0,2.0
2237,54,1.0,32.0,34.23,-106.43,14.0,2.0
2238,55,1.0,49.0,38.33,-82.29,19.0,2.0
2239,56,1.0,17.0,38.05,-85.29,19.0,2.0
2240,57,1.0,11.0,22.06,-159.51,15.0,1.0
2241,58,1.0,32.0,42.27,-77.65,12.0,2.0
2242,59,1.0,5.0,38.1,-107.39,17.0,2.0
2243,60,1.0,5.0,40.0,-106.75,17.0,2.0
2244,61,1.0,16.0,39.68,-99.03,26.0,2.0
2245,62,1.0,32.0,32.63,-107.86,14.0,2.0
2246,63,1.0,49.0,38.37,-80.96,19.0,2.0
2247,64,1.0,8.0,38.74,-75.67,11.0,2.0
2248,65,1.0,8.0,38.71,-75.15,11.0,2.0
2249,66,1.0,0.0,61.57,-141.39,28.0,0.0
2250,67,1.0,32.0,42.02,-73.6,12.0,2.0
2251,68,1.0,8.0,39.43,-75.73,11.0,2.0
2252,69,1.0,0.0,63.37,-155.17,28.0,0.0
2253,70,1.0,0.0,58.69,-154.3,28.0,2.0
2254,71,1.0,8.0,39.08,-75.68,11.0,2.0
2255,72,1.0,49.0,38.56,-80.73,19.0,2.0
2256,73,1.0,5.0,39.14,-107.49,17.0,2.0
2257,74,1.0,16.0,39.14,-100.11,26.0,2.0
2258,75,1.0,17.0,37.62,-86.13,19.0,2.0
2259,76,1.0,44.0,37.66,-110.66,6.0,2.0
2260,77,1.0,11.0,19.05,-155.72,15.0,1.0
2261,78,1.0,49.0,38.97,-78.6,19.0,2.0
2262,79,1.0,16.0,37.88,-100.72,26.0,2.0
2263,80,1.0,8.0,38.62,-75.64,11.0,2.0
2264,81,1.0,8.0,38.79,-75.44,11.0,2.0
2265,82,1.0,44.0,40.08,-112.29,6.0,2.0
2266,83,1.0,8.0,39.75,-75.5,11.0,2.0
2267,84,1.0,17.0,37.69,-86.27,19.0,2.0
2268,85,1.0,0.0,65.05,-156.66,28.0,0.0
2269,86,1.0,8.0,38.53,-75.4,11.0,2.0
2270,87,1.0,16.0,37.85,-98.87,26.0,2.0
2271,88,1.0,16.0,39.44,-100.3,26.0,2.0
2272,89,1.0,32.0,42.25,-76.74,12.0,2.0
2273,90,1.0,17.0,37.11,-87.05,19.0,2.0
2274,91,1.0,11.0,19.66,-154.99,15.0,1.0
2275,92,1.0,49.0,38.12,-80.82,19.0,2.0
2276,93,1.0,32.0,35.79,-105.92,14.0,2.0
2277,94,1.0,32.0,42.16,-75.83,12.0,2.0
2278,95,1.0,32.0,34.26,-108.51,14.0,2.0
2279,96,1.0,17.0,38.73,-84.82,19.0,2.0
2280,97,1.0,5.0,39.22,-105.51,17.0,2.0
2281,98,1.0,8.0,39.74,-75.71,11.0,2.0
2282,99,1.0,11.0,19.77,-155.26,15.0,1.0
2283,100,1.0,5.0,38.66,-106.16,17.0,2.0
2284,101,1.0,44.0,40.1,-112.42,6.0,2.0
2285,102,1.0,8.0,39.65,-75.58,11.0,2.0
2286,103,1.0,16.0,37.49,-96.61,26.0,2.0
2287,104,1.0,16.0,39.13,-96.64,26.0,2.0
2288,105,1.0,16.0,39.72,-96.23,26.0,2.0
2289,106,1.0,5.0,37.34,-106.44,17.0,2.0
2290,107,1.0,8.0,38.72,-75.15,11.0,2.0
2291,108,1.0,44.0,40.15,-109.06,6.0,2.0
2292,109,1.0,0.0,58.17,-136.04,28.0,2.0
2293,110,1.0,5.0,40.41,-107.01,17.0,2.0
2294,111,1.0,49.0,39.5,-80.39,19.0,2.0
2295,112,1.0,44.0,40.8,-112.32,6.0,2.0
2296,113,1.0,11.0,19.58,-155.67,15.0,1.0
2297,114,1.0,17.0,37.13,-85.81,19.0,2.0
2298,115,1.0,17.0,39.08,-84.85,19.0,2.0
2299,116,1.0,32.0,32.16,-103.59,14.0,2.0
2300,117,1.0,17.0,37.25,-84.76,19.0,2.0
2301,118,1.0,11.0,21.0,-156.55,15.0,1.0
2302,119,1.0,49.0,38.9,-80.5,19.0,2.0
2303,120,1.0,16.0,39.32,-98.94,26.0,2.0
2304,121,1.0,5.0,38.69,-105.47,17.0,2.0
2305,122,1.0,17.0,38.22,-84.0,19.0,2.0
2306,123,1.0,11.0,19.57,-155.86,15.0,1.0
2307,124,1.0,5.0,38.55,-104.92,17.0,2.0
2308,125,1.0,49.0,38.87,-80.34,19.0,2.0
2309,126,1.0,5.0,38.73,-103.5,17.0,2.0
2310,127,1.0,44.0,38.03,-113.84,6.0,2.0
2311,128,1.0,11.0,20.93,-156.38,15.0,1.0
2312,129,1.0,5.0,39.19,-105.38,17.0,2.0
2313,130,1.0,44.0,37.92,-110.82,6.0,2.0
2314,131,1.0,32.0,34.4,-107.91,14.0,2.0
2315,132,1.0,49.0,37.64,-81.82,19.0,2.0
2316,133,1.0,0.0,60.22,-166.67,28.0,0.0
2317,134,1.0,32.0,42.82,-75.15,12.0,2.0
2318,135,1.0,8.0,39.06,-75.43,11.0,2.0
2319,136,1.0,32.0,35.07,-103.77,14.0,2.0
2320,137,1.0,16.0,37.13,-96.56,26.0,2.0
2321,138,1.0,32.0,43.2,-77.73,12.0,2.0
2322,139,1.0,44.0,39.44,-110.8,6.0,2.0
2323,140,1.0,32.0,43.02,-75.63,12.0,2.0
2324,141,1.0,8.0,38.54,-75.26,11.0,2.0
2325,142,1.0,8.0,38.63,-75.07,11.0,2.0
2326,143,1.0,32.0,34.64,-106.24,14.0,2.0
2327,144,1.0,32.0,32.96,-105.38,14.0,2.0
2328,145,1.0,11.0,19.31,-155.81,15.0,1.0
2329,146,1.0,49.0,38.58,-81.65,19.0,2.0
2330,147,1.0,5.0,38.93,-108.3,17.0,2.0
2331,148,1.0,32.0,32.83,-106.68,14.0,2.0
2332,149,1.0,8.0,38.46,-75.15,11.0,2.0
2333,150,1.0,16.0,38.97,-96.53,26.0,2.0
2334,151,1.0,17.0,36.66,-85.65,19.0,2.0
2335,152,1.0,17.0,37.81,-87.72,19.0,2.0
2336,153,1.0,16.0,37.11,-98.74,26.0,2.0
2337,154,1.0,8.0,39.03,-75.44,11.0,2.0
2338,155,1.0,44.0,41.27,-111.86,6.0,2.0
2339,156,1.0,16.0,39.19,-99.57,26.0,2.0
2340,157,1.0,32.0,43.27,-76.16,12.0,2.0
2341,158,1.0,11.0,19.68,-155.41,15.0,1.0
2342,159,1.0,32.0,35.36,-107.21,14.0,2.0
2343,160,1.0,16.0,37.97,-101.5,26.0,2.0
2344,161,1.0,11.0,19.4,-155.35,15.0,1.0
2345,162,1.0,17.0,37.91,-84.97,19.0,2.0
2346,163,1.0,0.0,64.25,-145.24,28.0,0.0
2347,164,1.0,49.0,37.53,-80.58,19.0,2.0
2348,165,1.0,5.0,39.04,-103.11,17.0,2.0
2349,166,1.0,8.0,38.7,-75.14,11.0,2.0
2350,167,1.0,16.0,39.99,-96.2,26.0,2.0
2351,168,1.0,16.0,39.06,-99.9,26.0,2.0
2352,169,1.0,17.0,37.19,-87.43,19.0,2.0
2353,170,1.0,0.0,67.73,-144.06,28.0,0.0
2354,171,1.0,5.0,37.46,-102.93,17.0,2.0
2355,172,1.0,16.0,37.96,-96.53,26.0,2.0
2356,173,1.0,16.0,39.27,-95.48,26.0,2.0
2357,174,1.0,11.0,19.94,-155.83,15.0,1.0
2358,175,1.0,0.0,66.52,-152.55,28.0,0.0
2359,176,1.0,11.0,19.58,-155.91,15.0,1.0
2360,177,1.0,11.0,22.2,-159.53,15.0,1.0
2361,178,1.0,17.0,37.87,-86.45,19.0,2.0
2362,179,1.0,17.0,37.34,-84.64,19.0,2.0
2363,180,1.0,49.0,39.67,-79.56,19.0,2.0
2364,181,1.0,5.0,37.61,-104.18,17.0,2.0
2365,182,1.0,44.0,37.85,-109.75,6.0,2.0
2366,183,1.0,5.0,39.54,-106.14,17.0,2.0
2367,184,1.0,17.0,36.76,-85.01,19.0,2.0
2368,185,1.0,0.0,55.43,-161.18,28.0,2.0
2369,186,1.0,5.0,38.63,-102.95,17.0,2.0
2370,187,1.0,16.0,39.69,-101.24,26.0,2.0
2371,188,1.0,8.0,38.9,-75.27,11.0,2.0
2372,189,1.0,17.0,37.2,-86.24,19.0,2.0
2373,190,1.0,32.0,31.95,-107.22,14.0,2.0
2374,191,1.0,32.0,42.5,-76.47,12.0,2.0
2375,192,1.0,16.0,37.05,-101.75,26.0,2.0
2376,193,1.0,11.0,19.92,-155.38,15.0,1.0
2377,194,1.0,17.0,38.33,-83.9,19.0,2.0
2378,195,1.0,11.0,19.03,-155.62,15.0,1.0
2379,196,1.0,17.0,36.97,-86.46,19.0,2.0
2380,197,1.0,32.0,35.48,-108.5,14.0,2.0
2381,198,1.0,11.0,21.34,-157.99,15.0,1.0
2382,199,1.0,44.0,40.85,-113.36,6.0,2.0
2383,200,1.0,0.0,67.37,-147.83,28.0,0.0
2384,201,1.0,44.0,39.04,-109.43,6.0,2.0
2385,202,1.0,44.0,37.69,-109.24,6.0,2.0
2386,203,1.0,8.0,39.26,-75.74,11.0,2.0
2387,204,1.0,5.0,39.01,-104.25,17.0,2.0
2388,205,1.0,5.0,37.83,-105.45,17.0,2.0
2389,206,1.0,32.0,44.82,-74.57,12.0,2.0
2390,207,1.0,49.0,37.97,-80.14,19.0,2.0
2391,208,1.0,8.0,38.58,-75.38,11.0,2.0
2392,209,1.0,17.0,37.31,-83.69,19.0,2.0
2393,210,1.0,32.0,33.96,-106.02,14.0,2.0
2394,211,1.0,5.0,40.71,-108.94,17.0,2.0
2395,212,1.0,17.0,37.0,-85.91,19.0,2.0
2396,213,1.0,17.0,37.7,-82.83,19.0,2.0
2397,214,1.0,17.0,37.96,-84.54,19.0,2.0
2398,215,1.0,16.0,37.82,-97.27,26.0,2.0
2399,216,1.0,44.0,37.99,-109.36,6.0,2.0
2400,217,1.0,0.0,65.05,-165.18,28.0,0.0
2401,218,1.0,49.0,37.56,-82.13,19.0,2.0
2402,219,1.0,32.0,34.27,-106.88,14.0,2.0
2403,220,1.0,0.0,65.82,-154.5,28.0,0.0
2404,221,1.0,0.0,63.68,-158.48,28.0,0.0
2405,222,1.0,16.0,39.32,-95.65,26.0,2.0
2406,223,1.0,5.0,38.78,-106.65,17.0,2.0
2407,224,1.0,8.0,39.08,-75.67,11.0,2.0
2408,225,1.0,8.0,39.51,-75.61,11.0,2.0
2409,226,1.0,5.0,37.04,-102.09,17.0,2.0
2410,227,1.0,32.0,32.74,-106.94,14.0,2.0
2411,228,1.0,11.0,19.49,-154.83,15.0,1.0
2412,229,1.0,32.0,43.34,-75.5,12.0,2.0
2413,230,1.0,32.0,43.0,-76.33,12.0,2.0
2414,231,1.0,49.0,37.81,-81.9,19.0,2.0
2415,232,1.0,8.0,39.13,-75.61,11.0,2.0
2416,233,1.0,8.0,38.8,-75.55,11.0,2.0
2417,234,1.0,0.0,68.36,-164.3,28.0,0.0
2418,235,1.0,11.0,19.4,-155.87,15.0,1.0
2419,236,1.0,5.0,40.63,-102.43,17.0,2.0
2420,237,1.0,49.0,39.07,-78.93,19.0,2.0
2421,238,1.0,8.0,39.76,-75.66,11.0,2.0
2422,239,1.0,32.0,35.89,-103.85,14.0,2.0
2423,240,1.0,49.0,40.22,-80.59,19.0,2.0
2424,241,1.0,17.0,37.54,-82.98,19.0,2.0
2425,242,1.0,32.0,43.45,-73.38,12.0,2.0
2426,243,1.0,49.0,39.48,-80.32,19.0,2.0
2427,244,1.0,17.0,37.81,-85.34,19.0,2.0
2428,245,1.0,32.0,42.38,-75.28,12.0,2.0
2429,246,1.0,5.0,40.08,-106.76,17.0,2.0
2430,247,1.0,8.0,38.57,-75.7,11.0,2.0
2431,248,1.0,49.0,38.46,-79.7,19.0,2.0
2432,249,1.0,8.0,39.17,-75.63,11.0,2.0
2433,250,1.0,44.0,37.82,-111.01,6.0,2.0
2434,251,1.0,44.0,39.07,-113.49,6.0,2.0
2435,252,1.0,5.0,39.21,-108.96,17.0,2.0
2436,253,1.0,32.0,35.11,-107.32,14.0,2.0
2437,254,1.0,5.0,38.13,-103.03,17.0,2.0
2438,255,1.0,11.0,19.82,-155.76,15.0,1.0
2439,256,1.0,8.0,38.78,-75.12,11.0,2.0
2440,257,1.0,0.0,62.29,-152.4,28.0,0.0
2441,258,1.0,32.0,40.88,-73.92,12.0,2.0
2442,259,1.0,32.0,42.26,-77.34,12.0,2.0
2443,260,1.0,49.0,37.73,-80.9,19.0,2.0
2444,261,1.0,5.0,40.19,-107.93,17.0,2.0
2445,262,1.0,32.0,44.34,-74.53,12.0,2.0
2446,263,1.0,32.0,36.6,-108.83,14.0,2.0
2447,264,1.0,32.0,33.57,-108.12,14.0,2.0
2448,265,1.0,17.0,37.8,-82.48,19.0,2.0
2449,266,1.0,8.0,38.92,-75.54,11.0,2.0
2450,267,1.0,49.0,39.53,-80.48,19.0,2.0
2451,268,1.0,49.0,38.17,-80.92,19.0,2.0
2452,269,1.0,32.0,34.86,-107.23,14.0,2.0
2453,270,1.0,17.0,38.59,-84.18,19.0,2.0
2454,271,1.0,0.0,66.05,-165.39,28.0,0.0
2455,272,1.0,49.0,38.39,-80.79,19.0,2.0
2456,273,1.0,8.0,38.48,-75.49,11.0,2.0
2457,274,1.0,17.0,36.93,-83.61,19.0,2.0
2458,275,1.0,0.0,67.82,-141.48,28.0,0.0
2459,276,1.0,5.0,40.55,-106.75,17.0,2.0
2460,277,1.0,5.0,38.46,-102.24,17.0,2.0
2461,278,1.0,32.0,32.29,-105.39,14.0,2.0
2462,279,1.0,0.0,68.74,-157.52,28.0,0.0
2463,280,1.0,5.0,38.19,-108.3,17.0,2.0
2464,281,1.0,49.0,38.45,-80.57,19.0,2.0
2465,282,1.0,8.0,38.76,-75.52,11.0,2.0
2466,283,1.0,44.0,40.77,-113.03,6.0,2.0
2467,284,1.0,11.0,19.02,-155.68,15.0,1.0
2468,285,1.0,32.0,32.47,-105.64,14.0,2.0
2469,286,1.0,17.0,38.15,-83.43,19.0,2.0
2470,287,1.0,16.0,37.57,-97.37,26.0,2.0
2471,288,1.0,5.0,38.55,-108.26,17.0,2.0
2472,289,1.0,16.0,37.56,-101.75,26.0,2.0
2473,290,1.0,11.0,19.35,-155.37,15.0,1.0
2474,291,1.0,44.0,37.14,-109.76,6.0,2.0
2475,292,1.0,11.0,21.5,-157.88,15.0,1.0
2476,293,1.0,44.0,39.43,-112.15,6.0,2.0
2477,294,1.0,11.0,19.53,-155.45,15.0,1.0
2478,295,1.0,44.0,41.94,-111.62,6.0,2.0
2479,296,1.0,8.0,38.77,-75.35,11.0,2.0
2480,297,1.0,17.0,37.02,-84.31,19.0,2.0
2481,298,1.0,17.0,37.71,-83.45,19.0,2.0
2482,299,1.0,32.0,34.82,-107.07,14.0,2.0
2483,300,1.0,49.0,38.04,-82.25,19.0,2.0
2484,301,1.0,49.0,38.06,-81.22,19.0,2.0
2485,302,1.0,11.0,21.17,-157.13,15.0,1.0
2486,303,1.0,5.0,38.44,-106.08,17.0,2.0
2487,304,1.0,5.0,39.81,-105.21,17.0,2.0
2488,305,1.0,11.0,21.3,-157.84,15.0,1.0
2489,306,1.0,0.0,67.86,-146.75,28.0,0.0
2490,307,1.0,16.0,38.28,-99.0,26.0,2.0
2491,308,1.0,11.0,20.87,-156.99,15.0,1.0
2492,309,1.0,32.0,34.96,-106.14,14.0,2.0
2493,310,1.0,11.0,20.82,-156.06,15.0,1.0
2494,311,1.0,32.0,44.03,-73.65,12.0,2.0
2495,312,1.0,32.0,43.17,-74.5,12.0,2.0
2496,313,1.0,49.0,37.64,-80.59,19.0,2.0
