,Unnamed: 0,state_code,lat,lon,bird,lat_zone,real_identifier
1255,363,16.0,38.54,-95.11,26.0,2.0,1
1256,364,32.0,42.62,-77.44,12.0,2.0,1
1257,365,16.0,39.0,-98.37,26.0,2.0,1
1258,366,17.0,37.95,-84.09,19.0,2.0,1
1259,367,5.0,38.62,-103.83,17.0,2.0,1
1260,368,49.0,37.49,-81.51,19.0,2.0,1
1261,369,0.0,68.25,-154.51,28.0,0.0,1
1262,370,8.0,38.78,-75.2,11.0,2.0,1
1263,371,16.0,39.91,-100.79,26.0,2.0,1
1264,372,32.0,43.71,-75.65,12.0,2.0,1
1265,373,0.0,68.02,-155.82,28.0,0.0,1
1266,374,49.0,37.36,-80.92,19.0,2.0,1
1267,375,44.0,40.87,-110.08,6.0,2.0,1
1268,376,11.0,19.79,-155.92,15.0,1.0,1
1269,377,0.0,66.8,-146.23,28.0,0.0,1
1270,378,16.0,39.48,-96.22,26.0,2.0,1
1271,379,11.0,20.88,-157.03,15.0,1.0,1
1272,380,8.0,38.77,-75.1,11.0,2.0,1
1273,381,32.0,35.11,-107.88,14.0,2.0,1
1274,382,0.0,54.51,-164.73,28.0,2.0,1
1275,383,8.0,39.74,-75.56,11.0,2.0,1
1276,384,0.0,65.37,-154.69,28.0,0.0,1
1277,385,32.0,33.91,-104.89,14.0,2.0,1
1278,386,11.0,20.82,-156.2,15.0,1.0,1
1279,387,0.0,66.79,-154.52,28.0,0.0,1
1280,388,32.0,42.8,-75.87,12.0,2.0,1
1281,389,0.0,62.69,-154.11,28.0,0.0,1
1282,390,32.0,42.02,-78.36,12.0,2.0,1
1283,391,11.0,21.55,-158.0,15.0,1.0,1
1284,392,11.0,22.2,-159.59,15.0,1.0,1
1285,393,16.0,39.54,-96.45,26.0,2.0,1
1286,394,8.0,38.99,-75.54,11.0,2.0,1
1287,395,0.0,61.84,-156.91,28.0,0.0,1
1288,396,32.0,42.45,-76.5,12.0,2.0,1
1289,397,16.0,39.38,-96.7,26.0,2.0,1
1290,398,16.0,38.89,-99.36,26.0,2.0,1
1291,399,49.0,39.02,-79.36,19.0,2.0,1
1292,400,32.0,34.53,-109.04,14.0,2.0,1
1293,401,44.0,37.95,-110.64,6.0,2.0,1
1294,402,5.0,37.44,-105.57,17.0,2.0,1
1295,403,5.0,37.54,-102.05,17.0,2.0,1
1296,404,17.0,37.23,-88.33,19.0,2.0,1
1297,405,8.0,38.75,-75.69,11.0,2.0,1
1298,406,5.0,40.05,-107.27,17.0,2.0,1
1299,407,0.0,68.31,-144.2,28.0,0.0,1
1300,408,5.0,37.95,-105.54,17.0,2.0,1
1301,409,44.0,39.79,-110.62,6.0,2.0,1
1302,410,8.0,38.53,-75.4,11.0,2.0,1
1303,411,49.0,39.06,-79.22,19.0,2.0,1
1304,412,44.0,37.47,-113.38,6.0,2.0,1
1305,413,32.0,34.83,-105.08,14.0,2.0,1
1306,414,17.0,37.46,-84.28,19.0,2.0,1
1307,415,11.0,19.48,-155.35,15.0,1.0,1
1308,416,5.0,37.65,-106.25,17.0,2.0,1
1309,417,8.0,39.01,-75.55,11.0,2.0,1
1310,418,44.0,40.3,-110.94,6.0,2.0,1
1311,419,16.0,38.91,-101.35,26.0,2.0,1
1312,420,5.0,37.63,-105.56,17.0,2.0,1
1313,421,49.0,37.91,-81.94,19.0,2.0,1
1314,422,16.0,38.45,-96.26,26.0,2.0,1
1315,423,11.0,19.78,-155.84,15.0,1.0,1
1316,424,0.0,69.43,-151.8,28.0,0.0,1
1317,425,44.0,37.28,-111.77,6.0,2.0,1
1318,426,5.0,37.07,-103.47,17.0,2.0,1
1319,427,44.0,37.39,-113.98,6.0,2.0,1
1320,428,44.0,38.26,-110.68,6.0,2.0,1
1321,429,49.0,38.7,-80.1,19.0,2.0,1
1322,430,5.0,38.49,-104.56,17.0,2.0,1
1323,431,11.0,19.61,-155.25,15.0,1.0,1
1324,432,44.0,39.3,-109.4,6.0,2.0,1
1325,433,8.0,38.74,-75.67,11.0,2.0,1
1326,434,44.0,39.74,-112.07,6.0,2.0,1
1327,435,11.0,19.15,-155.57,15.0,1.0,1
1328,436,5.0,39.27,-107.06,17.0,2.0,1
1329,437,32.0,43.07,-73.75,12.0,2.0,1
1330,438,17.0,38.59,-85.0,19.0,2.0,1
1331,439,32.0,34.34,-104.09,14.0,2.0,1
1332,440,0.0,65.98,-151.08,28.0,0.0,1
1333,441,11.0,19.3,-155.78,15.0,1.0,1
1334,442,17.0,37.69,-86.12,19.0,2.0,1
1335,443,0.0,60.97,-163.37,28.0,0.0,1
1336,444,17.0,37.4,-85.22,19.0,2.0,1
1337,445,11.0,19.31,-155.72,15.0,1.0,1
1338,446,8.0,38.94,-75.6,11.0,2.0,1
1339,447,11.0,19.6,-155.08,15.0,1.0,1
1340,448,0.0,63.53,-155.87,28.0,0.0,1
1341,449,8.0,38.8,-75.5,11.0,2.0,1
1342,450,8.0,38.56,-75.36,11.0,2.0,1
1343,451,11.0,19.36,-155.27,15.0,1.0,1
1344,452,44.0,37.21,-109.83,6.0,2.0,1
1345,453,8.0,39.03,-75.56,11.0,2.0,1
1346,454,11.0,20.91,-156.89,15.0,1.0,1
1347,455,44.0,39.46,-113.52,6.0,2.0,1
1348,456,17.0,38.62,-83.04,19.0,2.0,1
1349,457,0.0,61.99,-153.72,28.0,0.0,1
1350,458,17.0,37.95,-84.54,19.0,2.0,1
1351,459,5.0,39.27,-103.21,17.0,2.0,1
1352,460,44.0,40.08,-112.29,6.0,2.0,1
1353,461,8.0,39.58,-75.78,11.0,2.0,1
1354,462,11.0,21.29,-157.8,15.0,1.0,1
1355,463,16.0,38.9,-97.32,26.0,2.0,1
1356,464,32.0,42.86,-77.84,12.0,2.0,1
1357,465,0.0,61.2,-164.41,28.0,0.0,1
1358,466,32.0,43.08,-77.75,12.0,2.0,1
1359,467,49.0,39.26,-77.82,19.0,2.0,1
1360,468,8.0,39.82,-75.5,11.0,2.0,1
1361,469,17.0,36.78,-87.5,19.0,2.0,1
1362,470,16.0,39.06,-99.9,26.0,2.0,1
1363,471,16.0,37.64,-95.63,26.0,2.0,1
1364,472,32.0,36.49,-108.92,14.0,2.0,1
1365,473,32.0,36.48,-104.4,14.0,2.0,1
1366,474,17.0,37.5,-84.17,19.0,2.0,1
1367,475,8.0,39.23,-75.41,11.0,2.0,1
1368,476,0.0,68.65,-147.7,28.0,0.0,1
1369,477,32.0,43.19,-77.17,12.0,2.0,1
1370,478,32.0,43.13,-75.64,12.0,2.0,1
1371,479,0.0,60.67,-155.28,28.0,0.0,1
1372,480,32.0,33.07,-106.46,14.0,2.0,1
1373,481,16.0,39.09,-97.8,26.0,2.0,1
1374,482,17.0,38.71,-82.93,19.0,2.0,1
1375,483,44.0,38.31,-112.13,6.0,2.0,1
1376,484,32.0,42.89,-75.81,12.0,2.0,1
1377,485,49.0,39.46,-80.22,19.0,2.0,1
1378,486,17.0,38.67,-82.93,19.0,2.0,1
1379,487,0.0,62.79,-144.55,28.0,0.0,1
1380,488,16.0,38.45,-100.66,26.0,2.0,1
1381,489,8.0,38.6,-75.47,11.0,2.0,1
1382,490,49.0,38.86,-79.66,19.0,2.0,1
1383,491,11.0,19.4,-155.35,15.0,1.0,1
1384,492,49.0,38.97,-78.6,19.0,2.0,1
1385,493,0.0,69.41,-147.57,28.0,0.0,1
1386,494,44.0,41.39,-111.94,6.0,2.0,1
1387,495,32.0,43.8,-74.86,12.0,2.0,1
1388,496,8.0,38.53,-75.22,11.0,2.0,1
1389,497,17.0,37.01,-88.9,19.0,2.0,1
1390,498,17.0,38.58,-83.61,19.0,2.0,1
1391,499,32.0,36.48,-108.91,14.0,2.0,1
1392,500,17.0,37.71,-87.98,19.0,2.0,1
1393,501,11.0,19.98,-155.57,15.0,1.0,1
1394,502,16.0,38.64,-98.75,26.0,2.0,1
1395,503,49.0,38.17,-81.22,19.0,2.0,1
1396,504,8.0,39.45,-75.73,11.0,2.0,1
1397,505,5.0,39.61,-107.98,17.0,2.0,1
1398,506,0.0,67.0,-151.68,28.0,0.0,1
1399,507,49.0,38.58,-81.27,19.0,2.0,1
1400,508,32.0,36.43,-106.69,14.0,2.0,1
1401,509,44.0,39.33,-113.71,6.0,2.0,1
1402,510,49.0,37.33,-81.76,19.0,2.0,1
1403,511,8.0,38.47,-75.36,11.0,2.0,1
1404,512,8.0,39.59,-75.66,11.0,2.0,1
1405,513,44.0,40.13,-113.57,6.0,2.0,1
1406,514,11.0,21.95,-159.51,15.0,1.0,1
1407,515,16.0,37.04,-101.91,26.0,2.0,1
1408,516,32.0,33.1,-107.23,14.0,2.0,1
1409,517,8.0,39.07,-75.54,11.0,2.0,1
1410,518,5.0,37.97,-103.14,17.0,2.0,1
1411,519,11.0,19.87,-155.27,15.0,1.0,1
1412,520,11.0,19.92,-155.18,15.0,1.0,1
1413,521,49.0,38.57,-80.57,19.0,2.0,1
1414,522,17.0,37.78,-88.02,19.0,2.0,1
1415,523,0.0,64.02,-142.99,28.0,0.0,1
1416,524,11.0,19.34,-155.67,15.0,1.0,1
1417,525,16.0,37.81,-99.5,26.0,2.0,1
1418,526,32.0,42.72,-74.8,12.0,2.0,1
1419,527,32.0,44.14,-75.8,12.0,2.0,1
1420,528,8.0,38.61,-75.63,11.0,2.0,1
1421,529,17.0,37.48,-87.64,19.0,2.0,1
1422,530,5.0,40.14,-104.41,17.0,2.0,1
1423,531,5.0,37.89,-105.47,17.0,2.0,1
1424,532,49.0,39.23,-80.86,19.0,2.0,1
1425,533,32.0,41.17,-74.16,12.0,2.0,1
1426,534,32.0,34.17,-108.37,14.0,2.0,1
1427,535,49.0,37.76,-82.03,19.0,2.0,1
1428,536,32.0,41.1,-73.98,12.0,2.0,1
1429,537,49.0,38.57,-80.92,19.0,2.0,1
1430,538,32.0,43.43,-76.41,12.0,2.0,1
1431,539,11.0,19.74,-155.49,15.0,1.0,1
1432,540,11.0,19.78,-155.93,15.0,1.0,1
1433,541,8.0,39.07,-75.49,11.0,2.0,1
1434,542,0.0,66.09,-155.08,28.0,0.0,1
1435,543,16.0,38.32,-101.5,26.0,2.0,1
1436,544,0.0,70.83,-157.16,28.0,0.0,1
1437,545,32.0,33.77,-103.43,14.0,2.0,1
1438,546,49.0,38.96,-78.79,19.0,2.0,1
1439,547,11.0,20.77,-156.11,15.0,1.0,1
1440,548,11.0,21.44,-158.12,15.0,1.0,1
1441,549,44.0,39.59,-112.06,6.0,2.0,1
1442,550,44.0,40.41,-111.09,6.0,2.0,1
1443,551,8.0,39.33,-75.5,11.0,2.0,1
1444,552,17.0,37.36,-84.9,19.0,2.0,1
1445,553,11.0,19.36,-155.5,15.0,1.0,1
1446,554,17.0,37.18,-86.62,19.0,2.0,1
1447,555,49.0,38.68,-82.09,19.0,2.0,1
1448,556,16.0,39.4,-98.95,26.0,2.0,1
1449,557,17.0,37.65,-83.58,19.0,2.0,1
1450,558,8.0,39.51,-75.61,11.0,2.0,1
1451,559,16.0,38.26,-96.42,26.0,2.0,1
1452,560,44.0,37.72,-113.36,6.0,2.0,1
1453,561,32.0,34.59,-106.52,14.0,2.0,1
1454,562,32.0,35.37,-103.75,14.0,2.0,1
1455,563,5.0,37.57,-105.35,17.0,2.0,1
1456,564,32.0,35.07,-103.11,14.0,2.0,1
1457,565,8.0,39.17,-75.63,11.0,2.0,1
1458,566,17.0,38.02,-86.36,19.0,2.0,1
1459,567,17.0,36.88,-84.75,19.0,2.0,1
1460,568,44.0,41.0,-111.58,6.0,2.0,1
1461,569,5.0,39.45,-106.1,17.0,2.0,1
1462,570,49.0,37.73,-80.36,19.0,2.0,1
1463,571,17.0,37.67,-85.86,19.0,2.0,1
1464,572,32.0,43.03,-77.04,12.0,2.0,1
1465,573,49.0,39.41,-78.25,19.0,2.0,1
1466,574,0.0,66.89,-159.2,28.0,0.0,1
1467,575,11.0,19.53,-155.6,15.0,1.0,1
1468,576,8.0,38.9,-75.27,11.0,2.0,1
1469,577,11.0,20.77,-156.11,15.0,1.0,1
1470,578,49.0,37.35,-80.94,19.0,2.0,1
1471,579,8.0,38.82,-75.58,11.0,2.0,1
1472,580,49.0,39.24,-78.65,19.0,2.0,1
1473,581,16.0,38.04,-99.21,26.0,2.0,1
1474,582,32.0,31.9,-107.56,14.0,2.0,1
1475,583,16.0,37.52,-99.19,26.0,2.0,1
1476,584,16.0,39.71,-96.38,26.0,2.0,1
1477,585,8.0,39.27,-75.46,11.0,2.0,1
1478,586,32.0,33.16,-106.66,14.0,2.0,1
1479,587,44.0,39.8,-111.9,6.0,2.0,1
1480,588,11.0,20.03,-155.37,15.0,1.0,1
1481,589,11.0,21.34,-157.75,15.0,1.0,1
1482,590,0.0,63.4,-147.53,28.0,0.0,1
1483,591,32.0,41.9,-74.54,12.0,2.0,1
1484,592,44.0,37.35,-112.36,6.0,2.0,1
1485,593,32.0,35.63,-103.88,14.0,2.0,1
1486,594,5.0,38.58,-107.88,17.0,2.0,1
1487,595,8.0,38.66,-75.08,11.0,2.0,1
1488,596,8.0,38.84,-75.31,11.0,2.0,1
1489,597,11.0,19.19,-155.57,15.0,1.0,1
1490,598,16.0,39.93,-97.7,26.0,2.0,1
1491,599,5.0,39.78,-106.85,17.0,2.0,1
1492,600,0.0,70.23,-158.33,28.0,0.0,1
1493,601,32.0,44.24,-75.36,12.0,2.0,1
1494,602,17.0,37.28,-87.69,19.0,2.0,1
1495,603,11.0,19.57,-155.68,15.0,1.0,1
1496,604,32.0,35.88,-105.41,14.0,2.0,1
1497,605,11.0,19.82,-155.29,15.0,1.0,1
1498,606,11.0,19.49,-155.43,15.0,1.0,1
1499,607,17.0,37.1,-86.6,19.0,2.0,1
1500,608,32.0,31.81,-106.65,14.0,2.0,1
1501,609,8.0,39.04,-75.5,11.0,2.0,1
1502,610,32.0,44.09,-73.73,12.0,2.0,1
1503,611,16.0,39.23,-97.45,26.0,2.0,1
1504,612,17.0,38.49,-84.46,19.0,2.0,1
1505,613,16.0,38.29,-97.16,26.0,2.0,1
1506,614,16.0,37.13,-99.69,26.0,2.0,1
1507,615,17.0,37.18,-84.97,19.0,2.0,1
1508,616,44.0,37.75,-112.7,6.0,2.0,1
1509,617,32.0,41.7,-73.93,12.0,2.0,1
1510,618,17.0,37.66,-83.12,19.0,2.0,1
1511,619,32.0,43.28,-76.82,12.0,2.0,1
1512,620,16.0,38.04,-98.65,26.0,2.0,1
1513,621,17.0,37.16,-86.76,19.0,2.0,1
1514,622,11.0,19.61,-155.72,15.0,1.0,1
1515,623,44.0,38.09,-111.63,6.0,2.0,1
1516,624,32.0,42.67,-76.78,12.0,2.0,1
1517,625,16.0,37.28,-99.9,26.0,2.0,1
1518,626,16.0,39.1,-100.18,26.0,2.0,1
1519,627,17.0,36.85,-84.46,19.0,2.0,1
1520,628,0.0,68.25,-150.65,28.0,0.0,1
1521,629,5.0,40.51,-103.06,17.0,2.0,1
1522,630,32.0,42.65,-74.67,12.0,2.0,1
1523,631,44.0,40.83,-110.99,6.0,2.0,1
1524,632,0.0,64.6,-164.3,28.0,0.0,1
1525,633,44.0,37.54,-113.82,6.0,2.0,1
1526,634,49.0,37.59,-80.62,19.0,2.0,1
1527,635,17.0,36.8,-88.88,19.0,2.0,1
1528,636,44.0,38.64,-113.87,6.0,2.0,1
1529,637,44.0,39.48,-109.53,6.0,2.0,1
1530,638,0.0,68.78,-148.08,28.0,0.0,1
1531,639,16.0,39.66,-98.81,26.0,2.0,1
1532,640,17.0,37.95,-85.4,19.0,2.0,1
1533,641,49.0,37.66,-81.56,19.0,2.0,1
1534,642,11.0,20.7,-156.42,15.0,1.0,1
1535,643,32.0,32.48,-104.04,14.0,2.0,1
1536,644,44.0,39.31,-112.36,6.0,2.0,1
1537,645,17.0,37.32,-88.39,19.0,2.0,1
1538,646,8.0,38.48,-75.29,11.0,2.0,1
1539,647,32.0,33.57,-105.37,14.0,2.0,1
1540,648,44.0,39.91,-110.58,6.0,2.0,1
1541,649,8.0,38.92,-75.61,11.0,2.0,1
1542,650,5.0,38.44,-106.65,17.0,2.0,1
1543,651,17.0,36.76,-85.42,19.0,2.0,1
1544,652,17.0,37.31,-84.73,19.0,2.0,1
1545,653,44.0,38.13,-113.49,6.0,2.0,1
1546,654,8.0,39.28,-75.62,11.0,2.0,1
1547,655,17.0,37.42,-86.43,19.0,2.0,1
1548,656,16.0,38.78,-95.1,26.0,2.0,1
1549,657,16.0,38.07,-94.66,26.0,2.0,1
1550,658,44.0,37.27,-109.67,6.0,2.0,1
1551,659,49.0,38.52,-81.09,19.0,2.0,1
1552,660,32.0,44.8,-74.56,12.0,2.0,1
1553,661,16.0,39.24,-101.84,26.0,2.0,1
1554,662,16.0,38.5,-98.07,26.0,2.0,1
1555,663,5.0,40.71,-108.94,17.0,2.0,1
1556,664,44.0,38.8,-113.34,6.0,2.0,1
1557,665,11.0,20.7,-156.35,15.0,1.0,1
1558,666,17.0,37.32,-88.44,19.0,2.0,1
1559,667,8.0,38.68,-75.48,11.0,2.0,1
1560,668,44.0,41.75,-112.59,6.0,2.0,1
1561,669,8.0,39.07,-75.57,11.0,2.0,1
1562,670,5.0,40.32,-104.23,17.0,2.0,1
1563,671,32.0,32.82,-103.67,14.0,2.0,1
1564,672,17.0,37.88,-87.9,19.0,2.0,1
1565,673,8.0,39.46,-75.59,11.0,2.0,1
1566,674,17.0,36.93,-86.81,19.0,2.0,1
1567,675,16.0,37.18,-96.4,26.0,2.0,1
1568,676,17.0,37.66,-84.81,19.0,2.0,1
1569,677,16.0,37.69,-101.42,26.0,2.0,1
1570,678,49.0,38.82,-82.04,19.0,2.0,1
1571,679,11.0,19.64,-155.63,15.0,1.0,1
1572,680,32.0,36.4,-105.4,14.0,2.0,1
1573,681,32.0,34.71,-108.33,14.0,2.0,1
1574,682,11.0,20.85,-156.95,15.0,1.0,1
1575,683,5.0,37.61,-103.87,17.0,2.0,1
1576,684,44.0,39.51,-111.66,6.0,2.0,1
1577,685,16.0,39.55,-96.28,26.0,2.0,1
1578,686,44.0,40.66,-113.7,6.0,2.0,1
1579,687,44.0,37.91,-111.59,6.0,2.0,1
1580,688,0.0,65.41,-158.99,28.0,0.0,1
1581,689,49.0,39.4,-81.07,19.0,2.0,1
1582,690,16.0,37.34,-101.33,26.0,2.0,1
1583,691,16.0,38.33,-99.66,26.0,2.0,1
1584,692,32.0,42.99,-75.28,12.0,2.0,1
1585,693,32.0,35.27,-106.53,14.0,2.0,1
1586,694,16.0,39.16,-100.65,26.0,2.0,1
1587,695,32.0,43.02,-74.61,12.0,2.0,1
1588,696,32.0,34.19,-106.89,14.0,2.0,1
1589,697,11.0,19.87,-155.54,15.0,1.0,1
1590,698,17.0,36.99,-82.98,19.0,2.0,1
1591,699,5.0,38.13,-102.49,17.0,2.0,1
1592,700,44.0,37.9,-110.89,6.0,2.0,1
1593,701,32.0,35.18,-104.06,14.0,2.0,1
1594,702,17.0,36.89,-85.2,19.0,2.0,1
1595,703,8.0,38.67,-75.14,11.0,2.0,1
1596,704,32.0,42.29,-74.29,12.0,2.0,1
1597,705,49.0,38.21,-82.17,19.0,2.0,1
1598,706,44.0,40.9,-109.97,6.0,2.0,1
1599,707,5.0,39.16,-102.23,17.0,2.0,1
1600,708,32.0,42.55,-79.17,12.0,2.0,1
1601,709,5.0,39.52,-105.19,17.0,2.0,1
1602,710,16.0,39.48,-100.11,26.0,2.0,1
1603,711,32.0,34.46,-107.08,14.0,2.0,1
1604,712,0.0,65.69,-166.12,28.0,0.0,1
1605,713,5.0,40.33,-102.59,17.0,2.0,1
1606,714,5.0,37.75,-104.96,17.0,2.0,1
1607,715,5.0,38.26,-106.32,17.0,2.0,1
1608,716,17.0,37.8,-83.69,19.0,2.0,1
1609,717,32.0,43.27,-76.16,12.0,2.0,1
1610,718,17.0,36.81,-86.5,19.0,2.0,1
1611,719,32.0,36.25,-105.18,14.0,2.0,1
1612,720,16.0,39.33,-96.8,26.0,2.0,1
1613,721,5.0,40.41,-107.01,17.0,2.0,1
1614,722,49.0,38.39,-81.02,19.0,2.0,1
1615,723,49.0,39.15,-78.9,19.0,2.0,1
1616,724,8.0,38.54,-75.14,11.0,2.0,1
1617,725,44.0,38.98,-109.8,6.0,2.0,1
1618,726,8.0,39.1,-75.68,11.0,2.0,1
1619,727,44.0,39.71,-113.84,6.0,2.0,1
1620,728,11.0,20.66,-156.14,15.0,1.0,1
1621,729,49.0,38.14,-80.05,19.0,2.0,1
1622,730,17.0,38.46,-85.03,19.0,2.0,1
1623,731,16.0,37.56,-97.42,26.0,2.0,1
1624,732,17.0,38.19,-83.11,19.0,2.0,1
1625,733,32.0,33.48,-104.8,14.0,2.0,1
1626,734,32.0,34.89,-108.29,14.0,2.0,1
1627,735,32.0,32.71,-104.72,14.0,2.0,1
1628,736,44.0,39.77,-112.83,6.0,2.0,1
1629,737,32.0,42.96,-77.76,12.0,2.0,1
1630,738,11.0,19.62,-155.27,15.0,1.0,1
1631,739,32.0,32.88,-103.34,14.0,2.0,1
1632,740,44.0,37.33,-109.7,6.0,2.0,1
1633,741,32.0,34.7,-107.17,14.0,2.0,1
1634,742,17.0,36.89,-82.93,19.0,2.0,1
1635,743,32.0,32.33,-108.96,14.0,2.0,1
1636,744,32.0,43.34,-75.5,12.0,2.0,1
1637,745,17.0,37.22,-87.34,19.0,2.0,1
1638,746,32.0,32.06,-106.49,14.0,2.0,1
1639,747,5.0,39.02,-107.12,17.0,2.0,1
1640,748,0.0,57.94,-156.01,28.0,2.0,1
1641,749,16.0,39.21,-97.4,26.0,2.0,1
1642,750,8.0,38.59,-75.31,11.0,2.0,1
1643,751,8.0,39.32,-75.71,11.0,2.0,1
1644,752,16.0,37.11,-94.94,26.0,2.0,1
1645,753,5.0,38.97,-109.03,17.0,2.0,1
1646,754,16.0,39.89,-100.76,26.0,2.0,1
1647,755,44.0,39.18,-111.91,6.0,2.0,1
1648,756,17.0,37.78,-85.75,19.0,2.0,1
1649,757,8.0,39.34,-75.58,11.0,2.0,1
1650,758,17.0,36.96,-86.17,19.0,2.0,1
1651,759,32.0,34.91,-106.7,14.0,2.0,1
1652,760,44.0,37.25,-111.97,6.0,2.0,1
1653,761,44.0,37.62,-112.65,6.0,2.0,1
1654,762,32.0,34.05,-103.83,14.0,2.0,1
1655,763,49.0,37.82,-80.35,19.0,2.0,1
1656,764,5.0,40.29,-104.6,17.0,2.0,1
1657,765,8.0,38.79,-75.65,11.0,2.0,1
1658,766,49.0,38.59,-81.41,19.0,2.0,1
1659,767,16.0,38.83,-95.68,26.0,2.0,1
1660,768,0.0,63.63,-152.42,28.0,0.0,1
1661,769,17.0,37.44,-84.17,19.0,2.0,1
1662,770,44.0,38.97,-113.5,6.0,2.0,1
1663,771,11.0,21.08,-156.87,15.0,1.0,1
1664,772,17.0,37.73,-83.3,19.0,2.0,1
1665,773,0.0,62.99,-159.45,28.0,0.0,1
1666,774,32.0,42.51,-77.14,12.0,2.0,1
1667,775,11.0,20.98,-156.65,15.0,1.0,1
1668,776,8.0,38.87,-75.63,11.0,2.0,1
1669,777,16.0,39.06,-97.39,26.0,2.0,1
1670,778,11.0,19.94,-155.38,15.0,1.0,1
1671,779,44.0,37.38,-109.19,6.0,2.0,1
1672,780,8.0,38.55,-75.08,11.0,2.0,1
1673,781,49.0,39.29,-80.35,19.0,2.0,1
1674,782,44.0,37.61,-112.85,6.0,2.0,1
1675,783,0.0,56.87,-132.74,28.0,2.0,1
1676,784,32.0,36.3,-105.25,14.0,2.0,1
1677,785,8.0,38.7,-75.24,11.0,2.0,1
1678,786,49.0,37.98,-80.02,19.0,2.0,1
1679,787,5.0,40.92,-109.01,17.0,2.0,1
1680,788,44.0,38.14,-113.81,6.0,2.0,1
1681,789,11.0,20.87,-156.99,15.0,1.0,1
1682,790,16.0,39.13,-96.45,26.0,2.0,1
1683,791,16.0,37.12,-101.84,26.0,2.0,1
1684,792,49.0,38.29,-80.24,19.0,2.0,1
1685,793,44.0,41.37,-113.83,6.0,2.0,1
1686,794,5.0,40.21,-105.65,17.0,2.0,1
1687,795,32.0,35.26,-106.65,14.0,2.0,1
1688,796,0.0,66.48,-155.98,28.0,0.0,1
1689,797,16.0,39.24,-97.98,26.0,2.0,1
1690,798,16.0,37.87,-97.31,26.0,2.0,1
1691,799,0.0,67.74,-141.31,28.0,0.0,1
1692,800,11.0,21.63,-158.0,15.0,1.0,1
1693,801,8.0,38.85,-75.39,11.0,2.0,1
1694,802,5.0,40.06,-104.36,17.0,2.0,1
1695,803,0.0,64.18,-156.34,28.0,0.0,1
1696,804,17.0,38.63,-83.09,19.0,2.0,1
1697,805,32.0,32.71,-104.79,14.0,2.0,1
1698,806,44.0,40.05,-112.97,6.0,2.0,1
1699,807,0.0,70.21,-149.84,28.0,0.0,1
1700,808,0.0,65.96,-163.12,28.0,0.0,1
1701,809,17.0,37.81,-87.72,19.0,2.0,1
1702,810,0.0,56.73,-158.06,28.0,2.0,1
1703,811,11.0,19.7,-155.1,15.0,1.0,1
1704,812,0.0,62.7,-161.27,28.0,0.0,1
1705,813,8.0,38.63,-75.52,11.0,2.0,1
1706,814,11.0,19.28,-155.4,15.0,1.0,1
1707,815,16.0,38.52,-97.43,26.0,2.0,1
1708,816,5.0,40.3,-105.26,17.0,2.0,1
1709,817,49.0,37.82,-81.95,19.0,2.0,1
1710,818,32.0,44.36,-74.4,12.0,2.0,1
1711,819,11.0,19.12,-155.73,15.0,1.0,1
1712,820,16.0,37.63,-99.65,26.0,2.0,1
1713,821,32.0,42.11,-74.11,12.0,2.0,1
1714,822,17.0,37.46,-84.12,19.0,2.0,1
1715,823,44.0,39.97,-110.4,6.0,2.0,1
1716,824,11.0,19.97,-155.5,15.0,1.0,1
1717,825,8.0,39.03,-75.39,11.0,2.0,1
1718,826,16.0,39.24,-97.22,26.0,2.0,1
1719,827,32.0,44.67,-73.55,12.0,2.0,1
1720,828,0.0,67.35,-154.76,28.0,0.0,1
1721,829,5.0,39.87,-103.59,17.0,2.0,1
1722,830,0.0,60.11,-150.37,28.0,0.0,1
1723,831,32.0,32.75,-103.58,14.0,2.0,1
1724,832,44.0,37.06,-111.99,6.0,2.0,1
1725,833,11.0,19.7,-155.1,15.0,1.0,1
1726,834,5.0,40.55,-102.51,17.0,2.0,1
1727,835,32.0,33.35,-107.32,14.0,2.0,1
1728,836,44.0,38.8,-114.04,6.0,2.0,1
1729,837,0.0,60.21,-143.46,28.0,0.0,1
1730,838,17.0,37.31,-84.89,19.0,2.0,1
1731,839,0.0,66.8,-159.99,28.0,0.0,1
1732,840,44.0,38.97,-110.21,6.0,2.0,1
1733,841,32.0,40.64,-73.6,12.0,2.0,1
1734,842,32.0,32.67,-107.86,14.0,2.0,1
1735,843,0.0,67.99,-141.59,28.0,0.0,1
1736,844,17.0,37.32,-83.08,19.0,2.0,1
1737,845,17.0,36.94,-87.3,19.0,2.0,1
1738,846,44.0,41.04,-113.39,6.0,2.0,1
1739,847,0.0,65.46,-164.68,28.0,0.0,1
1740,848,11.0,19.51,-155.88,15.0,1.0,1
1741,849,49.0,39.11,-80.82,19.0,2.0,1
1742,850,17.0,37.96,-85.68,19.0,2.0,1
1743,851,16.0,37.22,-95.13,26.0,2.0,1
1744,852,5.0,37.0,-102.39,17.0,2.0,1
1745,853,16.0,38.24,-99.11,26.0,2.0,1
1746,854,11.0,21.11,-157.07,15.0,1.0,1
1747,855,8.0,39.04,-75.59,11.0,2.0,1
1748,856,49.0,38.94,-79.41,19.0,2.0,1
1749,857,0.0,63.64,-159.81,28.0,0.0,1
1750,858,11.0,19.73,-155.88,15.0,1.0,1
1751,859,32.0,33.52,-108.05,14.0,2.0,1
1752,860,32.0,44.06,-74.31,12.0,2.0,1
