,height,length,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class,real_identifier
921,6.0,46.0,276.0,7.67,0.239,0.805,1.93,66.0,222.0,54.0,1.0,0
922,10.0,13.0,130.0,1.3,0.354,0.715,2.85,46.0,93.0,20.0,1.0,0
923,9.0,61.0,549.0,6.8,0.267,0.78,2.34,146.0,429.0,86.0,1.0,0
924,5.0,5.0,25.0,1.0,0.44,0.76,3.1,11.0,19.0,4.0,1.0,0
925,8.0,29.0,232.0,3.63,0.313,0.793,2.19,72.0,183.0,36.0,1.0,0
926,12.0,199.0,2388.0,16.67,0.258,0.693,1.89,615.0,1653.0,294.0,1.0,0
927,7.0,9.0,63.0,1.286,0.365,0.857,2.46,23.0,54.0,11.0,1.0,0
928,11.0,51.0,561.0,4.636,0.299,0.741,2.03,167.0,416.0,83.0,1.0,0
929,6.0,22.0,132.0,3.67,0.242,0.788,2.07,32.0,104.0,25.0,1.0,0
930,8.0,9.0,72.0,1.125,0.528,0.875,3.15,38.0,59.0,11.0,1.0,0
931,10.0,15.0,150.0,1.5,0.48,0.667,6.0,72.0,108.0,9.0,1.0,0
932,7.0,12.0,84.0,1.714,0.583,0.792,4.2,49.0,74.0,16.0,1.0,0
933,12.0,8.0,96.0,0.875,0.375,0.542,4.8,36.0,55.0,7.0,1.0,0
934,9.0,19.0,171.0,2.111,0.59,0.868,8.9,100.0,147.0,13.0,1.0,0
935,6.0,7.0,42.0,1.167,0.45,0.95,1.8,19.0,33.0,8.0,1.0,0
936,11.0,9.0,99.0,0.889,0.47,0.583,4.5,46.0,63.0,10.0,1.0,0
937,8.0,16.0,128.0,2.0,0.562,0.813,6.4,72.0,104.0,12.0,1.0,0
938,10.0,10.0,100.0,1.0,0.45,0.75,4.0,45.0,65.0,9.0,1.0,0
939,15.0,12.0,180.0,0.8,0.49,0.567,7.2,88.0,114.0,11.0,1.0,0
940,6.5,15.0,97.5,2.3,0.42,0.955,1.85,41.0,92.0,19.0,1.0,0
941,11.0,90.0,990.0,8.2,0.22,0.69,1.41,218.0,687.0,153.0,1.0,0
942,8.5,40.0,340.0,4.7,0.29,0.85,1.52,99.0,289.0,63.0,1.0,0
943,7.5,80.0,600.0,10.7,0.21,0.74,1.32,126.0,444.0,108.0,1.0,0
944,9.5,25.0,237.5,2.6,0.35,0.81,2.39,83.0,192.0,33.0,1.0,0
945,3.0,91.0,273.0,30.3,0.98,0.99,9.1,268.0,270.0,3.0,2.0,0
946,8.0,120.0,960.0,15.0,0.25,0.79,1.45,240.0,760.0,143.0,1.0,0
947,7.0,50.0,350.0,7.1,0.18,0.59,1.43,63.0,207.0,50.0,1.0,0
948,10.0,56.0,560.0,5.6,0.31,0.83,2.01,174.0,465.0,93.0,1.0,0
949,9.0,75.0,675.0,8.3,0.24,0.75,1.49,162.0,506.0,118.0,1.0,0
950,12.0,320.0,3840.0,26.667,0.391,0.821,3.21,1503.0,3141.0,463.0,1.0,0
951,8.0,90.0,720.0,11.25,0.361,0.94,2.19,260.0,677.0,137.0,1.0,0
952,9.0,40.0,360.0,4.444,0.417,0.861,2.85,150.0,310.0,81.0,1.0,0
953,13.0,210.0,2730.0,16.15,0.306,0.84,2.51,838.0,2293.0,373.0,1.0,0
954,6.0,85.0,510.0,14.167,0.294,0.941,1.57,151.0,479.0,114.0,1.0,0
955,10.0,200.0,2000.0,20.0,0.235,0.785,1.88,469.0,1570.0,266.0,1.0,0
956,12.0,380.0,4560.0,31.667,0.426,0.803,4.38,1942.0,3657.0,524.0,1.0,0
957,8.0,60.0,480.0,7.5,0.375,0.917,2.04,180.0,439.0,110.0,1.0,0
958,11.0,250.0,2750.0,22.727,0.319,0.848,2.83,876.0,2339.0,394.0,1.0,0
959,7.0,110.0,770.0,15.714,0.403,0.889,3.67,310.0,683.0,165.0,1.0,0
960,10.0,59.0,590.0,5.111,0.351,0.824,2.53,206.0,483.0,84.0,1.0,0
961,8.0,46.0,368.0,4.889,0.273,0.736,2.01,100.0,270.0,56.0,1.0,0
962,11.0,68.0,748.0,6.444,0.245,0.689,2.36,183.0,515.0,93.0,1.0,0
963,9.0,52.0,468.0,5.022,0.317,0.857,2.17,148.0,401.0,74.0,1.0,0
964,10.0,82.0,820.0,8.111,0.281,0.734,2.49,230.0,600.0,115.0,1.0,0
965,8.0,31.0,248.0,3.889,0.202,0.649,2.85,50.0,161.0,30.0,1.0,0
966,11.0,75.0,825.0,6.889,0.259,0.704,2.44,214.0,582.0,108.0,1.0,0
967,9.0,45.0,405.0,5.444,0.294,0.822,2.14,116.0,333.0,65.0,1.0,0
968,10.0,63.0,630.0,6.222,0.237,0.695,2.58,149.0,439.0,85.0,1.0,0
969,8.0,39.0,312.0,4.667,0.315,0.843,2.05,98.0,262.0,52.0,1.0,0
970,11.0,87.0,957.0,7.909,0.418,0.844,2.51,401.0,805.0,129.0,1.0,0
971,9.0,23.0,207.0,2.556,0.361,0.698,1.94,75.0,145.0,34.0,1.0,0
972,6.0,16.0,96.0,2.667,0.583,0.792,2.33,56.0,76.0,13.0,1.0,0
973,8.0,91.0,728.0,11.375,0.312,0.857,2.19,227.0,626.0,112.0,1.0,0
974,10.0,50.0,500.0,5.0,0.46,0.82,2.45,230.0,410.0,81.0,1.0,0
975,12.0,67.0,804.0,5.583,0.393,0.839,2.63,317.0,676.0,114.0,1.0,0
976,9.0,31.0,279.0,3.444,0.394,0.723,2.04,110.0,202.0,44.0,1.0,0
977,7.0,14.0,98.0,2.0,0.449,0.755,2.14,44.0,74.0,18.0,1.0,0
978,11.0,40.0,440.0,3.636,0.432,0.795,2.39,190.0,350.0,67.0,1.0,0
979,8.0,83.0,664.0,10.375,0.325,0.831,2.29,216.0,552.0,106.0,1.0,0
980,4.0,10.0,40.0,2.5,0.31,0.86,1.55,12.0,36.0,11.0,1.0,0
981,8.0,25.0,200.0,3.125,0.39,0.94,2.05,78.0,190.0,42.0,1.0,0
982,3.0,17.0,51.0,5.667,0.29,0.82,1.92,15.0,45.0,16.0,2.0,0
983,6.0,13.0,78.0,2.167,0.35,0.89,1.67,27.0,69.0,24.0,1.0,0
984,9.0,22.0,198.0,2.444,0.41,0.93,2.33,81.0,193.0,51.0,1.0,0
985,5.0,15.0,75.0,3.0,0.32,0.84,1.45,24.0,63.0,21.0,1.0,0
986,8.0,29.0,232.0,3.625,0.43,0.99,2.29,100.0,229.0,56.0,1.0,0
987,7.0,11.0,77.0,1.571,0.38,0.95,1.83,29.0,73.0,26.0,1.0,0
988,9.0,20.0,180.0,2.222,0.39,0.92,2.15,70.0,166.0,40.0,1.0,0
989,6.0,18.0,108.0,3.0,0.33,0.85,1.58,36.0,93.0,32.0,1.0,0
990,7.0,23.0,161.0,3.261,0.294,0.691,2.19,47.0,111.0,24.0,1.0,0
991,12.0,51.0,612.0,4.25,0.386,0.813,2.63,236.0,497.0,83.0,1.0,0
992,9.0,19.0,171.0,2.105,0.418,0.789,2.85,72.0,135.0,20.0,1.0,0
993,11.0,38.0,418.0,3.455,0.291,0.684,2.41,122.0,285.0,51.0,1.0,0
994,8.0,92.0,736.0,11.5,0.439,0.857,2.59,322.0,630.0,134.0,1.0,0
995,10.0,25.0,250.0,2.5,0.354,0.75,2.21,89.0,188.0,33.0,1.0,0
996,7.0,67.0,469.0,9.571,0.394,0.802,2.73,185.0,376.0,71.0,1.0,0
997,9.0,14.0,126.0,1.556,0.475,0.875,2.98,60.0,111.0,16.0,1.0,0
998,8.0,49.0,392.0,6.125,0.427,0.835,2.51,167.0,327.0,56.0,1.0,0
999,12.0,96.0,1152.0,8.0,0.316,0.727,2.38,364.0,838.0,144.0,1.0,0
1000,12.0,386.0,4624.0,34.286,0.264,0.751,1.89,1221.0,3467.0,151.0,1.0,0
1001,6.0,198.0,1188.0,33.333,0.304,0.811,1.42,362.0,963.0,102.0,1.0,0
1002,11.0,293.0,3223.0,26.667,0.211,0.693,1.81,681.0,2243.0,193.0,1.0,0
1003,9.0,242.0,2178.0,27.083,0.286,0.825,1.56,622.0,1796.0,141.0,1.0,0
1004,8.0,317.0,2536.0,39.375,0.189,0.661,1.49,480.0,1673.0,169.0,1.0,0
1005,7.0,153.0,1071.0,14.286,0.299,0.791,1.67,321.0,849.0,85.0,1.0,0
1006,10.0,184.0,1840.0,18.333,0.224,0.734,1.93,412.0,1348.0,124.0,1.0,0
1007,6.0,129.0,774.0,20.833,0.318,0.859,1.44,246.0,663.0,61.0,1.0,0
1008,8.0,296.0,2368.0,37.143,0.201,0.699,1.65,476.0,1654.0,139.0,1.0,0
1009,13.0,408.0,5304.0,31.25,0.239,0.745,1.83,1267.0,3951.0,211.0,1.0,0
1010,11.0,31.0,341.0,2.833,0.278,0.732,2.17,95.0,250.0,55.0,1.0,0
1011,8.0,55.0,440.0,6.875,0.455,0.936,2.51,200.0,412.0,82.0,1.0,0
1012,13.0,98.0,1274.0,7.583,0.381,0.864,2.83,485.0,1098.0,173.0,1.0,0
1013,5.0,8.0,40.0,1.6,0.525,1.0,1.67,21.0,40.0,11.0,1.0,0
1014,10.0,68.0,680.0,6.8,0.412,0.895,2.39,279.0,608.0,129.0,1.0,0
1015,9.0,40.0,360.0,4.444,0.508,0.969,2.63,183.0,349.0,65.0,1.0,0
1016,11.0,24.0,264.0,2.2,0.292,0.75,2.15,77.0,198.0,47.0,1.0,0
1017,7.0,18.0,126.0,2.571,0.381,0.893,2.29,48.0,112.0,26.0,1.0,0
1018,12.0,200.0,2400.0,16.667,0.295,0.655,2.05,708.0,1570.0,291.0,1.0,0
1019,8.0,12.0,96.0,1.5,0.5,1.0,1.63,48.0,96.0,17.0,1.0,0
1020,12.0,82.0,1008.0,6.833,0.398,0.822,2.51,401.0,816.0,141.0,1.0,0
1021,7.0,51.0,357.0,7.286,0.482,0.953,2.38,172.0,339.0,68.0,1.0,0
1022,14.0,93.0,1302.0,6.643,0.356,0.789,2.95,462.0,1030.0,184.0,1.0,0
1023,9.0,69.0,621.0,7.667,0.427,0.876,2.64,265.0,544.0,105.0,1.0,0
1024,11.0,56.0,616.0,5.091,0.313,0.732,2.17,193.0,451.0,89.0,1.0,0
1025,13.0,118.0,1534.0,9.077,0.394,0.808,3.13,605.0,1238.0,219.0,1.0,0
1026,8.0,40.0,320.0,5.0,0.375,0.85,2.25,120.0,272.0,56.0,1.0,0
1027,10.0,91.0,910.0,9.1,0.456,0.864,2.83,414.0,786.0,148.0,1.0,0
1028,12.0,61.0,732.0,5.083,0.346,0.758,2.42,253.0,555.0,104.0,1.0,0
1029,8.0,28.0,224.0,3.5,0.429,0.929,2.02,96.0,208.0,44.0,1.0,0
1030,8.0,46.0,368.0,5.8,0.459,0.854,3.19,168.0,314.0,56.0,1.0,0
1031,3.0,93.0,279.0,31.0,0.401,0.734,5.93,112.0,204.0,38.0,2.0,0
1032,12.0,25.0,300.0,2.08,0.48,0.963,4.85,144.0,288.0,48.0,1.0,0
1033,11.0,55.0,605.0,5.0,0.427,0.823,3.51,258.0,497.0,92.0,1.0,0
1034,4.0,128.0,512.0,32.0,0.492,0.707,6.37,252.0,362.0,64.0,2.0,0
1035,9.0,38.0,342.0,4.22,0.446,0.868,3.88,153.0,297.0,59.0,1.0,0
1036,6.0,85.0,510.0,14.17,0.385,0.792,2.59,196.0,404.0,85.0,1.0,0
1037,13.0,21.0,273.0,1.62,0.51,0.935,5.23,139.0,256.0,43.0,1.0,0
1038,8.0,29.0,232.0,3.62,0.471,0.855,4.11,109.0,198.0,37.0,1.0,0
1039,5.0,116.0,580.0,23.2,0.455,0.748,6.01,264.0,433.0,79.0,2.0,0
1040,11.0,74.0,814.0,7.111,0.351,0.851,2.79,286.0,621.0,93.0,1.0,0
1041,10.0,29.0,290.0,2.933,0.414,0.897,2.41,119.0,264.0,51.0,1.0,0
1042,7.0,92.0,644.0,13.222,0.278,0.766,1.83,179.0,492.0,83.0,1.0,0
1043,12.0,319.0,3828.0,26.667,0.126,0.486,1.35,481.0,1857.0,279.0,1.0,0
1044,8.0,41.0,328.0,5.125,0.484,0.918,2.67,159.0,300.0,61.0,1.0,0
1045,9.0,34.0,306.0,3.778,0.339,0.945,2.03,104.0,289.0,54.0,1.0,0
1046,6.0,85.0,510.0,14.333,0.294,0.784,1.49,150.0,399.0,91.0,1.0,0
1047,11.0,25.0,275.0,2.25,0.364,0.973,2.13,100.0,267.0,45.0,1.0,0
1048,8.0,55.0,440.0,6.889,0.432,0.82,2.35,190.0,360.0,73.0,1.0,0
1049,9.0,48.0,432.0,5.333,0.326,0.923,2.01,141.0,397.0,66.0,1.0,0
1050,9.0,14.0,126.0,1.571,0.317,0.833,2.04,40.0,105.0,29.0,1.0,0
1051,12.0,25.0,300.0,2.083,0.292,0.708,2.33,87.0,212.0,43.0,1.0,0
1052,8.0,18.0,144.0,1.8,0.361,0.861,1.79,52.0,124.0,32.0,1.0,0
1053,11.0,29.0,319.0,2.909,0.276,0.732,2.16,88.0,233.0,51.0,1.0,0
1054,9.0,20.0,180.0,2.222,0.333,0.789,2.01,60.0,142.0,38.0,1.0,0
1055,10.0,15.0,150.0,1.5,0.4,0.933,1.83,60.0,140.0,30.0,1.0,0
1056,12.0,22.0,264.0,1.833,0.318,0.758,2.42,84.0,200.0,44.0,1.0,0
1057,8.0,26.0,208.0,3.25,0.346,0.808,1.85,72.0,168.0,40.0,1.0,0
1058,11.0,28.0,308.0,2.727,0.304,0.743,2.24,93.0,229.0,52.0,1.0,0
1059,10.0,24.0,240.0,2.4,0.375,0.825,2.07,90.0,198.0,45.0,1.0,0
1060,10.0,63.0,630.0,6.333,0.252,0.714,1.81,159.0,450.0,93.0,1.0,0
1061,9.0,46.0,414.0,5.143,0.321,0.867,2.05,132.0,360.0,73.0,1.0,0
1062,11.0,85.0,935.0,7.714,0.391,0.923,2.51,366.0,863.0,145.0,1.0,0
1063,8.0,29.0,232.0,3.643,0.186,0.503,1.95,43.0,117.0,29.0,1.0,0
1064,7.0,52.0,364.0,7.429,0.304,0.821,1.83,111.0,298.0,63.0,1.0,0
1065,6.0,11.0,66.0,1.833,0.455,0.636,2.82,30.0,42.0,12.0,1.0,0
1066,9.0,41.0,369.0,4.571,0.267,0.743,1.93,99.0,274.0,55.0,1.0,0
1067,12.0,98.0,1176.0,8.103,0.423,0.935,2.74,498.0,1102.0,181.0,1.0,0
1068,8.0,18.0,144.0,2.286,0.403,0.889,3.04,58.0,128.0,25.0,1.0,0
1069,7.0,33.0,231.0,4.714,0.259,0.692,1.88,60.0,160.0,39.0,1.0,0
1070,11.0,18.0,198.0,1.636,0.451,0.859,4.21,89.0,171.0,29.0,1.0,0
1071,6.0,25.0,150.0,4.167,0.56,0.812,2.93,84.0,122.0,26.0,1.0,0
1072,13.0,66.0,858.0,5.077,0.592,0.922,5.49,508.0,790.0,88.0,1.0,0
1073,4.0,118.0,472.0,29.5,0.429,0.503,12.69,202.0,237.0,15.0,2.0,0
1074,9.0,236.0,2124.0,26.222,0.208,0.546,1.44,443.0,1158.0,308.0,1.0,0
1075,11.0,288.0,3168.0,26.364,0.216,0.674,1.56,684.0,2124.0,435.0,1.0,0
1076,6.0,15.0,90.0,2.5,0.5,1.0,1.35,45.0,90.0,24.0,1.0,0
1077,10.0,22.0,220.0,2.2,0.355,0.773,1.74,78.0,170.0,38.0,1.0,0
1078,15.0,80.0,1200.0,5.333,0.275,0.638,2.41,330.0,766.0,141.0,1.0,0
1079,12.0,96.0,1152.0,8.0,0.278,0.646,2.59,320.0,744.0,151.0,1.0,0
1080,8.0,58.0,464.0,7.286,0.306,0.854,1.83,142.0,396.0,92.0,1.0,0
1081,9.0,49.0,441.0,5.444,0.351,0.923,2.01,155.0,407.0,84.0,1.0,0
1082,7.0,62.0,434.0,8.571,0.278,0.869,1.59,121.0,377.0,105.0,1.0,0
1083,8.0,40.0,320.0,4.5,0.325,0.825,1.98,104.0,264.0,60.0,1.0,0
1084,10.0,90.0,900.0,9.0,0.289,0.901,2.35,260.0,810.0,135.0,1.0,0
1085,6.0,15.0,90.0,2.5,0.222,0.778,1.42,20.0,70.0,15.0,1.0,0
1086,11.0,28.0,308.0,2.643,0.394,0.857,2.51,121.0,264.0,50.0,1.0,0
1087,8.0,51.0,408.0,6.0,0.294,0.882,1.85,120.0,360.0,85.0,1.0,0
1088,9.0,38.0,342.0,4.105,0.365,0.947,1.81,125.0,323.0,70.0,1.0,0
1089,7.0,44.0,308.0,6.182,0.313,0.891,1.67,97.0,274.0,75.0,1.0,0
1090,10.0,22.0,220.0,2.2,0.341,0.818,2.01,75.0,180.0,44.0,1.0,0
1091,7.0,11.0,77.0,1.571,0.299,0.818,1.83,23.0,63.0,14.0,1.0,0
1092,8.0,20.0,160.0,2.5,0.425,0.85,2.15,68.0,136.0,32.0,1.0,0
1093,5.0,25.0,125.0,5.0,0.352,0.88,2.48,44.0,110.0,25.0,1.0,0
1094,12.0,18.0,216.0,1.5,0.278,0.667,1.79,60.0,144.0,43.0,1.0,0
1095,9.0,15.0,135.0,1.667,0.407,0.933,2.33,55.0,127.0,28.0,1.0,0
1096,4.0,20.0,80.0,5.0,0.35,0.85,2.5,28.0,68.0,16.0,1.0,0
1097,6.0,12.0,72.0,2.0,0.361,0.806,2.03,26.0,58.0,14.0,1.0,0
1098,11.0,19.0,209.0,1.727,0.292,0.789,2.04,61.0,164.0,41.0,1.0,0
1099,8.0,14.0,112.0,1.75,0.304,0.821,2.17,34.0,92.0,23.0,1.0,0
1100,3.0,51.0,153.0,17.0,0.396,0.882,2.5,61.0,135.0,43.0,1.0,0
1101,9.0,23.0,207.0,2.556,0.419,0.913,1.83,87.0,189.0,59.0,1.0,0
1102,6.0,94.0,564.0,15.667,0.299,0.845,2.21,169.0,476.0,113.0,1.0,0
1103,2.0,76.0,152.0,38.0,0.355,0.947,1.39,54.0,144.0,37.0,1.0,0
1104,15.0,32.0,480.0,2.133,0.375,0.781,2.65,180.0,376.0,104.0,1.0,0
1105,8.0,18.0,144.0,2.25,0.458,0.917,1.75,66.0,132.0,40.0,1.0,0
1106,1.0,42.0,42.0,42.0,0.262,1.0,1.17,11.0,42.0,15.0,1.0,0
1107,12.0,61.0,732.0,5.083,0.401,0.857,2.39,294.0,627.0,155.0,1.0,0
1108,7.0,13.0,91.0,1.857,0.385,0.885,1.51,35.0,80.0,25.0,1.0,0
1109,10.0,39.0,390.0,3.9,0.338,0.846,2.01,132.0,330.0,89.0,1.0,0
1110,8.0,14.0,112.0,1.75,0.482,0.893,4.57,54.0,100.0,18.0,1.0,0
1111,10.0,25.0,250.0,2.5,0.41,0.866,3.45,103.0,216.0,28.0,1.0,0
1112,9.0,12.0,108.0,1.333,0.583,0.916,6.28,63.0,99.0,13.0,1.0,0
1113,11.0,16.0,176.0,1.455,0.545,0.878,7.93,96.0,154.0,19.0,1.0,0
1114,8.0,10.0,80.0,1.25,0.5,0.95,2.95,40.0,76.0,11.0,1.0,0
1115,10.0,22.0,220.0,2.2,0.386,0.855,2.54,85.0,188.0,31.0,1.0,0
1116,9.0,3.0,27.0,0.333,0.889,0.963,8.33,25.0,26.0,3.0,4.0,0
1117,1.0,39.0,39.0,39.0,0.692,1.0,5.67,27.0,39.0,5.0,2.0,0
1118,11.0,301.0,3311.0,27.364,0.199,0.655,2.34,660.0,2173.0,262.0,1.0,0
1119,9.0,119.0,1071.0,13.222,0.303,0.654,2.16,325.0,699.0,165.0,1.0,0
1120,9.0,40.0,360.0,4.25,0.384,0.853,2.14,138.0,307.0,58.0,1.0,0
1121,8.0,51.0,408.0,6.375,0.294,0.803,1.92,120.0,327.0,62.0,1.0,0
1122,10.0,29.0,290.0,2.909,0.394,0.785,2.05,114.0,227.0,49.0,1.0,0
1123,9.0,46.0,414.0,5.125,0.337,0.867,2.38,139.0,360.0,69.0,1.0,0
1124,7.0,12.0,84.0,1.429,0.274,0.785,1.46,23.0,66.0,17.0,1.0,0
1125,8.0,39.0,312.0,4.875,0.306,0.792,1.83,95.0,248.0,53.0,1.0,0
1126,11.0,93.0,1023.0,8.455,0.293,0.631,2.59,300.0,646.0,126.0,1.0,0
1127,10.0,33.0,330.0,3.25,0.401,0.819,2.17,132.0,287.0,63.0,1.0,0
1128,18.0,184.0,3312.0,10.273,0.206,0.415,2.45,681.0,1372.0,273.0,1.0,0
1129,8.0,34.0,272.0,4.25,0.316,0.767,1.88,86.0,209.0,49.0,1.0,0
1130,7.0,34.0,238.0,4.857,0.546,0.941,2.67,130.0,252.0,39.0,1.0,0
1131,9.0,85.0,765.0,9.444,0.369,0.846,1.91,282.0,646.0,113.0,1.0,0
1132,5.0,25.0,125.0,5.0,0.64,0.96,3.87,80.0,120.0,22.0,1.0,0
1133,8.0,10.0,80.0,1.25,0.45,0.925,2.25,36.0,74.0,15.0,1.0,0
1134,1.0,22.0,22.0,22.0,1.0,1.0,22.0,22.0,22.0,2.0,2.0,0
1135,10.0,491.0,4910.0,49.1,0.291,0.722,2.33,1431.0,3549.0,585.0,1.0,0
1136,11.0,16.0,176.0,1.455,0.588,0.875,8.27,103.0,154.0,18.0,1.0,0
1137,6.0,5.0,30.0,0.833,0.6,0.8,3.67,18.0,24.0,5.0,1.0,0
1138,9.0,378.0,3402.0,42.0,0.326,0.737,2.51,1110.0,2508.0,465.0,1.0,0
1139,10.0,11.0,110.0,1.1,0.309,0.891,1.96,34.0,98.0,20.0,1.0,0
1140,9.0,25.0,225.0,2.778,0.391,0.826,3.14,87.0,186.0,31.0,1.0,0
1141,12.0,391.0,4692.0,32.455,0.541,0.589,173.29,2539.0,2756.0,16.0,2.0,0
1142,10.0,14.0,140.0,1.4,0.286,0.714,2.38,40.0,100.0,22.0,1.0,0
1143,8.0,44.0,352.0,5.5,0.305,0.795,2.03,107.0,280.0,58.0,1.0,0
1144,6.0,61.0,366.0,10.167,0.443,0.836,2.51,161.0,306.0,34.0,1.0,0
1145,9.0,23.0,207.0,2.565,0.365,0.761,2.93,75.0,157.0,29.0,1.0,0
1146,11.0,127.0,1397.0,11.545,0.409,0.854,3.85,571.0,1195.0,145.0,1.0,0
1147,4.0,56.0,224.0,14.0,0.375,0.875,1.88,84.0,196.0,39.0,1.0,0
1148,8.0,31.0,248.0,3.887,0.328,0.792,2.46,81.0,197.0,43.0,1.0,0
1149,13.0,236.0,3068.0,18.154,0.456,0.878,4.22,1399.0,2695.0,201.0,1.0,0
1150,11.0,17.0,187.0,1.529,0.484,0.848,3.51,91.0,158.0,25.0,1.0,0
1151,7.0,31.0,217.0,4.429,0.294,0.792,1.63,64.0,172.0,30.0,1.0,0
1152,8.0,59.0,472.0,7.375,0.323,0.966,2.05,152.0,457.0,73.0,1.0,0
1153,10.0,21.0,210.0,2.1,0.524,0.833,6.33,110.0,175.0,24.0,1.0,0
1154,9.0,67.0,603.0,7.444,0.246,0.756,1.45,148.0,456.0,83.0,1.0,0
1155,6.0,19.0,114.0,3.167,0.342,0.84,1.95,39.0,96.0,19.0,1.0,0
1156,8.0,15.0,120.0,1.875,0.417,0.808,2.38,50.0,97.0,20.0,1.0,0
1157,11.0,39.0,429.0,3.55,0.294,0.789,1.67,126.0,338.0,50.0,1.0,0
1158,7.0,25.0,175.0,3.571,0.343,0.831,1.83,60.0,145.0,28.0,1.0,0
1159,9.0,11.0,99.0,1.222,0.394,0.748,2.29,39.0,74.0,16.0,1.0,0
1160,9.0,93.0,837.0,10.5,0.278,0.742,2.01,233.0,621.0,105.0,1.0,0
1161,8.0,51.0,408.0,6.4,0.294,0.816,1.85,120.0,332.0,63.0,1.0,0
1162,12.0,198.0,2376.0,16.7,0.246,0.673,2.24,585.0,1595.0,234.0,1.0,0
1163,6.0,85.0,510.0,14.2,0.191,0.588,1.74,97.0,300.0,85.0,1.0,0
1164,11.0,29.0,319.0,2.7,0.143,0.761,2.18,46.0,243.0,40.0,1.0,0
1165,7.0,117.0,819.0,16.6,0.304,0.833,1.92,249.0,682.0,124.0,1.0,0
1166,9.0,67.0,603.0,7.5,0.265,0.785,2.05,160.0,473.0,97.0,1.0,0
1167,5.0,55.0,275.0,11.0,0.236,0.745,1.83,65.0,205.0,49.0,1.0,0
1168,8.0,95.0,760.0,11.9,0.291,0.812,2.03,222.0,616.0,114.0,1.0,0
1169,10.0,61.0,610.0,6.1,0.254,0.803,2.11,155.0,489.0,93.0,1.0,0
1170,8.0,83.0,664.0,10.5,0.258,0.854,1.49,171.0,569.0,104.0,1.0,0
1171,10.0,193.0,1930.0,19.3,0.281,0.819,1.92,543.0,1580.0,246.0,1.0,0
1172,11.0,269.0,2959.0,24.6,0.223,0.592,1.67,660.0,1753.0,373.0,1.0,0
1173,7.0,51.0,357.0,7.3,0.394,0.901,2.31,140.0,322.0,73.0,1.0,0
1174,9.0,187.0,1683.0,20.0,0.245,0.755,1.83,412.0,1269.0,221.0,1.0,0
1175,8.0,95.0,760.0,11.9,0.309,0.878,1.59,235.0,669.0,133.0,1.0,0
1176,10.0,148.0,1480.0,14.8,0.201,0.531,1.45,298.0,787.0,204.0,1.0,0
1177,9.0,62.0,558.0,6.9,0.421,0.953,2.85,235.0,532.0,94.0,1.0,0
1178,7.0,30.0,210.0,4.3,0.343,0.933,1.92,72.0,196.0,45.0,1.0,0
1179,11.0,204.0,2244.0,18.6,0.258,0.823,1.79,580.0,1847.0,302.0,1.0,0
1180,9.0,120.0,1080.0,13.333,0.401,0.821,2.51,433.0,886.0,186.0,1.0,0
1181,8.0,18.0,144.0,2.25,0.361,0.917,1.83,52.0,132.0,33.0,1.0,0
1182,10.0,95.0,950.0,9.5,0.394,0.789,2.34,374.0,749.0,155.0,1.0,0
1183,7.0,150.0,1050.0,21.429,0.294,0.751,1.93,309.0,789.0,165.0,1.0,0
1184,9.0,80.0,720.0,8.889,0.456,0.864,2.41,328.0,623.0,142.0,1.0,0
1185,8.0,12.0,96.0,1.5,0.281,0.844,1.59,27.0,81.0,18.0,1.0,0
1186,10.0,110.0,1100.0,11.0,0.418,0.836,2.63,461.0,920.0,201.0,1.0,0
1187,8.0,20.0,160.0,2.5,0.375,0.938,1.95,60.0,150.0,38.0,1.0,0
1188,9.0,130.0,1170.0,14.444,0.394,0.803,2.49,460.0,938.0,191.0,1.0,0
1189,7.0,140.0,980.0,20.0,0.316,0.774,1.86,310.0,759.0,160.0,1.0,0
1190,11.0,52.0,572.0,4.75,0.418,0.819,2.51,239.0,469.0,83.0,1.0,0
1191,8.0,44.0,352.0,5.5,0.271,0.734,1.59,95.0,258.0,53.0,1.0,0
1192,12.0,61.0,732.0,5.08,0.446,0.853,3.19,326.0,623.0,104.0,1.0,0
1193,9.0,49.0,441.0,5.44,0.293,0.763,1.85,129.0,336.0,70.0,1.0,0
1194,11.0,58.0,638.0,5.25,0.384,0.795,2.62,244.0,506.0,92.0,1.0,0
1195,8.0,28.0,224.0,3.5,0.313,0.755,1.49,70.0,169.0,35.0,1.0,0
1196,10.0,46.0,460.0,4.58,0.402,0.828,2.39,183.0,381.0,75.0,1.0,0
1197,9.0,54.0,486.0,5.96,0.258,0.722,1.67,125.0,351.0,69.0,1.0,0
1198,12.0,69.0,828.0,5.69,0.481,0.871,3.42,398.0,720.0,123.0,1.0,0
1199,10.0,41.0,410.0,4.1,0.355,0.783,2.15,144.0,321.0,62.0,1.0,0
1200,6.0,18.0,108.0,2.4,0.333,0.889,2.2,36.0,96.0,18.0,1.0,0
1201,2.0,20.0,40.0,4.0,0.45,0.95,2.5,18.0,38.0,8.0,2.0,0
1202,8.0,28.0,224.0,3.5,0.321,0.821,1.85,72.0,182.0,40.0,1.0,0
1203,4.0,10.0,40.0,2.5,0.375,0.875,2.25,15.0,35.0,6.0,1.0,0
1204,3.0,25.0,75.0,5.0,0.48,0.92,2.8,36.0,68.0,12.0,2.0,0
