,fLength,fWidth,fSize,fConc,fConc1,fAsym,fM3Long,fM3Trans,fAlpha,fDist,class,real_identifier
243,26.6304,17.6304,2.7833,0.4565,0.2604,22.7833,13.7833,5.7833,5.6304,264.63,1.0,0
244,15.7833,13.4191,2.4565,0.6304,0.3419,-14.4565,6.4565,10.4565,59.6304,249.783,0.0,0
245,129.783,105.63,3.4565,0.0987,0.0667,-15.4565,-67.4565,96.4565,57.7833,169.63,1.0,0
246,22.4565,16.7833,2.7419,0.5833,0.3043,9.7419,12.7419,-11.2581,3.4565,127.456,1.0,0
247,25.2581,15.4565,2.6974,0.4258,0.2474,-9.6974,-9.6974,-11.6974,61.4565,111.258,1.0,0
248,20.6974,18.2581,2.6097,0.4369,0.2645,-2.6097,10.6097,-8.6974,50.6974,156.697,0.0,0
249,17.6097,14.6974,2.5474,0.5474,0.2974,7.5474,4.5474,7.5474,8.6974,135.609,0.0,0
250,56.3921,23.0504,2.9448,0.4119,0.2139,18.2819,33.9012,-12.6191,41.9088,201.101,0.0,0
251,29.1819,11.4567,2.6341,0.5211,0.2728,10.3919,18.3921,-5.6304,53.1928,143.281,1.0,0
252,94.2819,43.1019,3.3921,0.1928,0.1019,-31.9091,51.9182,-24.3921,8.1928,321.909,0.0,0
253,39.3921,10.1019,2.6304,0.4567,0.2391,22.9182,19.2819,-7.1019,61.3921,129.101,1.0,0
254,69.1019,25.3921,2.9182,0.3341,0.1728,69.2819,43.6304,-16.3921,7.1019,249.392,0.0,0
255,42.9182,9.3921,2.5039,0.4304,0.2357,-24.3921,22.1019,-8.2819,11.3921,243.63,1.0,0
256,34.6304,22.9182,2.8039,0.3991,0.2391,25.1019,11.3921,-16.9182,56.3921,108.101,1.0,0
257,20.1019,13.3921,2.6741,0.5957,0.4039,-2.3921,14.9182,-7.6304,39.3921,190.101,1.0,0
258,71.9182,36.3921,3.2819,0.1657,0.0864,-43.1019,44.3921,-26.9182,7.6304,293.392,0.0,0
259,80.1019,28.3921,3.2591,0.2519,0.1728,-18.3921,53.3921,-17.1019,1.3921,313.392,0.0,0
260,56.2134,23.1945,2.8911,0.4049,0.2163,67.2299,45.6183,13.4493,41.1929,219.114,1.0,0
261,38.4929,14.2359,2.4739,0.5418,0.3629,-28.1843,-16.4191,10.5918,58.3529,161.015,0.0,0
262,148.178,51.9137,3.3089,0.2831,0.1559,113.749,130.393,-43.1919,22.8859,283.191,1.0,0
263,26.8191,18.3819,2.6821,0.4942,0.2941,-50.9379,-21.0491,14.8139,51.1429,203.011,0.0,0
264,93.1419,29.0491,2.9581,0.4361,0.2451,82.1819,79.1919,-21.1819,35.1819,251.181,1.0,0
265,17.3829,11.8191,2.4419,0.5099,0.3491,-13.1819,7.1919,-5.1819,59.1819,193.181,1.0,0
266,61.8191,39.0491,3.1419,0.2639,0.1491,54.1819,51.8191,36.1819,29.1819,259.181,1.0,0
267,44.5919,20.8191,2.8191,0.4631,0.2539,-73.1819,-29.8191,19.1819,9.1819,189.181,0.0,0
268,122.819,43.0491,3.2919,0.3169,0.1819,-121.819,-108.819,53.1819,7.1819,361.819,1.0,0
269,14.8191,10.0491,2.5919,0.5569,0.3819,-4.1819,20.8191,-1.1819,14.1819,149.181,1.0,0
270,29.1421,17.5362,2.6199,0.4821,0.2519,12.1048,-6.2531,-15.0628,31.4369,199.859,0.0,0
271,40.6622,22.8441,2.9587,0.3549,0.1935,-8.9119,10.3993,5.5385,18.2357,243.912,1.0,0
272,26.8194,10.3929,2.4938,0.5634,0.3021,4.1556,-17.8469,-4.3159,9.5603,211.835,0.0,0
273,35.7839,19.6211,2.8361,0.3268,0.1762,16.3874,14.8219,7.4519,29.1849,185.669,0.0,0
274,24.5019,13.4312,2.5995,0.5089,0.2734,7.6241,-12.3948,-10.6998,5.8703,227.013,0.0,0
275,30.9348,11.9289,2.5119,0.5445,0.2943,2.5079,11.0593,3.4278,13.4199,206.399,0.0,0
276,38.4579,23.2499,3.0238,0.2869,0.1564,20.5321,25.8269,16.5362,4.4608,260.138,0.0,0
277,27.3822,9.3019,2.4509,0.5942,0.3232,6.3489,-8.4155,-6.1662,11.5962,193.253,0.0,0
278,33.0629,20.1928,2.9013,0.3191,0.1732,10.7348,18.3134,12.8055,25.4389,236.822,0.0,0
279,28.5099,15.6832,2.7341,0.4649,0.2523,14.6498,-4.1829,-13.5149,22.4919,201.399,0.0,0
280,23.1235,10.4567,2.4567,0.5678,0.3567,-17.8765,10.2345,-6.4567,19.8765,201.456,0.0,0
281,20.9876,16.2345,2.3456,0.5123,0.2789,-28.4567,14.5678,-18.2345,55.6789,85.1234,0.0,0
282,16.5678,8.9012,2.5678,0.6789,0.4234,12.3456,17.8901,2.5678,29.0123,240.9012,1.0,0
283,49.0123,14.5678,2.9876,0.2567,0.1456,42.9012,-33.4567,-8.9012,46.5678,39.0123,1.0,0
284,22.4567,15.6789,2.7012,0.5567,0.3345,2.2345,16.8901,3.4567,23.5678,265.9012,1.0,0
285,19.2345,9.0123,2.1456,0.7234,0.389,34.5678,-6.789,-8.0123,24.9012,235.6789,1.0,0
286,215.6789,143.4567,4.4567,0.0601,0.0312,-251.2345,-123.4567,113.9012,63.4567,312.9012,1.0,0
287,13.4567,12.2345,2.2345,0.7567,0.389,-16.5678,5.6789,-12.3456,52.9012,185.6789,0.0,0
288,26.789,14.4567,2.6789,0.4789,0.3012,4.0123,21.9012,7.8901,12.9012,191.2345,0.0,0
289,45.9012,28.0123,2.9345,0.3412,0.2012,18.4567,60.9012,-17.3456,11.9012,92.5678,1.0,0
290,43.4556,20.1164,2.9148,0.2345,0.1231,14.1256,29.4567,7.3456,1.2345,201.234,0.0,0
291,65.1234,28.9012,3.1567,0.2012,0.1056,-23.4567,46.789,12.3456,0.9876,251.234,0.0,0
292,25.6789,12.3456,2.5678,0.5678,0.289,5.6789,-15.6789,-4.5678,0.4567,156.789,0.0,0
293,59.0123,26.4567,3.0123,0.1923,0.0987,10.1234,52.4567,11.2345,5.6789,243.456,0.0,0
294,40.1234,22.5678,2.9012,0.2789,0.1456,-12.3456,-25.6789,16.4567,20.9012,185.678,0.0,0
295,52.4567,25.9012,3.0456,0.2056,0.1056,9.0123,55.6789,11.5678,6.789,249.012,0.0,0
296,22.5678,9.4567,2.4567,0.6789,0.3567,-28.9012,-9.0123,-2.4567,90.1234,79.0123,1.0,0
297,108.9012,18.4567,3.0123,0.3123,0.1789,20.5678,110.123,-15.9012,0.9012,345.678,0.0,0
298,37.8901,19.1234,2.8901,0.2901,0.1567,-20.1234,14.5678,8.9012,2.2345,180.901,0.0,0
299,20.5678,18.1234,2.7123,0.4234,0.2567,34.5678,19.0123,12.4567,50.1234,185.678,1.0,0
300,43.2191,14.5915,2.7319,0.3982,0.2219,23.4198,30.8191,-2.3519,51.9319,184.2198,1.0,0
301,29.4638,12.0821,2.5099,0.4819,0.2591,-17.6308,-10.8191,6.3519,72.2198,159.4638,0.0,0
302,55.9821,20.4638,3.0821,0.2821,0.1549,49.9821,53.5099,-8.0821,15.4638,233.9821,0.0,0
303,39.5099,16.5099,2.9821,0.3198,0.1849,7.4638,-2.9821,-3.5099,65.9821,129.5099,1.0,0
304,25.0821,10.9821,2.4638,0.4638,0.2519,31.5099,19.9821,2.0821,10.9821,206.0821,1.0,0
305,49.4638,18.9821,2.9821,0.2519,0.1398,60.0821,57.4638,-7.9821,4.5099,249.4638,0.0,0
306,34.9821,13.9821,2.6398,0.4219,0.2359,20.9821,29.5099,-0.9821,58.4638,188.9821,1.0,0
307,22.5099,11.4638,2.3519,0.5099,0.2821,-10.9821,-7.4638,5.5099,80.9821,147.5099,0.0,0
308,41.9821,15.5099,2.8219,0.2959,0.1638,42.9821,38.5099,-5.4638,7.9821,201.9821,0.0,0
309,31.4638,12.9821,2.5099,0.4498,0.2438,28.9821,25.4638,1.5099,14.9821,193.4638,1.0,0
310,39.4562,22.1919,2.8351,0.4114,0.2439,-10.2198,25.4567,-16.3871,29.1456,201.1234,0.0,0
311,48.2341,17.4565,2.9873,0.3211,0.1862,7.6543,-28.1234,6.789,56.2134,249.8765,1.0,0
312,35.6789,19.2345,2.6543,0.4567,0.2781,-4.5678,18.9012,-10.2345,41.2345,198.7654,0.0,0
313,26.5432,14.5678,2.8123,0.3987,0.2345,12.3456,22.4567,8.9012,72.4567,215.6789,1.0,0
314,44.1234,20.9876,2.8765,0.4321,0.2567,-6.789,-25.6789,3.4567,51.2345,236.5432,0.0,0
315,50.9876,16.5432,2.9432,0.3678,0.2134,9.0123,-31.2345,-4.5678,39.8765,264.3211,1.0,0
316,29.8765,18.3211,2.7321,0.4211,0.2512,-2.3456,20.9876,11.2345,62.4567,206.789,0.0,0
317,42.9012,21.4567,2.8191,0.3947,0.2367,11.5678,24.3211,-7.8901,45.6789,229.0123,1.0,0
318,33.4567,15.6789,2.6543,0.4839,0.2912,-8.9012,16.5432,9.8765,53.4567,193.4567,0.0,0
319,46.789,19.0123,2.9432,0.3789,0.2198,6.789,-29.8765,2.4567,49.0123,251.2345,1.0,0
320,58.191,20.3521,2.983,0.2453,0.1431,18.5317,50.3634,-11.123,5.2401,231.8219,0.0,0
321,29.792,14.3548,2.5014,0.4138,0.2559,-8.1985,-12.0119,9.5419,16.403,129.315,0.0,0
322,83.242,24.381,3.4567,0.1913,0.1129,29.157,83.598,15.6153,1.744,275.383,0.0,0
323,34.811,11.302,2.761,0.5283,0.3244,12.011,19.419,6.6752,39.315,153.399,1.0,0
324,45.783,16.493,2.701,0.3225,0.1649,-53.215,-25.166,10.367,3.458,115.782,0.0,0
325,26.408,10.278,2.388,0.555,0.313,-4.981,-14.801,10.964,12.344,120.227,0.0,0
326,90.964,18.361,2.943,0.204,0.125,5.111,81.792,8.881,3.637,204.331,0.0,0
327,52.398,14.658,2.634,0.301,0.153,-57.323,-27.641,10.675,3.198,110.253,0.0,0
328,19.106,3.265,2.291,0.819,0.495,5.462,7.667,3.355,26.645,212.409,1.0,0
329,14.501,11.458,2.082,0.759,0.443,-14.194,6.814,-10.336,64.839,184.418,0.0,0
330,56.2199,24.5118,2.9518,0.4132,0.2219,-13.4161,22.5918,-14.8519,50.2198,251.3882,1.0,0
331,47.4619,18.2198,2.6321,0.5299,0.2832,34.2198,19.3882,-11.2198,41.3882,195.2198,0.0,0
332,72.3882,30.2198,3.2198,0.1951,0.1256,-49.3882,60.2198,-25.2198,62.3882,291.2198,1.0,0
333,39.2198,14.2198,2.3882,0.5832,0.3056,28.2198,16.3882,-9.3882,33.2198,163.2198,0.0,0
334,81.3882,43.2198,3.6321,0.1563,0.0832,7.2198,71.2198,29.3882,24.3882,239.3882,0.0,0
335,27.3882,11.2198,2.1951,0.6098,0.3419,-22.3882,-10.2198,-8.3882,14.2198,131.3882,0.0,0
336,69.2198,32.3882,3.0832,0.2025,0.1321,-42.3882,44.2198,-22.2198,59.3882,279.3882,1.0,0
337,50.3882,19.3882,2.7493,0.4669,0.2525,5.2198,25.2198,-13.3882,39.3882,223.3882,0.0,0
338,75.2198,40.3882,3.3882,0.1732,0.0932,-56.3882,67.2198,-30.2198,65.3882,303.3882,1.0,0
339,44.3882,16.2198,2.5419,0.5143,0.2698,31.3882,20.2198,-12.3882,46.3882,201.3882,0.0,0
340,85.1234,20.456,3.456,0.234,0.123,-12.345,56.789,-10.111,45.678,278.901,0.0,0
341,40.9876,18.654,2.901,0.321,0.201,25.632,32.145,8.976,82.351,201.234,1.0,0
342,67.321,24.987,3.234,0.189,0.095,-50.123,61.456,-15.678,5.678,310.123,0.0,0
343,92.145,31.234,3.567,0.256,0.134,18.901,49.012,11.345,39.012,251.901,1.0,0
344,59.876,19.456,3.012,0.298,0.156,-35.678,43.901,9.012,73.456,221.789,0.0,0
345,28.901,9.012,2.345,0.812,0.421,-14.567,-9.012,4.567,12.901,95.678,0.0,0
346,51.234,20.123,3.456,0.201,0.102,30.901,38.901,10.123,91.234,240.901,1.0,0
347,76.543,26.789,3.012,0.245,0.123,-42.901,65.678,-12.901,7.901,315.678,0.0,0
348,43.901,16.901,2.901,0.312,0.201,28.901,35.678,9.012,85.678,205.901,1.0,0
349,61.456,22.123,3.234,0.213,0.109,-48.901,59.012,-13.456,9.012,290.901,0.0,0
350,96.1134,18.3354,2.9343,0.3913,0.2451,-54.2198,-39.812,14.3519,17.4391,201.412,1.0,0
351,43.6703,14.1952,2.6545,0.4211,0.2785,49.3135,23.1923,-6.1934,11.8198,186.921,0.0,0
352,118.558,55.2356,3.1935,0.3439,0.2256,-91.3824,-101.391,39.5123,15.6389,449.135,1.0,0
353,67.1578,21.4819,2.8461,0.3755,0.2034,38.4759,51.3998,10.292,24.2198,256.399,0.0,0
354,28.1349,16.5422,2.5173,0.4192,0.2519,22.5914,-15.982,-9.3848,50.399,163.191,0.0,0
355,104.558,51.2829,3.0881,0.3625,0.2322,-63.198,-126.473,46.512,13.3994,421.991,1.0,0
356,35.6707,9.4983,2.6214,0.4996,0.3231,-8.2194,19.558,6.3921,20.921,61.399,1.0,0
357,88.3929,24.5583,3.3589,0.2069,0.1091,16.3991,67.399,-11.341,1.901,302.499,0.0,0
358,51.6703,10.3998,2.472,0.4312,0.214,69.399,-29.399,4.3993,35.3998,172.399,1.0,0
359,23.3999,13.3998,2.3998,0.3998,0.238,18.399,-11.399,-10.399,51.399,149.399,0.0,0
360,35.1928,14.2191,2.5139,0.4821,0.2534,-11.9353,22.0189,-15.3921,41.1928,148.2191,0.0,0
361,20.5832,23.1771,2.9014,0.2919,0.1534,25.0185,13.2191,10.3921,59.1928,92.2191,0.0,0
362,49.2191,19.5832,2.7319,0.3921,0.2014,-34.2191,28.1771,-12.5832,23.1928,211.1771,0.0,0
363,26.1771,16.2191,2.5421,0.5139,0.2734,-19.3921,18.5832,-14.2191,51.1928,129.1771,0.0,0
364,61.5832,22.7319,3.0139,0.2191,0.1154,42.2191,58.1771,-8.5832,49.1928,141.2191,0.0,0
365,17.7319,13.5421,2.3654,0.6014,0.3214,5.2191,-15.1771,-11.5832,83.1928,206.2191,0.0,0
366,30.2191,24.3654,2.9345,0.3069,0.1621,14.5832,23.5421,12.2191,13.1928,85.1771,0.0,0
367,55.3654,20.9345,3.2014,0.1771,0.0934,38.5421,52.5832,-7.2191,55.1928,127.3654,0.0,0
368,23.9345,12.2014,2.4214,0.6421,0.3469,-9.3654,20.9345,-9.9345,18.1928,146.5421,0.0,0
369,128.9345,18.4214,3.1094,0.2832,0.1569,19.3654,125.2014,8.9345,34.1928,114.3654,1.0,0
370,27.8532,10.3519,2.5341,0.5219,0.2995,-10.3829,12.1928,2.9514,55.1188,228.4159,1.0,0
371,40.8191,14.5925,2.8938,0.4356,0.2531,15.6289,20.3419,9.1519,25.9811,201.8519,0.0,0
372,31.4921,8.1928,2.4191,0.6082,0.3491,-22.8191,11.5925,4.3419,48.3419,189.3419,1.0,0
373,20.3419,11.3419,2.5925,0.5682,0.3419,4.5925,17.3419,6.5925,31.3419,211.3419,0.0,0
374,45.3419,13.5925,2.8191,0.4191,0.2457,-14.3419,22.5925,8.3419,39.3419,236.5925,1.0,0
375,38.5925,9.3419,2.5925,0.5925,0.3419,7.3419,15.3419,5.5925,59.3419,194.3419,0.0,0
376,29.3419,12.5925,2.5925,0.5062,0.2974,-18.3419,19.3419,7.3419,42.3419,207.3419,1.0,0
377,42.3419,10.3419,2.5925,0.4667,0.2745,3.3419,16.3419,6.3419,50.3419,221.3419,0.0,0
378,35.3419,8.5925,2.5925,0.5583,0.3291,-11.3419,14.3419,5.3419,45.3419,196.3419,1.0,0
379,32.3419,11.3419,2.5925,0.4819,0.2832,6.3419,18.3419,7.3419,36.3419,213.3419,0.0,0
380,85.1439,31.4704,3.1014,0.3518,0.1929,-51.2861,-86.0328,16.3492,75.9231,201.5195,1.0,0
381,78.3312,29.1929,3.4567,0.2195,0.1246,19.3492,81.3945,-16.8237,6.4755,210.1993,0.0,0
382,14.2753,11.8574,2.5234,0.4733,0.2699,6.1874,14.3854,7.4699,53.8573,273.4896,1.0,0
383,41.4468,24.4899,3.2923,0.2854,0.1648,31.9763,29.5668,-12.1796,26.4755,85.6556,0.0,0
384,35.1987,12.3495,2.7556,0.3949,0.2349,3.4998,34.6729,6.2864,45.5239,184.9112,1.0,0
385,11.4561,12.2314,2.1479,0.7489,0.3845,16.4179,-3.1987,12.4516,21.3946,63.8554,0.0,0
386,92.3998,33.5676,3.7374,0.2431,0.1345,-78.5691,-62.3956,-20.8499,1.3514,370.7234,0.0,0
387,22.3549,15.8234,2.6159,0.4946,0.2735,-0.9857,12.1355,-9.4995,2.2545,141.4576,0.0,0
388,19.5932,11.3759,2.3456,0.5835,0.2959,-2.5469,9.2948,5.5149,8.6979,105.1659,0.0,0
389,63.1998,20.4687,2.9488,0.2723,0.1495,56.2832,46.3519,11.3995,4.3695,225.6849,0.0,0
390,25.2131,11.4659,2.3918,0.5132,0.2764,-8.4193,12.4389,-4.1988,29.1819,203.591,0.0,0
391,20.5319,12.8311,2.4429,0.5863,0.3199,15.6238,5.9319,-7.3819,25.1388,179.819,0.0,0
392,28.4921,15.2998,2.6319,0.4219,0.2498,-11.4309,19.2129,6.1987,10.3918,225.819,0.0,0
393,19.1919,11.1928,2.2319,0.5621,0.2931,-20.1919,-6.3819,3.9819,31.9188,201.591,0.0,0
394,24.3819,13.9819,2.5319,0.4499,0.2598,28.3819,-15.9819,10.3819,3.9188,141.819,0.0,0
395,32.9819,16.3819,2.7819,0.3819,0.2618,-14.3819,-30.9819,13.9819,59.3819,251.819,1.0,0
396,26.9819,19.3819,2.8819,0.3319,0.2019,22.3819,16.3819,-17.3819,26.3819,149.819,0.0,0
397,21.9819,10.9819,2.2819,0.5319,0.2919,-18.3819,-7.3819,2.3819,32.3819,216.819,0.0,0
398,29.3819,14.3819,2.6319,0.4319,0.2319,41.3819,-17.3819,10.9819,2.3819,123.819,0.0,0
399,38.3819,17.9819,2.8319,0.3919,0.2719,-16.3819,-33.3819,14.3819,61.3819,252.819,1.0,0
400,34.2195,12.3519,2.5318,0.5832,0.3095,16.3879,-10.4921,6.2198,30.1484,141.819,0.0,0
401,108.332,29.4198,2.9593,0.2039,0.1055,89.4736,-62.3985,-26.1849,6.4859,193.951,1.0,0
402,18.3147,9.5121,2.3599,0.6975,0.4122,4.9821,-15.8496,8.5031,60.2719,159.219,1.0,0
403,25.9564,9.3359,2.3124,0.6593,0.3594,26.5978,-9.4924,-8.6599,14.5998,155.593,0.0,0
404,129.332,82.5319,4.0832,0.1119,0.0613,-165.982,-75.4129,62.1929,52.5999,362.833,1.0,0
405,22.5988,18.2195,2.4898,0.5214,0.2835,-9.5963,11.4921,-9.4924,22.5969,96.2198,0.0,0
406,14.5988,11.3981,2.1859,0.7792,0.4711,12.5963,-4.8015,9.4924,82.2198,270.398,0.0,0
407,17.5319,12.3981,2.2898,0.6032,0.3135,-0.5963,5.8015,3.4924,23.5969,84.2198,0.0,0
408,51.2198,19.3981,3.0124,0.2398,0.1235,20.5963,53.4924,6.8015,12.2198,186.398,0.0,0
409,42.3981,22.2198,3.3981,0.2759,0.1526,10.2198,40.8015,-8.5963,3.3981,247.219,0.0,0
410,91.4192,34.1914,3.4211,0.2013,0.1145,82.3519,69.4211,22.1938,1.4219,249.821,0.0,0
411,27.6543,18.3945,2.6543,0.4219,0.2511,-23.4211,16.1938,-10.6543,4.1938,211.421,0.0,0
412,74.9821,29.6543,3.3519,0.1685,0.0938,51.9821,58.4211,17.3519,2.9821,261.982,0.0,0
413,41.9821,14.3519,2.6543,0.3845,0.2165,39.4211,32.1938,-5.9821,3.4211,203.982,0.0,0
414,96.4211,36.9821,3.4211,0.1456,0.0782,129.351,84.9821,-20.4211,1.1938,208.421,0.0,0
415,24.1938,17.4211,2.6543,0.4625,0.2938,15.9821,14.4211,-16.9821,5.9821,226.193,0.0,0
416,35.4211,12.9821,2.6543,0.4038,0.2145,26.3519,-18.9821,5.4211,1.1938,161.421,0.0,0
417,108.982,38.4211,3.3519,0.1419,0.0721,135.982,79.4211,-19.3519,1.4211,200.982,0.0,0
418,18.4211,16.9821,2.6543,0.4598,0.2738,3.9821,-20.9821,2.4211,62.4211,167.421,1.0,0
419,12.9821,10.4211,2.4211,0.7832,0.5238,11.4211,6.4211,8.9821,51.3519,196.421,0.0,0
420,58.235,24.5234,3.1012,0.3915,0.2019,-7.1928,25.9461,-11.4179,4.391,198.351,0.0,0
421,48.1185,20.6389,2.9399,0.2642,0.1351,18.6482,30.465,7.5865,1.1934,246.813,1.0,0
422,70.4179,32.6286,3.5864,0.1748,0.0903,-9.209,56.3913,15.0134,6.4825,301.958,0.0,0
423,29.9467,17.1054,2.7453,0.4279,0.2213,-13.4926,16.7814,-6.3709,0.6429,94.2415,0.0,0
424,40.8132,19.3429,2.9642,0.3111,0.1594,25.403,23.5715,10.6657,3.1279,259.073,1.0,0
425,85.3511,26.5315,3.4491,0.2086,0.1084,-4.139,61.2239,13.4419,8.1923,320.478,0.0,0
426,33.499,15.1829,2.6115,0.4635,0.2405,16.4356,19.9429,-8.1511,2.1953,233.751,1.0,0
427,61.1144,23.4111,3.2752,0.2974,0.1535,-11.6046,36.586,12.1934,5.4429,274.465,0.0,0
428,25.9825,14.196,2.5139,0.5049,0.2632,-8.3406,14.445,-5.3709,1.4394,108.698,0.0,0
429,50.3956,21.9823,3.0344,0.2391,0.1232,22.0186,31.1413,10.2705,2.8149,251.011,1.0,0
430,45.2198,13.4512,2.8173,0.4211,0.2519,18.3519,15.6311,-8.3512,12.1894,228.591,0.0,0
431,93.4182,24.8191,3.2399,0.3045,0.1812,-45.8191,-60.2381,-18.3519,25.6311,321.819,1.0,0
432,51.6311,18.3512,2.9938,0.4819,0.2881,12.1894,21.8191,-9.2381,15.6311,251.819,0.0,0
433,67.8191,22.2381,3.0819,0.3519,0.2019,-28.3512,-39.4819,-14.6311,31.8191,283.351,1.0,0
434,39.4819,11.8191,2.5388,0.5638,0.3519,25.6311,18.3512,-7.8191,41.8191,221.631,0.0,0
435,29.8191,16.3512,2.7019,0.3981,0.2381,5.6311,13.8191,-6.3512,10.6311,201.819,0.0,0
436,141.819,36.3512,4.0388,0.1947,0.0981,-71.8191,-143.481,-26.6311,40.8191,381.819,1.0,0
437,34.6311,14.8191,2.6438,0.5298,0.3512,20.8191,24.6311,-10.8191,33.8191,259.631,1.0,0
438,55.8191,20.6311,3.3238,0.2438,0.1347,-6.3512,51.8191,-12.6311,4.8191,214.631,0.0,0
439,43.8191,12.6311,2.5938,0.4819,0.2638,38.6311,-13.8191,-7.3512,64.8191,135.819,0.0,0
440,38.2192,15.3519,2.8132,0.3949,0.2301,18.3819,25.9823,2.1919,42.1918,92.1381,0.0,0
441,29.4211,18.2198,2.6581,0.4851,0.2839,-1.9821,-5.2192,14.1993,51.2198,185.381,0.0,0
442,46.9821,14.3819,2.8931,0.3519,0.1982,40.2198,58.1381,-2.9823,28.2198,71.1993,0.0,0
443,34.2198,12.9823,2.7619,0.4219,0.2519,28.3819,19.1993,-11.9823,39.9823,141.381,1.0,0
444,22.9823,19.2198,2.4851,0.5621,0.3319,-0.2198,-9.3819,16.1993,86.2198,129.982,0.0,0
445,49.2198,24.3819,2.9178,0.2949,0.1619,51.9823,73.3819,6.2198,35.9823,56.1993,0.0,0
446,25.2198,9.9823,2.4851,0.6019,0.3581,3.3819,-6.1993,-2.9823,27.3819,196.219,0.0,0
447,31.9823,13.2198,2.7282,0.4581,0.2699,12.3819,10.9823,8.3819,49.9823,123.219,1.0,0
448,41.2198,22.3819,2.8469,0.3169,0.1831,29.9823,41.9823,-8.2198,14.3819,135.381,1.0,0
449,17.2198,10.9823,2.3519,0.6019,0.3581,2.3819,-8.3819,5.9823,31.2198,181.381,0.0,0
450,50.1234,25.6789,3.1416,0.2345,0.1234,10.9876,60.1234,-20.9876,25.4321,280.1234,0.0,0
451,120.9876,35.4321,3.8765,0.4567,0.2345,-50.1234,90.9876,15.4321,30.1234,230.9876,1.0,0
452,90.1234,28.9012,3.2109,0.1987,0.1098,70.1234,80.9876,-25.4321,20.9876,250.1234,0.0,0
453,40.5678,22.1234,2.9876,0.321,0.1625,-35.4321,50.1234,10.9876,28.9012,200.9876,1.0,0
454,110.9876,30.1234,3.4567,0.2789,0.1432,60.1234,100.9876,-30.9876,22.1234,270.9876,0.0,0
455,130.1234,40.5678,3.8765,0.1456,0.0789,-90.1234,110.9876,-40.5678,25.6789,240.9876,1.0,0
456,60.1234,25.4321,3.2109,0.4012,0.2109,45.6789,70.1234,20.9876,29.8765,260.1234,0.0,0
457,80.9876,28.9012,3.5432,0.1876,0.0987,-65.4321,90.1234,-35.4321,24.5678,220.9876,1.0,0
458,100.1234,32.1234,3.7654,0.3098,0.1625,85.1234,110.9876,-45.6789,26.5432,280.9876,0.0,0
459,140.9876,45.6789,3.9876,0.1234,0.0654,-110.9876,120.9876,-50.1234,27.1234,250.9876,1.0,0
460,53.1911,11.2345,2.8179,0.4125,0.2431,-10.5342,22.1897,-1.9841,70.3921,141.8199,1.0,0
461,29.8063,14.5082,2.6282,0.4589,0.2611,17.3928,-12.8541,10.6589,85.1932,204.8591,0.0,0
462,44.2131,8.7539,2.5993,0.5285,0.3043,30.8976,18.6219,3.4915,39.7852,185.6151,1.0,0
463,36.4969,18.2841,2.7181,0.3349,0.1923,11.8832,25.5169,15.5938,61.4938,126.5963,0.0,0
464,67.3912,35.8164,3.9119,0.1364,0.0793,59.8873,69.1941,18.3519,6.5159,165.6199,0.0,0
465,48.6198,32.1099,3.2782,0.1945,0.1145,24.5191,32.9139,13.4891,14.9821,154.8919,0.0,0
466,30.7782,7.1278,2.5441,0.5032,0.2649,-25.1919,9.3519,4.6991,89.1042,101.4319,1.0,0
467,73.5992,20.2909,2.6742,0.4249,0.2512,-41.9821,-55.3909,-7.9821,26.9821,301.3909,1.0,0
468,39.2909,12.9109,2.4832,0.3973,0.2139,6.9821,-14.9821,-4.3909,17.9821,219.3909,0.0,0
469,55.9821,13.3909,3.0129,0.3059,0.1782,-22.9821,11.3909,1.3909,90.9821,223.9821,1.0,0
470,29.3062,20.8459,2.8514,0.4179,0.2332,12.9253,-10.456,6.3284,49.2362,121.456,0.0,0
471,17.3959,12.3692,2.3942,0.6428,0.4035,-6.1874,3.4998,9.3587,71.3215,191.142,0.0,0
472,22.8181,15.7422,2.5994,0.4866,0.2918,15.5498,-12.196,-8.5043,58.2225,149.449,1.0,0
473,14.5923,10.8767,2.2679,0.7531,0.4398,-10.736,6.2364,10.928,67.7551,165.657,0.0,0
474,28.1739,20.1134,2.8319,0.4462,0.2579,9.1156,-14.506,7.2342,45.5891,129.187,0.0,0
475,19.3155,14.1241,2.5031,0.5646,0.3366,-2.3056,2.5519,8.3867,77.2489,182.785,0.0,0
476,24.9849,18.2439,2.6643,0.4082,0.2269,11.5043,-9.2351,-6.1439,51.3669,141.973,0.0,0
477,16.9083,12.0332,2.3863,0.6235,0.3959,-4.6975,4.4919,9.9014,74.4199,194.361,0.0,0
478,26.5139,19.3238,2.7553,0.3651,0.2089,14.2524,-16.387,-9.7618,54.2496,158.521,1.0,0
479,21.6589,15.9548,2.5673,0.4985,0.3049,7.3952,-6.1261,7.4615,61.9675,173.988,0.0,0
480,23.4191,10.3519,2.3511,0.5912,0.3051,18.3519,4.9821,2.1159,58.2137,143.819,0.0,0
481,91.3519,43.9821,4.0398,0.0938,0.0485,101.351,85.3519,-27.9821,2.9821,251.351,0.0,0
482,19.9821,12.3519,2.4821,0.5621,0.3519,-2.3519,8.9821,-12.351,15.982,201.351,0.0,0
483,25.3519,8.9821,2.2137,0.7038,0.4482,0.9821,-5.3519,3.9821,1.3519,221.982,0.0,0
