,Aa,Ao,Dcl,Iy,Sh,Class,real_identifier
478,0.631,1.145,2.125,1.784,0.01,1.0,0
479,0.267,0.911,2.735,-0.667,-0.325,0.0,0
480,0.512,2.123,0.987,0.432,-0.125,0.0,0
481,1.832,1.965,0.412,0.287,0.512,0.0,0
482,0.453,3.654,-0.654,-0.412,0.0,0.0,0
483,1.289,2.487,-0.612,0.812,0.432,0.0,0
484,0.153,0.712,1.345,1.487,0.0,0.0,0
485,0.189,0.632,0.512,1.842,-0.632,1.0,0
486,0.375,1.832,1.276,-0.412,0.387,0.0,0
487,2.876,1.123,0.654,-0.192,-0.142,0.0,0
488,0.287,0.512,1.187,1.567,0.654,0.0,0
489,0.312,0.423,1.432,1.523,-0.654,0.0,0
490,0.845,1.502,0.623,0.285,-0.072,0.0,0
491,3.212,0.521,-0.145,0.123,0.093,0.0,0
492,0.578,1.287,1.658,0.702,1.248,1.0,0
493,0.182,0.192,-0.152,0.689,-0.911,1.0,0
494,2.462,0.315,0.162,0.228,-0.058,0.0,0
495,0.592,1.932,1.134,0.377,-0.144,0.0,0
496,0.923,1.589,-0.289,0.202,-0.081,0.0,0
497,0.655,1.112,1.743,0.534,-0.287,1.0,0
498,0.491,2.945,-0.426,-0.217,-0.147,0.0,0
499,0.347,0.475,1.795,1.571,1.502,1.0,0
0,0.737,2.504,-0.467,0.255,-0.257,0.0,1
1,1.601,2.2,1.09,0.576,-0.168,0.0,1
2,2.131,1.245,0.448,0.45,0.656,0.0,1
3,0.208,0.406,0.625,1.704,1.572,1.0,1
4,0.345,1.708,0.567,0.246,0.138,0.0,1
5,1.364,0.808,1.355,-0.511,-0.38,1.0,1
6,0.598,1.798,0.479,-0.177,0.0,0.0,1
7,0.4,1.334,1.457,1.883,0.0,1.0,1
8,0.292,1.056,2.459,-0.652,-0.338,0.0,1
9,0.794,1.828,0.782,0.201,0.12,0.0,1
10,1.047,2.068,1.532,-0.297,-0.138,1.0,1
11,0.352,0.733,2.174,1.247,1.489,1.0,1
12,0.312,0.847,0.564,1.911,-0.682,0.0,1
13,2.957,0.36,1.436,-0.266,-0.128,0.0,1
14,0.58,1.224,1.911,1.786,-0.516,1.0,1
15,0.788,2.615,1.061,0.653,0.542,1.0,1
16,0.062,0.311,0.418,-0.534,0.0,0.0,1
17,0.207,0.799,1.264,2.152,-0.641,0.0,1
18,0.639,2.275,1.741,-0.418,-0.247,0.0,1
19,-0.15,1.436,2.41,-0.653,0.0,0.0,1
20,0.528,3.087,-0.664,-0.29,-0.186,0.0,1
21,2.041,0.906,0.385,0.279,0.474,0.0,1
22,0.544,0.698,2.078,-0.483,0.685,1.0,1
23,0.487,2.897,-0.553,0.567,0.831,1.0,1
24,0.271,0.641,0.805,2.283,-1.064,1.0,1
25,0.122,0.434,1.069,2.338,0.0,0.0,1
26,1.067,2.209,-0.336,-0.142,0.106,0.0,1
27,0.249,1.039,3.199,-0.81,-0.372,0.0,1
28,1.181,1.305,0.7,1.809,-0.498,0.0,1
29,0.296,0.73,2.632,-0.761,0.493,1.0,1
30,1.594,0.578,0.174,0.153,0.075,0.0,1
31,0.726,1.023,0.354,-0.1,0.069,0.0,1
32,0.899,2.203,-0.392,-0.202,0.25,0.0,1
33,0.371,0.535,1.803,1.079,-0.646,1.0,1
34,0.79,2.192,-0.436,0.264,-0.166,0.0,1
35,0.27,2.773,-0.448,0.247,0.156,0.0,1
36,0.448,2.024,0.899,0.33,0.0,0.0,1
37,0.857,2.735,-0.45,-0.187,-0.199,0.0,1
38,0.212,1.31,2.543,-0.806,0.0,0.0,1
39,0.583,2.523,0.658,0.295,0.246,0.0,1
40,1.079,2.734,0.668,0.416,0.213,1.0,1
41,0.553,2.923,-0.427,-0.215,0.19,0.0,1
42,0.091,0.283,0.337,0.456,0.0,0.0,1
43,0.904,1.135,1.596,-0.505,0.859,1.0,1
44,0.338,1.216,2.052,0.729,-0.238,0.0,1
45,0.123,0.808,1.178,-0.971,-0.361,0.0,1
46,0.129,0.355,0.724,1.469,0.0,0.0,1
47,0.811,2.87,-0.51,-0.232,0.388,0.0,1
48,2.696,-0.22,0.158,0.09,0.078,0.0,1
49,1.157,2.253,1.342,-0.457,-0.158,1.0,1
50,0.158,0.281,0.389,1.072,1.464,0.0,1
51,1.053,0.573,1.927,1.495,-0.636,1.0,1
52,0.834,2.046,0.955,1.252,-0.456,1.0,1
53,2.734,0.495,-0.106,0.07,0.051,0.0,1
54,0.331,1.65,2.153,-0.58,-0.278,0.0,1
55,1.441,0.97,0.396,0.265,-0.164,0.0,1
56,0.079,0.355,0.635,0.519,-0.39,0.0,1
57,3.909,0.584,-0.13,-0.087,0.057,0.0,1
58,0.325,0.854,1.639,1.221,1.817,1.0,1
59,0.524,2.181,-0.506,0.329,0.0,0.0,1
60,0.458,0.77,0.527,1.142,0.997,1.0,1
61,0.28,2.032,0.499,0.287,-0.125,0.0,1
62,2.772,-0.26,-0.115,-0.086,0.134,0.0,1
63,0.453,1.44,2.064,-0.478,0.375,0.0,1
64,0.629,2.94,-0.743,0.313,0.0,0.0,1
65,-0.115,0.619,0.902,1.714,-0.828,1.0,1
66,0.58,2.541,-0.342,-0.165,0.153,0.0,1
67,0.692,2.444,-0.529,-0.199,0.0,0.0,1
68,0.73,2.527,0.681,0.426,-0.481,0.0,1
69,2.315,0.831,-0.138,0.081,0.098,0.0,1
70,0.687,1.871,0.637,0.378,-0.286,1.0,1
71,1.841,0.911,0.342,0.199,-0.323,0.0,1
72,0.522,0.539,1.575,1.194,1.138,1.0,1
73,1.302,1.719,-0.343,-0.388,1.409,0.0,1
74,0.252,2.056,0.794,0.26,0.168,0.0,1
75,1.063,2.585,-0.415,-0.175,-0.116,0.0,1
76,0.699,1.203,1.834,0.804,0.999,1.0,1
77,0.364,2.511,-0.373,0.233,-0.341,0.0,1
78,0.116,0.471,0.873,2.121,-0.681,1.0,1
79,1.301,2.515,1.07,0.553,-0.166,0.0,1
80,0.095,0.496,0.329,0.523,1.063,0.0,1
81,0.443,0.705,0.759,1.27,0.92,1.0,1
82,0.651,2.023,1.176,-0.344,-0.18,0.0,1
83,2.013,2.143,-0.487,0.522,0.291,0.0,1
84,0.48,0.509,1.364,1.578,-0.978,1.0,1
85,0.748,1.16,0.798,0.896,0.821,1.0,1
86,0.628,2.801,0.76,0.493,0.981,0.0,1
87,0.493,2.278,0.537,1.631,-0.415,0.0,1
88,0.411,2.611,-0.561,0.349,-0.162,0.0,1
89,3.603,0.538,0.434,-0.097,-0.057,0.0,1
90,1.799,2.156,0.795,-0.197,0.201,0.0,1
91,0.486,1.117,0.534,-0.587,1.164,1.0,1
92,1.065,2.259,-0.486,0.252,0.342,0.0,1
93,3.516,-0.361,0.173,0.084,0.069,0.0,1
94,-0.188,1.595,2.108,0.716,-0.332,0.0,1
95,0.356,0.807,1.508,1.552,-1.006,1.0,1
96,2.991,0.411,-0.115,0.109,0.104,0.0,1
97,2.409,0.29,0.153,0.162,-0.061,0.0,1
98,0.226,0.807,2.147,-0.703,0.395,0.0,1
99,0.183,1.354,2.581,-0.754,-0.324,0.0,1
100,0.573,0.733,2.036,-0.445,0.642,1.0,1
101,1.696,1.867,-0.27,0.139,0.158,0.0,1
102,0.319,1.171,0.956,1.831,-0.771,1.0,1
103,0.371,2.472,2.174,-0.429,-0.19,1.0,1
104,0.303,2.016,-0.448,0.305,-0.123,0.0,1
105,1.836,0.751,0.152,0.134,-0.158,0.0,1
106,2.745,-0.224,0.171,0.097,0.073,0.0,1
107,0.433,2.88,0.945,0.65,-0.23,1.0,1
108,0.807,2.168,0.714,0.84,0.58,1.0,1
109,0.285,0.786,0.953,-0.399,0.0,1.0,1
110,0.403,0.357,1.871,1.133,-0.724,1.0,1
111,0.907,1.536,0.369,0.114,0.0,0.0,1
112,0.233,1.469,2.062,1.012,1.114,0.0,1
113,1.041,2.6,-0.384,-0.157,-0.107,0.0,1
114,0.891,2.921,0.797,0.537,0.432,0.0,1
115,0.415,1.521,2.727,-0.666,-0.323,0.0,1
116,0.076,0.256,0.232,0.389,-0.342,0.0,1
117,-0.064,0.499,0.744,1.58,-0.992,1.0,1
118,0.515,1.952,1.204,-0.345,-0.175,0.0,1
119,0.92,1.144,2.172,0.776,0.471,1.0,1
120,0.729,2.055,-0.436,-0.183,0.165,0.0,1
121,0.103,0.576,0.331,0.82,0.0,1.0,1
122,0.199,1.424,1.878,-0.653,-0.339,0.0,1
123,0.408,0.563,1.687,1.186,-0.912,1.0,1
124,0.109,0.517,0.866,1.565,-0.879,1.0,1
125,0.349,0.794,2.317,0.913,1.411,1.0,1
126,0.333,0.408,1.404,1.46,-0.751,0.0,1
127,0.556,3.059,1.234,0.61,-0.238,0.0,1
128,2.039,1.226,0.508,0.35,-0.135,0.0,1
129,0.31,0.953,1.54,1.066,-0.639,1.0,1
130,0.4,3.424,-0.563,-0.259,-0.152,0.0,1
131,3.041,0.446,-0.122,0.089,0.077,0.0,1
132,0.455,2.558,-0.656,0.573,1.14,0.0,1
133,0.197,1.416,2.061,-0.848,-0.299,0.0,1
134,0.518,1.251,-0.303,-0.118,-0.073,0.0,1
135,0.377,0.522,1.817,1.39,-0.38,0.0,1
136,2.302,0.351,-0.09,-0.052,0.045,0.0,1
137,1.312,2.591,0.874,0.534,-0.175,0.0,1
138,0.308,2.052,-0.397,0.273,0.114,0.0,1
139,0.538,1.103,1.581,-0.509,-0.267,1.0,1
140,0.389,2.467,0.795,0.688,1.2,0.0,1
141,0.334,1.01,2.931,-0.842,0.0,0.0,1
142,1.182,2.344,-0.414,-0.178,-0.119,0.0,1
143,0.996,2.348,-0.41,-0.202,0.0,0.0,1
144,0.209,0.617,0.883,1.338,0.705,1.0,1
145,2.459,0.293,0.129,0.075,0.061,0.0,1
146,0.178,1.103,1.556,-0.458,0.0,0.0,1
147,0.321,0.648,0.388,1.075,0.0,1.0,1
148,1.16,1.236,-0.238,-0.093,-0.058,0.0,1
149,1.247,2.31,-0.321,-0.157,0.245,0.0,1
150,0.687,2.34,0.641,0.404,-0.406,0.0,1
151,0.318,0.964,0.848,-0.477,0.0,1.0,1
152,1.568,1.44,-0.223,0.129,-0.079,0.0,1
153,1.309,1.141,1.623,-0.508,-0.211,0.0,1
154,1.528,0.54,0.179,0.149,0.07,0.0,1
155,0.044,0.301,0.313,0.459,-0.43,0.0,1
156,0.234,1.176,0.888,0.714,0.0,1.0,1
157,0.231,0.661,2.467,1.153,1.191,1.0,1
158,1.304,2.081,-0.348,-0.199,0.177,0.0,1
159,0.243,1.265,2.289,-0.524,0.0,0.0,1
160,2.026,1.547,-0.264,-0.085,0.088,0.0,1
161,3.067,-0.27,0.438,0.21,-0.082,0.0,1
162,0.404,2.028,-0.358,-0.176,-0.096,0.0,1
163,0.11,0.626,0.914,2.22,0.0,1.0,1
164,0.925,2.303,-0.408,-0.144,-0.084,0.0,1
165,0.359,1.105,2.39,-0.658,0.947,1.0,1
166,0.432,0.615,1.981,-0.682,0.457,1.0,1
167,0.119,0.604,0.831,2.457,-0.836,0.0,1
168,2.203,-0.374,-0.128,-0.092,-0.065,0.0,1
169,0.764,2.766,-0.448,-0.218,-0.132,0.0,1
170,0.636,0.675,1.915,1.532,0.726,1.0,1
171,0.883,2.215,-0.452,0.337,-0.215,0.0,1
172,0.075,0.376,0.311,0.424,0.0,0.0,1
173,0.738,0.57,2.037,-0.591,0.39,1.0,1
174,1.126,2.533,-0.339,0.183,-0.11,0.0,1
175,0.068,0.272,0.47,1.286,0.0,0.0,1
176,0.253,0.406,0.468,1.567,1.672,0.0,1
177,1.441,0.97,0.396,0.265,-0.163,0.0,1
178,3.5,-0.292,0.161,-0.086,-0.085,0.0,1
179,1.607,2.311,-0.381,0.222,0.163,0.0,1
180,0.34,0.757,2.362,0.896,0.515,0.0,1
181,1.102,0.874,1.714,0.641,-0.258,1.0,1
182,0.763,3.172,-0.441,-0.194,-0.135,0.0,1
183,0.127,0.522,0.881,1.744,0.0,1.0,1
184,0.486,1.584,1.699,-0.48,-0.233,0.0,1
185,0.242,0.421,-0.247,1.066,1.571,1.0,1
186,3.087,-0.304,0.15,-0.072,0.057,0.0,1
187,0.255,0.659,1.591,1.318,0.7,0.0,1
188,0.401,1.784,1.217,0.458,-0.284,0.0,1
189,2.398,1.156,-0.248,-0.077,0.0,0.0,1
190,0.454,0.99,1.292,0.833,2.049,1.0,1
191,3.074,0.471,-0.12,-0.069,-0.049,0.0,1
192,0.37,0.517,1.821,2.47,-0.766,1.0,1
193,0.12,0.715,0.427,0.846,0.0,1.0,1
194,1.406,2.253,-0.535,-0.201,0.1,0.0,1
195,0.193,1.16,1.667,-0.594,0.0,0.0,1
196,0.273,2.073,0.627,0.313,0.0,0.0,1
197,0.257,1.15,1.834,-0.751,-0.301,0.0,1
198,0.515,1.152,0.964,1.276,1.732,1.0,1
199,2.302,0.619,-0.093,0.086,0.052,0.0,1
200,0.135,0.436,-0.691,1.634,1.761,0.0,1
201,0.521,1.331,2.356,0.887,-0.3,1.0,1
202,0.451,1.433,-0.363,-0.198,-0.189,0.0,1
203,0.093,0.281,0.371,0.441,0.0,0.0,1
204,0.344,0.931,2.588,-1.01,-0.41,0.0,1
205,3.414,-0.243,0.187,-0.081,0.082,0.0,1
206,2.17,-0.458,0.274,0.264,-0.124,0.0,1
207,0.385,2.497,0.684,0.532,-0.406,0.0,1
208,1.944,-0.434,-0.145,-0.079,-0.056,0.0,1
209,0.551,0.418,2.13,0.91,0.485,1.0,1
210,0.807,1.647,1.476,1.16,-0.411,1.0,1
211,0.62,1.865,1.31,1.097,0.994,0.0,1
212,0.355,1.684,1.279,0.477,-0.231,0.0,1
213,1.309,0.768,1.78,1.657,-0.414,1.0,1
214,3.496,-0.273,0.18,0.11,-0.06,0.0,1
215,0.255,0.747,1.72,0.953,0.448,1.0,1
216,0.508,2.252,0.998,0.403,-0.207,0.0,1
217,1.109,2.796,-0.443,-0.199,0.278,0.0,1
218,0.234,1.459,2.048,1.016,1.183,0.0,1
219,0.315,2.086,-0.505,0.343,-0.136,0.0,1
220,0.907,1.676,0.617,0.197,-0.13,0.0,1
221,2.756,0.266,0.158,0.194,-0.063,0.0,1
222,0.462,2.713,0.884,0.481,0.242,0.0,1
223,0.543,0.486,0.788,1.553,-0.668,1.0,1
224,1.543,1.994,-0.283,-0.126,0.103,0.0,1
225,0.564,2.68,0.947,0.763,0.722,1.0,1
226,-0.164,1.49,1.931,0.699,0.0,0.0,1
227,0.117,0.509,0.828,0.749,0.0,1.0,1
228,0.162,0.705,1.06,2.135,-0.602,0.0,1
229,2.337,0.69,0.299,0.223,-0.393,0.0,1
230,0.236,0.368,0.404,1.22,2.13,0.0,1
231,0.534,2.848,-0.663,-0.215,-0.118,0.0,1
232,1.305,1.404,-0.301,-0.152,-0.109,0.0,1
233,0.891,1.352,1.66,0.861,0.854,1.0,1
234,0.559,2.521,1.509,0.648,-0.272,0.0,1
235,0.656,3.296,-0.554,0.722,0.378,1.0,1
236,0.558,0.41,1.943,-0.497,0.44,1.0,1
237,0.261,0.293,0.61,1.27,0.929,1.0,1
238,0.102,0.551,0.521,-0.624,2.719,0.0,1
239,0.43,0.597,1.02,2.424,-0.746,0.0,1
240,0.618,1.385,1.77,1.338,-0.361,1.0,1
241,0.745,2.821,-0.503,-0.249,0.884,0.0,1
242,0.867,2.49,-0.311,-0.157,-0.113,0.0,1
243,0.356,0.551,1.79,1.089,0.986,0.0,1
244,0.119,0.654,0.257,0.404,0.873,1.0,1
245,0.169,0.5,1.468,1.001,-1.017,0.0,1
246,0.714,1.3,1.784,-0.571,-0.206,0.0,1
247,2.796,0.551,0.577,0.687,0.401,0.0,1
248,0.308,1.214,0.546,0.307,0.0,0.0,1
249,0.472,3.394,-0.518,0.625,-0.199,0.0,1
250,1.141,0.732,0.151,0.088,0.089,0.0,1
251,0.235,0.673,1.025,1.332,-0.6,1.0,1
252,0.205,1.163,1.643,-0.499,-0.2,0.0,1
253,1.974,0.311,-0.082,0.072,-0.091,0.0,1
254,0.466,2.707,-0.678,0.617,1.006,0.0,1
255,0.125,0.446,0.441,1.127,0.0,0.0,1
256,0.642,2.501,0.739,0.526,-0.199,0.0,1
257,1.142,1.867,-0.351,-0.161,-0.11,0.0,1
258,0.187,0.474,0.548,0.996,0.0,1.0,1
259,1.101,2.678,-0.468,0.32,0.365,0.0,1
260,0.625,2.31,-0.523,-0.207,-0.101,0.0,1
261,1.317,0.82,1.56,1.641,-0.503,1.0,1
262,0.365,1.607,1.354,-0.462,0.0,0.0,1
263,0.616,0.753,2.194,-0.546,-0.23,1.0,1
264,0.151,0.577,1.302,1.116,0.0,0.0,1
265,2.713,0.666,1.063,-0.273,-0.106,0.0,1
266,0.66,1.695,0.99,0.264,0.15,0.0,1
267,0.146,0.612,1.355,2.002,-0.641,0.0,1
268,0.179,1.095,1.834,-0.514,0.0,0.0,1
269,0.243,1.585,1.824,1.145,1.123,0.0,1
270,2.026,1.041,0.429,0.522,0.615,0.0,1
271,0.532,1.06,0.93,2.435,-0.708,1.0,1
272,0.352,1.16,1.638,0.621,-0.535,0.0,1
273,1.746,1.608,-0.257,-0.123,-0.071,0.0,1
274,0.316,0.783,0.865,1.369,1.196,1.0,1
275,0.593,3.003,-0.508,-0.201,-0.142,0.0,1
276,-0.129,1.094,2.569,-0.844,-0.416,0.0,1
277,0.554,2.594,0.879,-0.513,1.205,0.0,1
278,2.241,0.78,0.341,-0.092,-0.053,0.0,1
279,0.675,2.148,-0.462,-0.216,-0.12,0.0,1
280,0.155,0.687,1.305,1.694,0.0,1.0,1
281,0.598,1.598,2.13,0.708,-0.255,1.0,1
282,1.634,0.493,0.12,0.122,-0.173,0.0,1
283,0.337,1.325,1.531,0.701,-0.457,1.0,1
284,1.437,1.91,1.583,0.563,-0.165,1.0,1
285,0.282,1.739,0.825,0.329,0.161,0.0,1
286,1.329,1.413,0.913,0.69,1.283,1.0,1
287,-0.193,1.33,2.367,-0.661,-0.348,0.0,1
288,0.582,3.252,-0.511,0.702,-0.25,0.0,1
289,1.925,0.892,0.355,0.315,1.147,0.0,1
290,0.111,0.59,0.694,2.544,0.0,0.0,1
291,-0.104,-0.438,-0.816,-0.886,0.0,1.0,1
292,0.492,2.604,-0.594,0.313,-0.147,0.0,1
293,0.218,1.486,0.742,0.661,-0.224,0.0,1
294,0.348,0.602,2.488,-0.748,0.714,1.0,1
295,0.825,0.834,0.192,0.083,0.085,0.0,1
296,1.271,2.311,-0.337,-0.152,0.201,0.0,1
297,0.983,1.108,0.327,-0.082,0.062,0.0,1
298,0.406,1.016,1.186,2.047,0.0,1.0,1
299,2.631,1.024,0.564,0.812,0.315,0.0,1
300,0.223,1.357,1.34,-0.372,-0.238,0.0,1
301,0.498,3.28,-0.608,-0.242,0.0,0.0,1
302,0.691,0.817,2.021,-0.679,-0.684,1.0,1
303,0.465,1.193,1.433,1.55,-0.688,1.0,1
304,0.107,0.392,0.376,0.874,1.125,0.0,1
305,0.29,1.224,2.774,-0.656,-0.308,0.0,1
306,0.279,0.892,2.474,-0.53,-0.307,0.0,1
307,0.572,2.468,1.182,0.83,-0.371,1.0,1
308,1.021,0.494,1.73,0.887,-0.244,1.0,1
309,1.092,3.108,-0.643,-0.263,0.162,0.0,1
310,0.81,1.545,-0.303,0.181,-0.087,0.0,1
311,0.442,0.976,2.113,-0.532,-0.387,0.0,1
312,2.437,1.412,0.43,0.15,0.309,0.0,1
313,2.509,0.448,1.68,-0.387,-0.146,0.0,1
314,0.404,1.029,2.73,-0.799,-0.338,0.0,1
315,1.4,1.01,0.296,0.159,-0.166,0.0,1
316,0.794,0.514,1.248,2.127,-0.652,0.0,1
317,0.456,1.513,2.206,-0.545,0.0,0.0,1
318,0.134,0.334,0.428,1.189,0.0,0.0,1
319,1.235,1.996,-0.359,0.21,0.141,0.0,1
320,0.162,0.451,0.517,0.79,0.0,1.0,1
321,1.147,0.598,1.717,0.635,-0.248,1.0,1
322,1.127,2.254,-0.299,0.172,-0.16,0.0,1
323,0.238,0.454,1.589,1.38,0.692,0.0,1
324,0.811,2.064,-0.454,-0.342,1.431,0.0,1
325,2.389,1.318,0.691,0.912,-0.24,0.0,1
326,0.264,0.906,2.213,-0.609,-0.372,1.0,1
327,0.216,1.59,1.132,0.486,-0.201,0.0,1
328,0.605,2.452,-0.534,0.304,0.0,0.0,1
329,0.864,2.681,-0.484,-0.181,-0.12,0.0,1
330,0.191,0.787,1.295,1.728,-0.619,1.0,1
331,0.279,0.676,1.059,0.924,0.0,1.0,1
332,0.121,0.172,0.165,-0.439,1.005,1.0,1
333,0.266,1.055,2.807,-0.819,0.0,0.0,1
334,0.093,0.443,0.752,2.5,0.0,1.0,1
335,0.362,2.848,-0.601,0.483,0.694,0.0,1
336,0.106,0.387,0.835,0.639,0.0,1.0,1
337,0.265,1.079,2.209,-0.673,-0.831,1.0,1
338,0.679,2.482,-0.57,-0.218,-0.115,0.0,1
339,2.09,0.618,-0.098,0.068,-0.039,0.0,1
340,0.139,1.504,1.462,-0.766,0.0,0.0,1
341,3.568,-0.29,0.157,-0.071,-0.044,0.0,1
342,0.365,0.433,0.894,1.979,-0.535,0.0,1
343,0.578,1.929,-0.437,-0.193,0.0,0.0,1
344,1.203,1.319,0.321,0.196,0.163,0.0,1
345,0.148,0.435,0.924,2.222,-0.722,0.0,1
346,0.918,0.758,-0.161,0.075,-0.044,0.0,1
347,1.262,2.093,-0.414,0.213,0.166,0.0,1
348,1.7,2.193,0.514,0.222,-0.132,0.0,1
349,3.359,0.476,1.096,-0.264,-0.097,0.0,1
350,1.041,1.631,0.505,0.34,-0.262,0.0,1
351,2.469,0.32,0.113,0.082,0.063,0.0,1
352,0.828,2.132,-0.487,-0.205,-0.147,0.0,1
353,0.238,1.811,0.682,0.257,0.119,0.0,1
354,0.636,0.675,1.915,1.531,0.725,1.0,1
355,0.107,0.415,0.631,1.861,-0.632,1.0,1
356,0.27,2.186,0.949,-0.248,0.219,0.0,1
357,0.205,0.673,1.165,1.399,-0.4,0.0,1
358,2.13,1.266,0.434,0.484,0.764,0.0,1
359,2.063,1.161,-0.167,0.103,0.107,0.0,1
360,0.214,1.294,0.847,1.085,-0.415,0.0,1
361,0.685,3.172,-0.565,0.623,0.39,1.0,1
362,1.687,1.914,-0.315,-0.148,-0.101,0.0,1
363,0.743,1.36,-0.776,1.141,-0.308,1.0,1
364,0.383,1.272,1.29,0.585,-0.227,0.0,1
365,1.46,0.796,0.449,-0.114,-0.066,0.0,1
366,-0.233,0.69,1.364,-0.778,-0.532,0.0,1
367,0.307,0.846,2.121,1.537,1.264,1.0,1
368,0.935,1.688,0.593,0.627,-0.207,1.0,1
369,0.195,0.454,0.768,0.713,0.72,1.0,1
370,0.501,3.293,-0.55,0.312,0.375,0.0,1
371,0.841,1.726,0.504,0.306,-0.309,0.0,1
372,0.813,2.42,0.648,0.476,0.942,0.0,1
373,0.238,0.967,-0.338,-0.368,0.421,0.0,1
374,0.242,0.859,2.259,-0.688,0.0,0.0,1
375,0.736,2.022,-0.329,0.179,0.123,0.0,1
376,0.3,1.64,2.633,-0.795,0.0,0.0,1
377,0.762,1.809,0.869,0.456,0.298,1.0,1
378,0.456,2.315,1.872,0.703,-0.293,0.0,1
379,0.599,0.585,1.525,0.809,0.429,1.0,1
380,0.578,2.614,0.866,0.512,1.169,0.0,1
381,0.089,0.511,0.279,0.573,0.0,1.0,1
382,1.859,0.81,0.183,0.158,0.16,0.0,1
383,0.847,1.717,0.516,0.312,-0.322,0.0,1
384,0.278,2.076,0.841,1.383,-0.414,1.0,1
385,0.504,2.585,-0.577,0.309,-0.158,0.0,1
386,2.234,0.711,0.395,-0.215,0.438,0.0,1
387,0.108,0.305,0.386,-0.664,-1.016,0.0,1
388,0.15,1.057,0.645,1.318,1.157,1.0,1
389,0.287,0.814,1.049,1.082,-0.349,1.0,1
390,2.511,1.155,-0.241,-0.087,0.0,0.0,1
391,0.109,0.697,0.322,0.579,0.0,1.0,1
392,0.725,2.566,-0.518,-0.195,0.0,0.0,1
393,0.385,0.67,2.206,0.839,0.794,1.0,1
394,0.233,0.632,0.642,0.724,0.0,0.0,1
395,0.334,1.78,1.431,0.65,-0.232,0.0,1
396,0.307,2.908,-0.479,-0.19,0.205,0.0,1
397,-0.201,1.086,0.823,-0.403,0.201,0.0,1
398,0.216,0.376,0.622,1.729,1.369,1.0,1
399,1.349,2.589,-0.44,0.251,0.441,0.0,1
400,0.259,0.688,0.77,-1.048,0.0,0.0,1
401,0.495,2.469,-0.708,-0.278,-0.148,1.0,1
402,0.279,0.67,1.702,1.477,-0.447,0.0,1
403,3.026,-0.273,0.17,0.27,-0.095,0.0,1
404,0.618,1.016,2.178,-0.401,0.533,0.0,1
405,-0.105,0.697,1.461,0.0,0.0,1.0,1
406,0.355,1.816,2.572,-0.621,-0.272,0.0,1
407,0.349,0.801,0.72,1.195,1.344,1.0,1
408,0.251,1.268,0.739,0.863,0.0,1.0,1
409,2.007,1.997,-0.478,-0.163,-0.101,0.0,1
410,0.493,2.223,1.209,1.384,-0.442,1.0,1
411,0.547,1.069,1.007,2.259,-0.731,1.0,1
412,2.441,0.306,0.14,0.176,-0.065,0.0,1
413,0.594,0.557,2.291,1.121,0.557,1.0,1
414,0.162,1.153,1.582,-0.687,0.0,0.0,1
415,2.168,0.402,-0.122,-0.083,-0.051,0.0,1
416,0.371,2.428,0.809,0.357,0.204,0.0,1
417,1.192,2.808,0.933,-0.285,0.144,0.0,1
418,2.555,-0.242,0.209,0.188,-0.095,0.0,1
419,0.336,2.902,-0.662,0.552,1.028,0.0,1
420,0.401,-1.038,-1.317,-0.736,-0.35,0.0,1
421,1.056,2.294,1.553,-0.396,-0.163,1.0,1
422,0.375,2.21,1.43,1.029,0.0,0.0,1
423,1.158,2.391,1.307,-0.248,-0.129,1.0,1
424,1.335,1.345,-0.219,-0.089,-0.055,0.0,1
425,0.367,1.526,1.57,1.01,1.05,0.0,1
426,2.652,0.972,0.252,0.083,-0.052,0.0,1
427,1.265,2.212,-0.34,-0.167,0.337,0.0,1
428,0.577,2.804,-0.435,1.197,-0.349,0.0,1
429,0.647,2.709,-0.576,0.369,0.56,1.0,1
430,1.126,0.591,0.327,0.236,-0.176,0.0,1
431,0.223,0.603,0.703,2.053,1.019,1.0,1
432,0.11,0.421,0.735,-0.265,0.0,0.0,1
433,2.815,0.729,-0.147,0.22,-0.088,0.0,1
434,0.238,1.615,1.22,-0.487,0.0,0.0,1
435,0.446,0.59,2.048,0.884,0.666,1.0,1
436,0.344,1.503,0.948,-0.319,0.459,0.0,1
437,3.168,0.722,0.277,-0.205,0.589,0.0,1
438,1.101,0.717,-0.101,0.068,-0.068,0.0,1
439,0.159,0.701,1.044,2.069,-0.623,0.0,1
440,0.796,0.545,1.334,2.268,-0.653,0.0,1
441,0.629,2.673,1.008,0.403,-0.177,0.0,1
442,0.074,0.373,0.308,0.423,0.0,0.0,1
443,0.951,0.414,1.981,-0.633,0.34,1.0,1
444,0.31,-0.812,1.327,-0.465,0.513,1.0,1
445,3.246,-0.32,-0.14,0.111,-0.06,0.0,1
446,0.825,1.944,-0.342,0.167,0.0,0.0,1
447,0.104,0.508,1.077,0.0,0.0,0.0,1
448,0.369,1.723,1.396,-0.502,-0.282,0.0,1
449,1.591,1.104,1.237,0.729,0.636,1.0,1
450,0.19,0.496,0.893,1.781,-0.507,0.0,1
451,0.216,1.593,1.12,0.516,0.0,0.0,1
452,0.298,1.666,1.496,1.471,-0.607,1.0,1
453,0.313,2.116,1.494,0.734,0.318,0.0,1
454,0.515,2.105,1.592,-0.564,0.0,0.0,1
455,0.89,2.261,-0.527,-0.224,0.154,0.0,1
456,0.18,0.944,2.27,-0.601,0.0,0.0,1
