,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,real_identifier
176,0.0,0.0,0.0,0.0,20.0,731.9,0.0,0.0121,0.0,0.0,1.0,3.0,2.0,1.0,2.0,0.0,0.0,0.0,0
177,4.0,130.8,2.0,80.0,10.0,280.9,0.0156,0.0352,0.0,0.0,4.0,2.0,2.0,6.0,6.0,2.0,1.0,0.0,0
178,0.0,0.0,0.0,0.0,25.0,901.3,0.0093,0.0289,0.0,0.0,7.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0
179,2.0,90.0,1.0,45.0,14.0,421.1,0.0119,0.0298,0.0,0.0,6.0,2.0,2.0,5.0,5.0,2.0,0.0,0.0,0
180,0.0,0.0,0.0,0.0,18.0,651.8,0.0,0.0145,0.0,0.0,2.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0
181,1.0,60.0,0.0,0.0,12.0,381.9,0.0071,0.0221,0.0,0.0,5.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0
182,5.0,151.9,3.0,100.0,16.0,561.2,0.0162,0.0385,0.0,0.0,4.0,2.0,2.0,4.0,5.0,2.0,1.0,0.0,0
183,0.0,0.0,0.0,0.0,22.0,819.1,0.0,0.0119,0.0,0.0,6.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0
184,2.0,81.2,3.0,213.0,32.0,622.3,0.0081,0.0234,0.0,0.0,3.0,3.0,3.0,5.0,4.0,2.0,0.0,0.0,0
185,5.0,191.8,2.0,105.0,41.0,936.5,0.0059,0.0183,3.2,0.0,2.0,2.0,4.0,2.0,5.0,2.0,0.0,1.0,0
186,1.0,14.5,1.0,57.0,29.0,581.2,0.0119,0.0362,0.0,0.0,8.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0
187,4.0,64.8,4.0,284.0,35.0,751.1,0.0065,0.0211,2.1,0.0,9.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,0
188,3.0,43.2,2.0,124.0,26.0,523.8,0.0093,0.0275,0.0,0.0,6.0,2.0,5.0,1.0,4.0,2.0,0.0,0.0,0
189,6.0,216.0,3.0,187.0,39.0,859.3,0.0049,0.0162,1.9,0.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,1.0,0
190,2.0,59.5,1.0,73.0,23.0,484.9,0.0073,0.0228,0.0,0.0,4.0,3.0,4.0,2.0,2.0,2.0,0.0,0.0,0
191,5.0,185.5,4.0,251.0,42.0,944.8,0.0061,0.0195,4.5,0.0,7.0,2.0,3.0,6.0,1.0,2.0,0.0,1.0,0
192,1.0,10.0,2.0,93.0,19.0,432.1,0.0105,0.0319,0.0,0.0,3.0,1.0,2.0,4.0,5.0,2.0,0.0,0.0,0
193,4.0,93.2,3.0,201.0,38.0,830.4,0.0055,0.0181,3.5,0.0,2.0,3.0,5.0,3.0,4.0,2.0,0.0,1.0,0
194,1.0,22.5,0.0,0.0,12.0,671.25,0.007,0.015,0.0,0.0,6.0,4.0,1.0,2.0,3.0,2.0,0.0,0.0,0
195,0.0,0.0,3.0,82.5,25.0,1200.0,0.005,0.02,0.0,0.0,5.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0
196,4.0,100.0,0.0,0.0,20.0,900.0,0.01,0.025,0.0,0.0,8.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,0
197,0.0,0.0,2.0,49.0,15.0,750.0,0.006,0.018,0.0,0.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,0
198,2.0,50.0,0.0,0.0,10.0,500.0,0.008,0.02,0.0,0.0,9.0,4.0,2.0,2.0,3.0,2.0,0.0,0.0,0
199,1.0,25.0,1.0,25.0,8.0,400.0,0.007,0.015,0.0,0.0,6.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0
200,3.0,75.0,0.0,0.0,12.0,600.0,0.009,0.022,0.0,0.0,7.0,3.0,2.0,4.0,2.0,2.0,0.0,0.0,0
201,0.0,0.0,4.0,100.0,20.0,1000.0,0.006,0.018,0.0,0.0,5.0,4.0,1.0,3.0,3.0,2.0,1.0,0.0,0
202,2.0,50.0,0.0,0.0,15.0,750.0,0.008,0.02,0.0,0.0,8.0,2.0,2.0,2.0,1.0,2.0,0.0,0.0,0
203,4.0,100.0,1.0,25.0,10.0,500.0,0.007,0.015,0.0,0.0,9.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0
204,2.0,56.4,1.0,16.9,31.0,1234.5,0.0115,0.0311,0.0,0.0,6.0,2.0,1.0,2.0,4.0,1.0,1.0,0.0,0
205,3.0,91.8,0.0,0.0,49.0,1556.2,0.0259,0.0583,0.0,0.0,3.0,1.0,3.0,4.0,2.0,2.0,0.0,0.0,0
206,1.0,39.9,0.0,0.0,22.0,1089.1,0.0068,0.0219,0.0,0.0,5.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0
207,4.0,115.5,0.0,0.0,35.0,1412.8,0.0192,0.0435,0.0,0.0,7.0,2.0,1.0,3.0,5.0,2.0,0.0,0.0,0
208,0.0,0.0,0.0,0.0,59.0,1492.6,0.0281,0.0622,0.0,0.0,2.0,1.0,4.0,2.0,3.0,1.0,1.0,0.0,0
209,2.0,67.3,1.0,20.5,41.0,1321.9,0.0145,0.0366,0.0,0.0,6.0,3.0,2.0,1.0,2.0,2.0,0.0,0.0,0
210,3.0,99.2,0.0,0.0,52.0,1585.3,0.0308,0.0661,0.0,0.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0
211,1.0,45.6,0.0,0.0,29.0,1149.4,0.0083,0.0245,0.0,0.0,5.0,1.0,3.0,3.0,4.0,2.0,0.0,0.0,0
212,4.0,127.1,0.0,0.0,38.0,1456.1,0.0229,0.0508,0.0,0.0,7.0,3.0,2.0,2.0,3.0,1.0,1.0,0.0,0
213,0.0,0.0,0.0,0.0,55.0,1511.9,0.0334,0.0715,0.0,0.0,3.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,0
214,1.0,23.1,0.0,0.0,15.0,512.3,0.0167,0.05,0.0,0.0,4.0,1.0,1.0,5.0,7.0,2.0,0.0,0.0,0
215,0.0,0.0,2.0,30.0,25.0,1024.0,0.04,0.08,0.0,0.0,8.0,3.0,2.0,2.0,5.0,2.0,0.0,0.0,0
216,3.0,100.0,1.0,15.0,18.0,600.0,0.02,0.04,0.0,0.0,6.0,2.0,2.0,3.0,9.0,2.0,0.0,0.0,0
217,0.0,0.0,0.0,0.0,5.0,200.0,0.1,0.15,0.0,0.0,5.0,1.0,1.0,6.0,4.0,2.0,0.0,0.0,0
218,2.0,50.0,0.0,0.0,30.0,1200.0,0.03,0.06,0.0,0.0,9.0,3.0,2.0,1.0,11.0,2.0,0.0,0.0,0
219,0.0,0.0,1.0,10.0,10.0,400.0,0.05,0.1,0.0,0.0,7.0,2.0,2.0,4.0,6.0,2.0,0.0,0.0,0
220,1.0,20.0,0.0,0.0,20.0,800.0,0.02,0.04,0.0,0.0,6.0,1.0,1.0,5.0,8.0,2.0,0.0,0.0,0
221,0.0,0.0,2.0,40.0,15.0,600.0,0.04,0.08,0.0,0.0,8.0,3.0,2.0,2.0,5.0,2.0,0.0,0.0,0
222,3.0,120.0,1.0,25.0,25.0,1000.0,0.03,0.06,0.0,0.0,9.0,2.0,2.0,3.0,10.0,2.0,0.0,0.0,0
223,0.0,0.0,0.0,0.0,10.0,500.0,0.1,0.15,0.0,0.0,5.0,1.0,1.0,6.0,4.0,2.0,0.0,0.0,0
224,1.0,34.0,1.0,18.0,25.0,734.0,0.0,0.009,0.0,0.0,6.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0
225,3.0,75.0,0.0,0.0,35.0,1050.0,0.0,0.011,0.0,0.0,5.0,2.0,2.0,5.0,3.0,2.0,0.0,0.0,0
226,0.0,0.0,0.0,0.0,18.0,540.0,0.002,0.014,0.0,0.0,8.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0
227,2.0,50.0,1.0,15.0,20.0,600.0,0.0,0.01,0.0,0.0,7.0,2.0,2.0,3.0,2.0,2.0,1.0,0.0,0
228,4.0,120.0,0.0,0.0,30.0,900.0,0.0,0.012,0.0,0.0,6.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0
229,1.0,30.0,0.0,0.0,15.0,450.0,0.001,0.013,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,0
230,0.0,0.0,0.0,0.0,25.0,750.0,0.0,0.01,0.0,0.0,8.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0
231,3.0,90.0,1.0,20.0,28.0,840.0,0.0,0.011,0.0,0.0,7.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,0
232,2.0,60.0,0.0,0.0,22.0,660.0,0.001,0.014,0.0,0.0,6.0,2.0,2.0,4.0,2.0,2.0,1.0,0.0,0
233,0.0,0.0,0.0,0.0,20.0,600.0,0.002,0.012,0.0,0.0,5.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0
234,0.0,0.0,0.0,0.0,40.0,530.0,0.008,0.012,0.0,0.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,0
235,1.0,5.0,0.0,0.0,35.0,450.0,0.0,0.02,0.0,0.0,6.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,0
236,0.0,0.0,0.0,0.0,30.0,380.0,0.012,0.01,0.0,1.0,6.0,1.0,1.0,7.0,3.0,2.0,1.0,0.0,0
237,0.0,0.0,0.0,0.0,25.0,300.0,0.0,0.025,0.0,0.0,6.0,2.0,2.0,1.0,4.0,2.0,0.0,0.0,0
238,1.0,4.0,0.0,0.0,45.0,520.0,0.0,0.009,0.0,0.0,6.0,4.0,1.0,1.0,4.0,2.0,0.0,0.0,0
239,0.0,0.0,0.0,0.0,32.0,420.0,0.016,0.035,0.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0
240,0.0,0.0,0.0,0.0,10.0,140.0,0.18,0.16,0.0,0.0,4.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,0
241,0.0,0.0,0.0,0.0,15.0,350.0,0.0,0.006,0.0,0.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,0.0,0
242,0.0,0.0,0.0,0.0,7.0,350.0,0.0,0.042,0.0,0.0,6.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,0
243,2.0,32.0,0.0,0.0,28.0,830.0,0.0,0.016,0.0,0.0,7.0,1.0,1.0,4.0,8.0,2.0,1.0,0.0,0
244,1.0,34.0,0.0,0.0,48.0,2019.0,0.0121,0.021,0.0,0.2,5.0,2.0,2.0,1.0,10.0,2.0,0.0,0.0,0
245,0.0,0.0,1.0,29.0,61.0,3519.0,0.0063,0.018,3.0,0.0,9.0,1.0,1.0,9.0,5.0,2.0,0.0,1.0,0
246,3.0,123.0,0.0,0.0,42.0,1980.0,0.015,0.028,0.0,0.6,4.0,2.0,2.0,6.0,8.0,2.0,1.0,0.0,0
247,1.0,50.0,0.0,0.0,53.0,3019.0,0.0095,0.023,0.0,0.0,1.0,1.0,1.0,1.0,12.0,2.0,0.0,0.0,0
248,2.0,76.0,1.0,41.0,59.0,4219.0,0.0072,0.02,2.0,0.4,10.0,2.0,2.0,1.0,15.0,2.0,0.0,1.0,0
249,0.0,0.0,0.0,0.0,46.0,2619.0,0.013,0.026,0.0,0.0,8.0,1.0,1.0,9.0,7.0,2.0,1.0,0.0,0
250,4.0,145.0,0.0,0.0,50.0,3819.0,0.011,0.024,0.0,0.2,3.0,2.0,2.0,6.0,11.0,2.0,0.0,0.0,0
251,1.0,29.0,0.0,0.0,58.0,4419.0,0.0085,0.022,1.0,0.0,2.0,1.0,1.0,1.0,14.0,2.0,0.0,1.0,0
252,3.0,98.0,1.0,36.0,52.0,3219.0,0.0099,0.025,0.0,0.4,6.0,2.0,2.0,1.0,9.0,2.0,0.0,0.0,0
253,0.0,0.0,0.0,0.0,49.0,2819.0,0.014,0.027,0.0,0.0,5.0,1.0,1.0,9.0,6.0,2.0,1.0,0.0,0
254,1.0,10.0,0.0,0.0,29.0,1054.4444,0.0,0.0085,0.0,0.0,5.0,3.0,1.0,1.0,10.0,2.0,0.0,0.0,0
255,0.0,0.0,0.0,0.0,41.0,1622.8889,0.0,0.0123,0.0,0.0,2.0,2.0,3.0,4.0,6.0,2.0,1.0,0.0,0
256,5.0,250.0,0.0,0.0,27.0,1011.1111,0.0,0.0056,0.0,0.0,10.0,3.0,2.0,2.0,8.0,2.0,0.0,0.0,0
257,2.0,80.0,0.0,0.0,31.0,1205.3333,0.0,0.0099,0.0,0.0,6.0,2.0,1.0,3.0,5.0,2.0,0.0,0.0,0
258,0.0,0.0,0.0,0.0,23.0,897.6667,0.0,0.0072,0.0,0.0,4.0,3.0,4.0,1.0,9.0,2.0,1.0,0.0,0
259,4.0,160.0,0.0,0.0,19.0,731.1111,0.0,0.0063,0.0,0.0,1.0,2.0,2.0,4.0,7.0,2.0,0.0,0.0,0
260,0.0,0.0,0.0,0.0,39.0,1526.6667,0.0,0.0102,0.0,0.0,3.0,3.0,1.0,2.0,11.0,2.0,0.0,0.0,0
261,3.0,120.0,0.0,0.0,35.0,1361.1111,0.0,0.0081,0.0,0.0,8.0,2.0,3.0,3.0,6.0,2.0,1.0,0.0,0
262,1.0,40.0,0.0,0.0,17.0,658.3333,0.0,0.0059,0.0,0.0,9.0,3.0,2.0,1.0,8.0,2.0,0.0,0.0,0
263,0.0,0.0,0.0,0.0,25.0,969.3333,0.0,0.0076,0.0,0.0,7.0,2.0,1.0,4.0,5.0,2.0,0.0,0.0,0
264,2.0,80.0,0.0,0.0,21.0,815.6667,0.0,0.0067,0.0,0.0,5.0,3.0,4.0,2.0,9.0,2.0,1.0,0.0,0
265,0.0,0.0,0.0,0.0,41.0,1231.419,0.004,0.018,0.0,0.0,8.0,2.0,3.0,5.0,1.0,2.0,0.0,0.0,0
266,1.0,67.8,0.0,0.0,14.0,512.529,0.015,0.038,0.0,0.0,4.0,1.0,1.0,2.0,4.0,0.0,0.0,0.0,0
267,0.0,0.0,0.0,0.0,29.0,956.111,0.007,0.021,0.0,0.0,3.0,3.0,5.0,4.0,2.0,2.0,0.0,0.0,0
268,3.0,201.9,0.0,0.0,11.0,430.8,0.01,0.032,0.0,0.0,2.0,2.0,4.0,6.0,3.0,0.0,0.0,0.0,0
269,0.0,0.0,0.0,0.0,48.0,1742.235,0.003,0.014,0.0,0.0,9.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,0
270,1.0,90.1,0.0,0.0,20.0,729.429,0.012,0.029,0.0,0.0,7.0,2.0,3.0,1.0,4.0,0.0,0.0,0.0,0
271,0.0,0.0,0.0,0.0,8.0,381.875,0.023,0.04,0.0,0.0,6.0,3.0,1.0,5.0,5.0,2.0,0.0,1.0,0
272,2.0,118.2,0.0,0.0,35.0,1156.571,0.005,0.019,0.0,0.0,1.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0
273,0.0,0.0,0.0,0.0,5.0,356.2,0.02,0.036,0.0,0.0,5.0,1.0,5.0,2.0,3.0,2.0,0.0,0.0,0
274,3.0,246.9,0.0,0.0,18.0,672.5,0.008,0.024,0.0,0.0,8.0,3.0,4.0,6.0,1.0,0.0,0.0,0.0,0
275,3.0,142.8,0.0,0.0,25.0,1043.4,0.013,0.026,0.0,0.0,3.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,0
276,1.0,51.9,0.0,0.0,41.0,2011.9,0.017,0.033,0.0,0.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0
277,11.0,439.1,2.0,18.0,69.0,3519.9,0.008,0.015,0.0,0.0,9.0,6.0,1.0,3.0,1.0,2.0,1.0,1.0,0
278,5.0,251.1,0.0,0.0,29.0,1256.5,0.01,0.02,0.0,0.0,4.0,1.0,1.0,6.0,1.0,2.0,0.0,0.0,0
279,2.0,115.4,0.0,0.0,49.0,2461.8,0.012,0.024,0.0,0.0,0.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0
280,3.0,163.9,0.0,0.0,33.0,1439.1,0.023,0.045,0.0,0.0,7.0,2.0,2.0,9.0,1.0,2.0,0.0,0.0,0
281,0.0,0.0,0.0,0.0,15.0,373.9,0.05,0.08,0.0,0.6,6.0,3.0,2.0,1.0,13.0,2.0,0.0,0.0,0
282,0.0,0.0,0.0,0.0,12.0,631.2,0.019,0.043,10.8,0.0,6.0,1.0,1.0,1.0,3.0,2.0,0.0,0.0,0
283,0.0,0.0,0.0,0.0,2.0,20.0,0.2,0.2,0.0,0.0,5.0,3.0,2.0,3.0,1.0,2.0,0.0,0.0,0
284,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.0,0.4,6.0,4.0,1.0,4.0,3.0,2.0,0.0,0.0,0
285,8.0,108.0,0.0,0.0,18.0,541.0,0.011,0.0095,0.0,0.2,3.0,1.0,3.0,5.0,1.0,2.0,1.0,0.0,0
286,2.0,32.0,0.0,0.0,15.0,392.0,0.027,0.0121,0.0,0.0,9.0,4.0,1.0,6.0,3.0,2.0,0.0,0.0,0
287,0.0,0.0,0.0,0.0,22.0,901.0,0.0,0.01,0.0,0.6,2.0,3.0,2.0,4.0,2.0,2.0,1.0,0.0,0
288,5.0,65.0,1.0,10.0,20.0,731.0,0.018,0.009,0.0,0.0,10.0,2.0,4.0,3.0,1.0,2.0,0.0,0.0,0
289,1.0,28.0,0.0,0.0,16.0,481.0,0.023,0.0125,0.0,0.4,4.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,0
290,0.0,0.0,0.0,0.0,19.0,656.0,0.0,0.0092,0.0,0.0,11.0,4.0,2.0,5.0,2.0,2.0,0.0,0.0,0
291,4.0,59.0,0.0,0.0,24.0,822.0,0.015,0.0103,0.0,0.8,12.0,3.0,1.0,6.0,1.0,2.0,1.0,0.0,0
292,3.0,46.0,0.0,0.0,14.0,413.0,0.025,0.0119,0.0,0.2,5.0,2.0,4.0,8.0,3.0,2.0,0.0,0.0,0
293,0.0,0.0,0.0,0.0,25.0,940.0,0.0,0.0085,0.0,0.0,7.0,1.0,3.0,9.0,2.0,2.0,1.0,0.0,0
294,2.0,38.0,1.0,11.0,17.0,524.0,0.02,0.0101,0.0,0.6,8.0,4.0,2.0,3.0,1.0,2.0,0.0,0.0,0
295,2.0,123.4,0.0,0.0,25.0,1023.1,0.0067,0.0192,1.2345,0.0,2.0,3.0,1.0,4.0,15.0,2.0,0.0,0.0,0
296,1.0,56.7,1.0,201.0,41.0,2019.2,0.0123,0.0345,0.0,0.0,6.0,2.0,4.0,8.0,5.0,2.0,1.0,1.0,0
297,5.0,201.1,0.0,0.0,19.0,812.3,0.0078,0.0231,3.1415,0.0,9.0,1.0,3.0,6.0,18.0,2.0,0.0,0.0,0
298,0.0,0.0,0.0,0.0,67.0,3021.4,0.0099,0.0278,0.0,0.0,5.0,3.0,2.0,2.0,11.0,2.0,0.0,0.0,0
299,4.0,189.2,1.0,250.0,35.0,1401.9,0.0055,0.0211,2.3456,0.0,10.0,2.0,1.0,5.0,7.0,2.0,1.0,1.0,0
300,6.0,251.5,0.0,0.0,23.0,1002.5,0.0082,0.0259,1.6789,0.0,4.0,3.0,4.0,9.0,12.0,2.0,0.0,0.0,0
301,3.0,143.9,0.0,0.0,51.0,2401.1,0.0103,0.0304,0.0,0.0,7.0,2.0,2.0,1.0,9.0,2.0,0.0,0.0,0
302,8.0,275.8,1.0,201.0,29.0,1202.1,0.0062,0.0225,3.4567,0.0,3.0,1.0,3.0,4.0,16.0,2.0,1.0,1.0,0
303,1.0,67.1,0.0,0.0,43.0,2003.2,0.0091,0.0267,0.0,0.0,8.0,3.0,2.0,6.0,14.0,2.0,0.0,0.0,0
304,7.0,267.3,0.0,0.0,39.0,1802.3,0.0075,0.0249,2.9012,0.0,2.0,2.0,2.0,3.0,10.0,2.0,0.0,0.0,0
305,0.0,0.0,0.0,0.0,11.0,421.421,0.008,0.018,0.0,0.0,8.0,3.0,2.0,2.0,3.0,2.0,0.0,0.0,0
306,3.0,201.0,0.0,0.0,5.0,91.0,0.0,0.06,0.0,0.0,4.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0
307,0.0,0.0,0.0,0.0,3.0,56.0,0.0,0.12,0.0,0.0,7.0,2.0,2.0,3.0,3.0,2.0,1.0,0.0,0
308,0.0,0.0,0.0,0.0,2.0,234.0,0.0,0.1,0.0,0.0,6.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,0
309,0.0,0.0,0.0,0.0,15.0,326.75,0.0,0.03,0.0,0.0,7.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0
310,0.0,0.0,0.0,0.0,1.0,0.0,0.25,0.25,0.0,0.0,9.0,4.0,1.0,2.0,1.0,2.0,0.0,0.0,0
311,10.0,123.6364,1.0,57.0,63.0,3456.8182,0.0007,0.0195,8.7654,0.0,5.0,2.0,2.0,1.0,10.0,2.0,0.0,0.0,0
312,2.0,35.8,0.0,0.0,67.0,1523.9565,0.0193,0.0404,17.8234,0.0,3.0,1.0,1.0,8.0,1.0,2.0,1.0,0.0,0
313,0.0,0.0,2.0,9.0,14.0,3083.5,0.0,0.0056,0.0,0.5,6.0,2.0,2.0,9.0,2.0,0.0,0.0,0.0,0
314,3.0,36.6,0.0,0.0,18.0,2321.3889,0.0,0.0131,0.0,0.0,7.0,2.0,2.0,8.0,2.0,2.0,1.0,0.0,0
315,3.0,78.0,2.0,10.0,28.0,1411.0,0.0123,0.035,0.0,0.0,4.0,2.0,1.0,5.0,6.0,2.0,0.0,0.0,0
316,1.0,0.0,1.0,5.0,18.0,1021.0,0.008,0.02,0.0,0.0,8.0,3.0,2.0,2.0,5.0,2.0,0.0,0.0,0
317,2.0,45.0,0.0,0.0,35.0,2019.0,0.011,0.028,0.0,0.0,2.0,2.0,2.0,3.0,9.0,2.0,0.0,0.0,0
318,4.0,123.0,0.0,0.0,22.0,1302.0,0.015,0.032,0.0,0.0,9.0,1.0,1.0,4.0,8.0,2.0,0.0,0.0,0
319,0.0,0.0,3.0,15.0,39.0,2431.0,0.009,0.025,0.0,0.0,6.0,3.0,2.0,1.0,12.0,2.0,0.0,0.0,0
320,2.0,56.0,0.0,0.0,25.0,1567.0,0.014,0.03,0.0,0.0,3.0,2.0,2.0,2.0,7.0,2.0,0.0,0.0,0
321,1.0,0.0,2.0,12.0,48.0,2945.0,0.01,0.022,0.0,0.0,10.0,3.0,2.0,5.0,10.0,2.0,0.0,0.0,0
322,3.0,91.0,0.0,0.0,19.0,1149.0,0.013,0.029,0.0,0.0,7.0,2.0,1.0,3.0,6.0,2.0,0.0,0.0,0
323,0.0,0.0,1.0,8.0,33.0,2032.0,0.012,0.026,0.0,0.0,5.0,3.0,2.0,2.0,11.0,2.0,0.0,0.0,0
324,2.0,67.0,0.0,0.0,44.0,2723.0,0.011,0.024,0.0,0.0,8.0,2.0,2.0,4.0,9.0,2.0,0.0,0.0,0
325,0.0,0.0,0.0,0.0,55.0,1349.8765,0.0039,0.0251,10.3219,0.0,8.0,2.0,3.0,5.0,2.0,2.0,0.0,0.0,0
326,3.0,81.2,0.0,0.0,18.0,831.4211,0.0,0.0113,0.0,0.0,5.0,1.0,1.0,6.0,4.0,2.0,0.0,0.0,0
327,0.0,0.0,0.0,0.0,48.0,1928.1358,0.0,0.0162,22.9013,0.0,9.0,2.0,4.0,3.0,3.0,2.0,0.0,0.0,0
328,1.0,23.1,0.0,0.0,9.0,421.9,0.0128,0.0195,0.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,0
329,0.0,0.0,0.0,0.0,61.0,1587.6282,0.0,0.0145,0.0,0.0,7.0,1.0,1.0,8.0,1.0,2.0,0.0,0.0,0
330,4.0,118.8,0.0,0.0,22.0,1042.8173,0.0,0.0092,18.4567,0.0,3.0,2.0,2.0,4.0,3.0,2.0,0.0,0.0,0
331,0.0,0.0,0.0,0.0,4.0,0.0,0.2,0.2,0.0,0.0,6.0,2.0,2.0,9.0,6.0,2.0,0.0,0.0,0
332,3.0,69.3,0.0,0.0,16.0,742.1987,0.0,0.0181,0.0,0.0,1.0,2.0,5.0,1.0,2.0,2.0,0.0,0.0,0
333,0.0,0.0,0.0,0.0,58.0,1812.9456,0.0,0.0159,26.8132,0.0,9.0,2.0,4.0,3.0,4.0,2.0,0.0,0.0,0
334,2.0,46.5,0.0,0.0,11.0,509.8,0.0134,0.0203,0.0,0.0,2.0,2.0,5.0,2.0,2.0,2.0,0.0,0.0,0
335,0.0,0.0,2.0,45.0,10.0,235.0,0.005,0.04,0.0,0.0,5.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,0
336,2.0,18.0,1.0,12.0,8.0,187.0,0.0,0.02,0.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0
337,0.0,0.0,0.0,0.0,15.0,320.0,0.004,0.05,0.0,0.0,2.0,3.0,1.0,6.0,4.0,2.0,0.0,0.0,0
338,1.0,9.0,2.0,35.0,12.0,280.0,0.005,0.025,0.0,0.0,8.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0
339,0.0,0.0,1.0,20.0,9.0,220.0,0.01,0.03,0.0,0.0,4.0,1.0,3.0,5.0,3.0,2.0,0.0,0.0,0
340,3.0,30.0,0.0,0.0,11.0,250.0,0.005,0.04,0.0,0.0,6.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,0
341,0.0,0.0,0.0,0.0,14.0,310.0,0.004,0.05,0.0,0.0,7.0,3.0,1.0,6.0,4.0,2.0,0.0,0.0,0
342,2.0,20.0,1.0,15.0,10.0,240.0,0.005,0.025,0.0,0.0,5.0,2.0,3.0,5.0,3.0,2.0,0.0,0.0,0
343,0.0,0.0,0.0,0.0,16.0,340.0,0.004,0.05,0.0,0.0,3.0,1.0,2.0,4.0,2.0,2.0,0.0,0.0,0
344,1.0,10.0,2.0,30.0,13.0,290.0,0.005,0.03,0.0,0.0,9.0,2.0,4.0,3.0,2.0,2.0,0.0,0.0,0
345,0.0,0.0,3.0,45.0,18.0,801.0,0.019,0.039,0.0,0.2,4.0,5.0,3.0,6.0,5.0,2.0,0.0,0.0,0
346,2.0,56.0,2.0,18.0,25.0,1188.0,0.012,0.027,0.0,0.0,10.0,4.0,6.0,2.0,3.0,0.0,0.0,0.0,0
347,1.0,30.0,4.0,90.0,30.0,1920.0,0.008,0.023,8.0522,0.4,7.0,6.0,5.0,8.0,1.0,2.0,0.0,0.0,0
348,4.0,240.0,1.0,12.0,40.0,2880.0,0.005,0.019,0.0,0.0,2.0,3.0,4.0,5.0,4.0,2.0,0.0,0.0,0
349,0.0,0.0,2.0,36.0,20.0,1200.0,0.015,0.033,0.0,0.6,5.0,2.0,8.0,4.0,2.0,0.0,0.0,0.0,0
350,5.0,400.0,3.0,48.0,35.0,2240.0,0.007,0.022,0.0,0.0,9.0,1.0,1.0,3.0,3.0,2.0,0.0,0.0,0
351,7.0,90.0,1.0,20.0,45.0,3240.0,0.004,0.018,8.0525,0.0,6.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0
352,3.0,120.0,0.0,0.0,25.0,1800.0,0.011,0.026,0.0,0.2,8.0,4.0,6.0,9.0,5.0,2.0,0.0,0.0,0
353,2.0,80.0,2.0,40.0,30.0,2160.0,0.009,0.025,0.0,0.4,3.0,3.0,5.0,1.0,2.0,0.0,0.0,0.0,0
354,6.0,100.0,1.0,15.0,40.0,2880.0,0.006,0.021,8.0522,0.0,1.0,2.0,4.0,8.0,4.0,2.0,0.0,0.0,0
