Netpay,Tectonic regime,Basin name,Oil recovery factor,Gas recovery factor,Latitude,Permeability,Operator company,Longitude,Country,Region,Hydrocarbon type,Porosity,Structural setting,Reservoir status,Gross,Reservoir unit,Depth,Lithology,Condensate recovery factor,Period,Onshore/offshore,Field name,Oil density
6,0,117,0.46,0.783,48.271,2,4,-101.554,48,6,5,14,3,5,30,232,982.5,9,0.513,4,1,189,810.888
30,0,115,0.44,0.757,53.229,7,155,-113.399,8,6,5,9,2,2,90,356,924,6,0.513,7,1,70,834.808
57,4,63,0.48,0.707,58.569,200,61,0.231,46,1,5,20,7,2,69,15,2278.1,11,0.353,12,0,297,829.912
24.6,9,63,0.32,0.73,58.069,1000,61,0.231,46,1,5,28,6,5,31.1,242,2118.6,15,0.513,12,0,155,839.763
13.8,0,115,0.427,0.77,53.265,100,155,-115.279,8,6,5,10,2,2,21.3,385,1560,11,0.513,9,1,406,825.073
7.2,0,3,0.447,0.913,36.272,0.4,110,-100.292,48,6,2,10,2,6,120,95,3300,6,0.377,4,1,256,758.713
15.6,0,37,0.353,0.77,41.08,7.2,4,-110.29,48,6,5,10.2,2,6,36,88,1661.8,6,0.513,7,1,150,815.562
24.6,9,40,0.5,0.82,28.236,235,160,33.303,13,0,5,19.333,11,2,88.1,331,2264.4,11,0.513,17,0,308,870.769
7.8,0,3,0.397,0.913,36.272,10,110,-100.716,48,6,5,13,2,6,45,2,993,6,0.513,4,1,241,892.744
24.6,0,75,0.427,0.633,32.766,0.5,110,-103.634,48,6,5,5,2,6,90,118,2520,6,0.457,21,1,94,825.073
11.7,0,3,0.5,0.86,37.917,0.4,110,-82.742,48,6,5,9,10,2,75,133,458.7,6,0.513,9,1,147,815.562
24.6,4,63,0.397,0.85,55.15,235,155,2.883,46,1,5,25,7,2,29.4,185,2250,11,0.513,12,0,148,839.763
27,0,89,0.42,0.793,61.583,3,155,75.183,36,3,5,16,3,2,120,371,2310,11,0.513,7,1,293,825.073
15,0,75,0.35,0.77,31.429,10,110,-102.29,48,6,5,10,2,6,30,133,1620,6,0.513,21,1,290,852.41
19.8,4,63,0.44,0.77,57.056,1000,178,2.069,46,1,5,25,6,5,30,185,2250,11,0.513,12,0,186,825.073
45,0,75,0.38,0.757,32.992,8,178,-103.992,48,6,5,6,2,6,90,290,1230,6,0.513,21,1,349,852.41
5.4,0,115,0.2,0.83,53.264,5,110,-115.801,8,6,5,8.9,2,6,24,365,2430,6,0.513,7,1,290,825.073
7.8,0,113,0.27,0.76,52.283,0.4,4,-114.269,8,6,2,7,2,5,24.6,121,2550,11,0.353,7,1,65,775.342
6,0,115,0.3,0.73,55.471,500,177,-119.336,8,6,5,10,2,6,36,389,2430,11,0.27,9,1,247,820.29
30,0,115,0.26,0.79,52.838,20,24,-3.23,46,1,5,10,2,2,39,356,4440,11,0.513,7,2,319,839.763
7.8,0,78,0.27,0.71,44.039,7,110,-105.279,48,6,5,10.333,3,6,21,344,2595,6,0.353,7,1,186,825.073
27,4,63,0.38,0.66,56.262,2000,46,2.069,46,1,5,28,6,5,39,58,2114.2,11,0.513,12,0,129,839.763
6,0,75,0.3,0.83,32.894,2,110,-103.662,48,6,5,6,2,5,45,133,1440,6,0.513,21,1,399,865.443
15,0,85,0.3,0.827,35.383,3,128,44.028,20,5,5,20,2,2,30,307,1965,9,0.513,18,1,108,860.182
75,2,64,0.427,0.66,61.259,1000,166,1.149,46,1,5,20,6,6,84,58,2250,11,0.513,12,0,391,839.763
30,2,63,0.47,0.73,56.567,800,155,3.086,30,1,5,28,6,5,195,185,2799.9,11,0.353,12,0,24,839.763
10.5,2,63,0.29,0.707,57.017,100,34,2.833,46,1,5,20,6,2,10.5,185,2118.9,11,0.56,12,0,24,834.808
30,0,75,0.4,0.837,32.768,7.6,178,-102.712,48,6,5,10,2,6,120,290,780,6,0.513,21,1,348,842.764
13.2,0,115,0.38,0.76,53.229,10,110,-115.801,8,6,5,10,2,2,36,123,924,9,0.513,7,1,405,839.763
45,0,115,0.44,0.83,52.838,0.2,155,51.214,36,3,5,10,2,5,60,24,1560,9,0.513,12,1,210,815.562
30,0,115,0.12,0.78,51.928,2,110,-114.54,8,6,5,8,2,6,71.1,348,2430,6,0.353,7,1,70,839.763
6.9,0,113,0.41,0.61,51.142,7,110,-114.542,8,6,3,11,2,2,90,344,2310,6,0.353,7,1,175,839.763
24.6,9,104,0.25,0.7,23.498,100,114,72.175,17,2,5,16,6,2,197.8,370,1339.8,11,0.513,17,1,311.2,870.769
15.6,9,104,0.3,0.757,26.033,1000,8,50.533,6,5,5,28,7,7,36,185,1663.7,11,0.513,7,1,240,921.824
13.8,9,78,0.31,0.73,44.039,10,155,-105.279,48,6,5,13.333,2,6,75,84,2595,11,0.353,7,1,143,815.562
60,0,75,0.353,0.42,32.766,10,61,-103.716,48,6,5,10,2,6,90,290,1650,6,0.513,21,1,275,820.29
24.6,4,36,0.27,0.707,40.114,0.4,110,122.915,9,2,5,13.2,4,5,168.9,299,2662.6,11,0.353,17,1,397,839.763
15,0,75,0.3,0.723,32.894,20,110,-103.554,48,6,5,11,2,5,36,290,1447.5,6,0.513,21,1,413,829.912
7.8,0,3,0.397,0.913,36.272,0.4,0,-100.892,48,6,5,6,2,2,45,118,2940,6,0.353,4,1,75,892.744
6.3,0,113,0.26,0.71,52.838,5,4,-114.432,8,6,5,9.4,2,6,90,375,2430,9,0.353,7,1,70,820.29
30,0,75,0.35,0.66,32.768,100,110,-103.65,48,6,5,13,2,6,90,290,1680,6,0.513,21,1,275,815.562
30,0,75,0.49,0.76,32.767,5,34,-103.62,48,6,5,9,2,2,105,290,1275,6,0.513,21,1,294,842.764
33,0,75,0.4,0.603,32.66,0.4,110,-102.883,48,6,5,4,2,6,300,290,1290,6,0.513,21,1,96,829.912
120,2,40,0.46,0.633,28.236,500,13,33.369,13,0,5,21,6,2,180,308,2129.1,11,0.513,15,0,30,815.562
45,0,75,0.46,0.77,32.766,20,110,-103.532,48,6,5,10,2,5,75,290,825,6,0.513,21,1,275,852.41
14.7,0,3,0.397,0.913,36.272,0.4,128,-100.892,48,6,5,11,2,6,29.4,290,4443,6,0.493,7,1,24,810.888
10.2,4,63,0.427,0.73,58.459,5000,22,0.262,46,1,5,30,6,2,11.4,15,2116.4,11,0.513,12,0,335,839.763
18,0,75,0.46,0.84,32.766,3,110,-103.578,48,6,5,11,2,2,39,118,825,6,0.513,21,1,294,842.764
14.7,0,115,0.25,0.76,50.039,2.3,110,-111.257,8,6,3,11,9,2,24,371,1710,6,0.513,7,1,219,806.268
4.5,0,115,0.3,0.77,51.928,2,76,-114.027,8,6,5,8.2,2,5,24,385,1710,9,0.513,7,1,70,834.808
9.3,0,113,0.38,0.83,51.928,235,110,-114.54,8,6,5,10.5,2,6,9.3,344,2301.9,9,0.513,7,1,70,829.912
24.6,4,95,0.32,0.778,1.296,1000,30,101.23,18,2,5,32,4,7,147,156,66,11,0.513,15,1,110,921.824
30,0,75,0.4,0.737,32.99,0.1,110,-103.92,48,6,5,6,2,5,120,118,1740,6,0.513,21,1,413,792.717
57,9,64,0.31,0.777,61.383,200,166,1.75,46,1,5,19,6,6,225,58,2725.2,11,0.353,12,0,24,834.808
9,0,117,0.3,0.777,49.928,1.5,110,-100.734,8,6,5,10,2,5,19.2,385,982.5,9,0.513,4,1,247,834.808
4.5,0,75,0.3,0.827,32.894,0.8,110,-103.702,48,6,5,6,2,5,12.9,118,1410,6,0.513,21,1,399,820.29
7.8,0,115,0.45,0.83,53.229,0.8,110,-115.833,8,6,2,6,2,6,36.9,123,2520,9,0.4,9,1,371,834.808
33.6,2,56,0.28,0.637,70.262,25,22,-148.473,48,6,5,18.333,5,6,120,361,344.4,11,0.513,7,1,308,887.147
30,0,75,0.3,0.82,31.92,0.5,4,-104.51,48,6,5,6,2,6,120,118,2520,6,0.513,21,1,241,825.073
30,0,117,0.4,0.747,48.271,8.9,4,-102.992,48,6,5,15,3,5,90,231,2875.5,6,0.353,4,1,219,842.764
7.8,0,78,0.3,0.79,43.1,4,128,-105.29,48,6,5,9.3,3,6,20.5,84,2597.5,11,0.353,7,1,308,842.262
33,4,63,0.5,0.66,57.056,1200,34,2.069,46,1,5,27,6,2,111,108,2115,11,0.513,12,0,119,839.763
15.6,0,115,0.48,0.83,51.928,100,110,-114.54,8,6,5,11,2,5,45.3,375,2385,9,0.27,7,1,70,825.073
42,4,63,0.38,0.81,58.459,100,155,0.231,46,1,5,18,7,2,195,385,2275.5,11,0.513,12,0,335,839.763
45,0,75,0.45,0.83,32.768,10,34,-103.798,48,6,5,9,2,5,165,290,1680,6,0.513,21,1,197,820.29
30,0,75,0.3,0.777,32.766,5,110,-103.716,48,6,5,9,2,6,120,118,1275,6,0.513,21,1,395,829.912
3.6,0,117,0.3,0.803,48.852,2,110,-101.013,48,6,5,13,3,5,36,231,1452,9,0.513,4,1,193,842.764
30,0,75,0.49,0.83,31.578,10,163,9.843,42,0,5,10,8,5,105,308,2709,11,0.27,15,1,24,839.763
6,0,117,0.43,0.77,48.852,0.4,128,-101.143,48,6,5,9,3,8,30,232,1500,6,0.513,4,1,371,829.912
30,0,75,0.49,0.77,31.429,100,191,-102.4,48,6,5,9,2,6,120,133,1275,6,0.513,21,1,406,820.29
4.5,0,75,0.22,0.633,32.766,5,110,-103.716,48,6,5,6,2,5,12,118,1629,6,0.513,21,1,290,825.073
30.6,0,75,0.24,0.83,31.8,3.5,128,3.73,31,0,5,16,3,2,105,19,2665.2,9,0.27,15,1,61,815.562
10.5,2,9,0.24,0.83,38.21,100,128,117.06,9,2,5,14.267,6,6,45,301,1260,11,0.513,17,1,438,849.85
8.4,0,113,0.34,0.717,51.928,2,110,-114.54,8,6,5,11,2,5,36,354,2430,9,0.353,9,1,242,834.808
15.6,2,64,0.34,0.757,60.587,1000,166,2.913,30,1,5,20,6,2,21.6,58,2310,11,0.513,12,0,391,825.073
19.8,2,64,0.27,0.79,61.583,100,155,1.75,46,1,5,18,6,2,21.3,58,2695.8,11,0.27,12,0,391,839.763
9.9,2,63,0.32,0.77,57.056,450,178,2.069,46,1,5,20,6,2,13.8,58,2113.2,11,0.513,12,0,179,839.763
16.8,0,113,0.397,0.8,51.928,7,110,-114.54,8,6,2,10.467,9,6,30,385,2382,11,0.353,7,1,71,829.912
63,0,104,0.5,0.66,25.421,10,143,50.784,35,5,5,14,7,2,98.4,232,2123.2,9,0.513,12,1,108,834.808
60,2,64,0.46,0.73,61.369,1000,155,1.519,46,1,5,25,6,5,90,317,2250,11,0.513,12,0,319,839.763
13.8,2,64,0.35,0.77,61.129,1000,166,2.358,30,1,5,20,6,5,22.5,58,1670.5,11,0.513,12,0,382,839.763
6.9,0,78,0.29,0.84,44.039,25,4,-105.069,48,6,5,16.667,2,5,21,311,2790,11,0.27,7,1,219,815.562
36.9,4,95,0.353,0.66,1.296,50,30,101.23,18,2,5,20,4,2,168.6,24,318.3,9,0.56,15,1,311,876.161
120,0,117,0.46,0.83,40.149,100,110,-110.119,48,6,5,9,2,5,390,382,3900,11,0.513,17,1,290,829.912
7.8,2,64,0.46,0.73,60.893,2000,166,2.913,30,1,5,28,6,5,9.9,58,1611.3,11,0.513,12,0,391,829.912
13.8,2,9,0.25,0.73,37.917,500,160,118.433,9,2,5,23,6,5,99,161,1132.8,11,0.513,17,1,399,892.744
18.6,0,115,0.24,0.783,51.928,3,34,-114.54,8,6,5,9,2,6,30,321,2430,6,0.353,7,1,197,829.912
21.6,4,64,0.44,0.778,60.587,2000,166,2.892,30,1,5,20,6,5,30,58,2220,11,0.513,12,0,391,829.912
18,0,104,0.22,0.73,26.983,3,120,49.867,37,5,5,15,2,6,44.1,308,2070,9,0.513,12,1,240,892.744
4.5,0,75,0.3,0.803,31.92,10,128,3.653,29,0,5,14,2,6,30,319,2646,9,0.27,15,1,65,839.763
10.2,4,47,0.4,0.86,46.165,100,128,58.767,21,3,2,13,4,2,35.4,391,513.9,4,0.513,7,1,390,797.183
24.6,0,3,0.373,0.913,39.766,0.1,128,-101.541,48,6,2,10,2,2,90,83,2700,6,0.353,4,1,233,820.29
120,4,63,0.5,0.66,55.114,1000,34,2.069,46,1,5,27,7,6,195,15,2113.2,11,0.513,21,0,130,829.912
12.9,0,113,0.4,0.73,51.928,0.4,110,-114.54,8,6,3,6,2,2,24,352,2475,9,0.353,4,1,241,820.29
10.2,4,63,0.49,0.85,57.017,5000,34,2.562,46,1,5,28,6,2,12.3,58,1620,11,0.513,12,0,24,839.763
6.9,0,115,0.3,0.76,51.928,7,46,-114.279,8,6,5,11,2,6,9,232,2382,9,0.27,7,1,172,820.29
9.9,0,117,0.353,0.76,48.852,60,110,-101.098,48,6,5,20,3,2,12.3,133,982.8,9,0.513,4,1,219,892.744
15.6,0,113,0.24,0.827,52.838,100,174,51.098,36,3,5,17,2,2,36,320,1140,9,0.513,4,1,437,839.763
9.9,0,117,0.353,0.77,48.852,10,110,-101.143,48,6,5,15,3,6,19.8,286,1255.5,9,0.513,4,1,172,820.29
4.5,0,117,0.353,0.42,48.852,1.5,4,-101.1,48,6,5,11,3,5,15,232,1482,6,0.513,4,1,219,844.776
8.1,0,117,0.397,0.77,48.1,0.4,110,-102.19,48,6,5,7,3,6,30,226,2901,6,0.377,4,1,247,844.776
4.5,0,115,0.22,0.773,51.928,5,110,-114.54,8,6,5,8.8,2,6,15,376,2430,6,0.353,7,1,70,825.073
6.9,4,15,0.44,0.66,37.917,2000,160,118.283,9,2,5,32,6,7,210,164,1212,11,0.513,17,1,402,946.488
6.9,0,115,0.397,0.75,51.928,25,106,-114.54,8,6,5,10,2,6,36.3,319,2430,9,0.353,7,1,70,839.763
21,9,2,0.38,0.73,40.149,100,128,62.991,49,3,5,17,4,5,30,399,513.9,11,0.513,7,1,437,860.182
60,0,104,0.32,0.73,26.983,100,152,49.55,37,5,5,20,2,8,63,27,2016.3,9,0.513,12,1,240,829.912
6,0,117,0.31,0.797,48.271,0.1,4,-102.974,48,6,5,4,3,6,30,231,2850,6,0.377,4,1,219,792.574
3.6,0,117,0.28,0.85,48.75,100,4,-101.1,48,6,5,14,3,6,18,231,1482,9,0.513,4,1,219,854.985
8.4,0,115,0.41,0.79,51.928,100,110,-114.54,8,6,5,12,2,6,39,349,2430,9,0.513,7,1,70,825.073
60,9,40,0.6,0.76,28.837,200,89,33.283,13,0,5,20,6,2,105,15,1566,11,0.513,15,0,101,815.562
13.8,4,63,0.397,0.76,56.262,600,4,3.097,30,1,5,25,7,2,21.3,119,2310,11,0.513,12,0,155,839.763
45,0,75,0.3,0.66,31.429,0.4,110,-102.29,48,6,5,6,2,6,135,290,1710,6,0.513,21,1,290,865.443
18.9,0,75,0.397,0.89,32.766,0.1,110,-103.634,48,6,2,10,2,2,36,88,990,6,0.513,21,1,411,777.9
6,0,117,0.4,0.823,48.1,1.5,110,-102.743,48,6,5,13,3,6,30,231,1140,6,0.513,4,1,172,854.985
7.8,0,113,0.38,0.757,51.928,0.2,110,-114.54,8,6,5,8.3,2,2,24,375,2310,9,0.353,7,1,70,820.29
45,0,3,0.397,0.913,21.318,10,120,56,32,5,5,28,7,2,60,308,1332,2,0.513,7,1,2,820.29
12.9,0,117,0.38,0.77,48.1,2,128,16.716,4,1,5,10.333,10,2,44.4,274,2798.7,9,0.27,26,1,165,834.808
10.2,4,64,0.4,0.83,60.893,1500,166,2.913,30,1,5,20,6,6,12.3,58,2250,11,0.513,12,0,391,834.808
3.6,0,115,0.44,0.83,55.166,235,110,-119.173,8,6,5,13.9,2,5,3.9,153,1140,11,0.513,26,1,406,852.41
45,9,63,0.45,0.81,58.459,2000,178,0.119,46,1,5,28,6,2,492,265,2032.8,15,0.513,12,0,335,839.763
4.5,0,115,0.3,0.73,51.928,2,110,-114.54,8,6,5,8.3,2,5,10.5,376,2430,9,0.27,7,1,70,820.29
7.8,0,75,0.4,0.82,32.766,1.5,110,-103.716,48,6,5,8.8,2,6,45,290,1275,6,0.513,21,1,201,839.763
42.6,0,104,0.3,0.71,26.033,4,0,50.533,6,5,5,11,2,5,84.3,24,2032.8,2,0.513,7,1,108,820.29
3.6,0,117,0.12,0.73,48.852,2,110,-101.143,48,6,5,9,3,5,30,232,1258.7,6,0.513,4,1,219,842.262
24.6,0,75,0.35,0.76,31.429,0.4,34,-102.443,48,6,2,10,2,2,90,290,1140,6,0.513,21,1,185,815.562
15,4,63,0.4,0.73,56.262,1000,178,3.395,30,1,5,30,7,2,21,297,2652,11,0.27,12,0,124,844.776
6,0,117,0.4,0.66,48.852,4,4,-101.175,48,6,5,11,3,2,36,232,990,6,0.513,4,1,127,854.985
60,0,3,0.417,0.913,37.017,0.4,110,-100.098,48,6,2,9,2,2,105,105,3360,6,0.667,4,1,279,788.301
13.8,0,113,0.28,0.77,51.928,3.5,110,-114.54,8,6,5,9,2,6,36,344,1710,9,0.513,7,1,70,834.808
24.6,4,2,0.353,0.7,40.114,1000,160,62.991,49,3,5,26,4,2,35.4,3,1332,11,0.513,12,1,186,860.182
57,9,63,0.4,0.633,56.516,500,155,2.069,46,1,5,22,6,2,147.6,58,2250,11,0.513,21,0,129,839.763
24.6,0,75,0.38,0.83,31.66,8.6,104,9.54,42,0,5,12.5,8,5,180,308,2799,11,0.377,7,1,397,865.443
9.9,0,113,0.22,0.603,51.928,0.1,110,-114.54,8,6,5,5,2,2,47.4,347,2520,6,0.353,7,1,70,820.29
36,9,39,0.38,0.76,30.41,0.5,34,-96.21,48,6,5,8.2,1,2,120,311,4716,11,0.513,17,1,275,766.938
11.7,9,40,0.28,0.84,27.767,20,114,33.567,13,0,3,18,6,2,44.4,308,2997,11,0.547,7,1,105,777.046
9.9,0,115,0.29,0.85,51.142,10,110,-114.54,8,6,2,10,2,2,30,123,2550,6,0.353,7,1,68,792.574
11.4,0,115,0.3,0.78,51.928,9,110,-114.54,8,6,2,10.2,2,2,36,319,2430,6,0.353,7,1,70,825.073
6,0,117,0.3,0.777,48.75,0.8,4,-100.92,48,6,5,6,3,5,30,58,3000,6,0.667,4,1,186,801.7
36.9,0,115,0.44,0.66,51.928,0.1,110,-114.54,8,6,2,4,9,2,60,81,2520,6,0.353,7,1,375,792.717
13.8,0,89,0.48,0.77,61.583,2,77,75.183,36,3,5,20,3,2,21,317,2256.3,11,0.513,7,1,290,815.562
36,0,75,0.4,0.83,31.429,3,110,-102.443,48,6,5,6,2,6,60,290,1290,6,0.513,21,1,294,842.764
12.9,0,117,0.3,0.749,48.852,5,4,-101.1,48,6,5,11,3,2,24.6,232,1285.8,6,0.513,4,1,249,825.073
15,0,104,0.38,0.79,26.983,100,152,49.683,37,5,5,20,2,8,36,213,2070,9,0.513,12,1,262,860.182
57,0,75,0.34,0.757,32.767,8,191,-103.7,48,6,5,11,2,6,150,290,1410,6,0.513,21,1,168,852.41
13.8,0,117,0.48,0.778,48.852,5,4,-101.1,48,6,5,10,3,5,24,83,982.5,9,0.513,4,1,219,839.763
24.6,0,115,0.44,0.747,55.142,50,155,52.554,36,3,5,22,2,2,30,184,1569.6,11,0.513,4,1,268,860.182
24.6,0,75,0.22,0.73,31.653,6,61,-103.426,48,6,5,10.5,2,2,90,118,2550,6,0.353,21,1,199,820.29
36,0,104,0.38,0.73,26.533,20,152,49.925,37,5,5,14,2,6,60,213,2070,9,0.513,12,1,2,865.443
45,0,75,0.38,0.83,32.766,5,178,-102.803,48,6,5,9,2,6,90,290,1680,6,0.513,21,1,232,815.562
13.2,0,115,0.34,0.778,52.238,1000,34,51.738,36,3,5,28,2,5,33,15,1574.7,11,0.513,4,1,210,860.182
6,4,63,0.397,0.7,56.262,500,155,2.069,46,1,5,20,6,7,9.9,185,2118.9,11,0.513,12,0,24,839.763
30.6,2,64,0.14,0.66,60.587,1000,166,3.094,30,1,5,27,6,2,57.3,198,1674,11,0.513,12,0,155,839.763
45,0,75,0.41,0.83,32.768,4,111,-102.843,48,6,5,5,2,5,120,290,1443,6,0.513,21,1,412,892.744
60,2,64,0.12,0.76,60.798,1000,166,1.433,46,1,5,27,6,2,90,15,2272.8,11,0.27,12,0,11,829.912
12,0,115,0.44,0.73,52.238,0.4,4,-114.471,8,6,5,5,2,6,90,8,2430,6,0.353,7,1,241,820.29
19.8,2,64,0.46,0.83,61.129,500,166,2.291,30,1,5,20,6,2,30,317,2265,11,0.513,12,0,391,839.763
11.4,0,75,0.4,0.778,32.99,0.1,34,-103.554,48,6,2,3,2,5,75,88,1140,6,0.513,21,1,235,779.614
15.6,2,64,0.29,0.757,61.267,10,155,1.567,46,1,5,20,6,5,30,58,2295,11,0.513,12,0,176,839.763
12.9,0,78,0.44,0.817,44.039,7,4,-105.142,48,6,5,14,10,2,180,388,2700,6,0.353,7,1,109,842.764
5.7,0,115,0.23,0.783,53.117,7.3,106,-115.29,8,6,5,11.3,2,6,24.6,383,2430,9,0.513,9,1,405,825.073
30,0,75,0.41,0.73,32.792,8,110,-102.893,48,6,5,9,2,2,120,290,870,6,0.513,21,1,294,820.29
10.2,0,117,0.28,0.79,48.75,0.1,34,-100.92,48,6,2,4,2,2,180,108,2520,6,0.353,4,1,348,825.073
9.3,0,113,0.47,0.817,55.142,1000,24,52.282,36,3,5,32,2,2,19.8,299,984.9,11,0.513,4,1,39,860.182
30,0,78,0.397,0.85,37.39,2,164,61.1,49,3,5,10,2,2,33.3,240,513.9,11,0.513,7,1,437,839.763
24.6,0,37,0.41,0.73,41.029,0.1,155,-110.181,48,6,2,5,2,2,90,88,3975,6,0.493,7,1,70,775.342
36,0,115,0.353,0.77,50.039,1000,155,-111.139,8,6,5,30,2,2,157.5,365,705,11,0.513,7,1,65,986.063
5.4,0,89,0.307,0.76,61.583,5,166,75.183,36,3,5,12,3,2,21.6,372,2510.2,11,0.27,7,1,397,829.912
63,9,40,0.5,0.66,28.198,100,94,33.456,13,0,5,15,8,2,69,123,2760,11,0.27,7,0,208,839.763
15.6,0,117,0.5,0.71,48.75,0.4,4,-100.92,48,6,5,11,3,6,30,232,993,9,0.513,4,1,258,810.888
36,0,89,0.42,0.83,61.383,120,166,75.183,36,3,5,21,3,2,198,378,2310,11,0.513,7,1,267,881.62
16.8,2,64,0.32,0.66,61.204,1000,166,1.716,46,1,5,25,6,2,30,317,2205,11,0.513,12,0,29,829.912
24.6,0,75,0.49,0.81,31.672,0.1,34,-102.403,48,6,5,8.8,2,5,90,290,1275,6,0.513,21,1,400,829.912
7.8,0,3,0.38,0.89,39.766,0.5,110,-101.066,48,6,5,11,2,6,19.5,133,2520,6,0.513,4,1,297,825.073
30,0,75,0.353,0.75,31.653,100,128,-102.554,48,6,5,15,2,5,120,290,1440,6,0.513,21,1,150,815.562
6.9,0,113,0.4,0.777,55.15,100,155,52.166,36,3,5,20,2,2,42.3,316,1632.9,11,0.513,4,1,262,860.182
24.6,9,102,0.32,0.73,40.149,0.8,128,62.991,49,3,5,12.667,2,2,69.9,389,2038.2,11,0.513,12,1,435,839.763
60,9,40,0.447,0.7,28.1,600,1,33.45,13,0,5,25,8,2,195,9,1414.4,11,0.513,17,0,3,876.161
63,4,63,0.3,0.637,57.056,100,34,2.069,46,1,5,20,6,2,66,185,4449.6,11,0.547,12,0,129,844.776
12.9,0,117,0.26,0.73,48.852,0.1,110,-101.175,48,6,5,8,3,6,24,217,982.5,9,0.513,4,1,71,834.808
36,0,115,0.3,0.603,53.229,100,110,-115.702,8,6,5,11,2,2,120,348,2430,9,0.353,7,1,290,820.29
11.4,0,78,0.38,0.83,44.039,7,4,-105.279,48,6,5,11,2,2,75,296,3900,6,0.493,7,1,139,815.562
45,4,95,0.5,0.66,1.296,1600,30,101.23,18,2,5,32,4,2,630,156,66,11,0.513,15,1,110,921.824
42,0,115,0.4,0.76,55.857,100,155,-114.54,8,6,5,10,2,2,75,361,2430,9,0.353,9,1,124,825.073
24.6,0,115,0.46,0.77,55.114,1400,24,53.554,36,3,5,30,2,2,30,184,591.9,11,0.513,4,1,111,860.182
7.8,0,75,0.3,0.827,31.429,8.9,68,-102.443,48,6,5,10.333,2,5,21.6,290,885,6,0.513,21,1,249,820.29
18.6,0,113,0.373,0.84,53.229,2.6,110,-115.929,8,6,2,10,2,2,24,123,1710,9,0.513,7,1,70,865.443
30,0,75,0.6,0.66,32.768,20,110,-102.822,48,6,5,9,2,6,90,290,1230,6,0.513,21,1,368,842.764
15,0,75,0.45,0.778,32.992,1,110,-103.992,48,6,5,6,2,6,30,118,1800,6,0.513,21,1,413,810.888
9,0,117,0.44,0.66,48.1,25,155,9.53,26,1,5,11,10,2,13.8,317,2025,9,0.513,7,1,240,834.808
6.9,0,115,0.48,0.83,53.263,120,110,-115.833,8,6,5,10,2,6,9.9,390,2382,9,0.353,9,1,395,820.29
3.6,0,117,0.15,0.757,48.852,2,4,-101.143,48,6,5,20,3,2,12.9,296,150,6,0.513,4,1,219,849.85
13.2,2,9,0.29,0.84,37.917,100,160,118.433,9,2,5,16.8,6,2,177,301,1102.5,11,0.513,17,1,438,898.413
12.9,0,113,0.28,0.77,51.928,1.5,110,-114.54,8,6,5,11,2,2,90,354,2430,6,0.27,7,1,295,820.29
7.8,9,40,0.52,0.83,28.196,1000,61,-91.62,48,6,5,28.5,1,5,44.4,218,2982,11,0.547,15,0,297,876.161
30,0,89,0.15,0.783,61.383,100,155,75.183,36,3,5,20,3,2,120,371,2310,11,0.513,7,1,413,839.763
6.3,0,3,0.373,0.89,36.272,0.8,110,-100.262,48,6,2,5,2,6,45,2,1200,9,0.513,4,1,108,775.342
18,9,63,0.31,0.73,56.567,60,155,3.085,30,1,5,20,6,2,24,108,3033.3,11,0.377,12,0,29,825.073
10.8,2,63,0.22,0.633,57.056,100,155,2.833,46,1,5,16,6,2,17.1,382,4410,11,0.513,12,0,129,839.763
30,0,75,0.38,0.73,32.891,7,110,-103.554,48,6,5,6,2,6,120,290,1740,6,0.513,21,1,348,820.29
18,0,104,0.25,0.61,26.983,0.1,152,49.683,37,5,5,10,2,5,36,240,2460,9,0.513,7,1,437,820.29
7.8,0,115,0.38,0.73,52.838,0.8,155,-114.279,8,6,2,8,2,5,30,232,2395.5,6,0.4,9,1,186,820.29
15,9,104,0.47,0.707,26.533,60,110,49.983,37,5,5,20,7,6,36,155,2040,9,0.56,12,1,240,829.912
6.9,4,3,0.4,0.76,28.199,1000,111,-90.716,48,6,5,30,1,5,21.3,395,2285.7,11,0.513,15,0,143,921.824
12.9,0,117,0.45,0.77,48.852,15,110,-101.279,48,6,5,14,3,2,24,313,1482,6,0.513,4,1,296,839.763
6,0,117,0.38,0.827,48.21,0.4,110,-102.247,48,6,5,6,3,5,30,361,2835,6,0.377,4,1,347,792.899
5.4,0,3,0.447,0.633,39.766,0.1,128,-101.086,48,6,2,9,2,2,12,231,1641,6,0.447,4,1,123,779.614
5.7,0,78,0.26,0.64,44.039,7.6,128,-105.278,48,6,5,9.9,2,2,42,256,2591.7,6,0.513,7,1,139,820.29
9.3,0,115,0.397,0.71,53.229,10,110,-115.602,8,6,2,11,2,2,12.9,123,2430,6,0.353,7,1,395,792.717
30,2,63,0.45,0.83,53.262,1000,70,2.107,46,1,5,27,6,5,39.3,185,1615.2,11,0.513,12,0,129,834.808
4.5,0,75,0.3,0.823,32.768,2,110,-103.62,48,6,5,7,2,5,13.8,390,2889,9,0.377,21,1,294,792.717
10.5,0,3,0.447,0.637,37.917,0.5,110,-63.383,50,4,5,10,2,5,180,343,4350,6,0.457,4,1,407,810.888
24.6,0,117,0.42,0.82,48.852,10,110,3.3,15,1,5,13,2,2,30,37,2127,11,0.513,7,1,47,839.763
9.9,0,113,0.353,0.71,51.928,240,110,-114.54,8,6,5,18,2,5,13.8,319,1432.6,9,0.513,7,1,413,854.985
