,height,length,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,class,real_identifier
286,6.0,8.0,48.0,1.333,0.52,0.981,2.08,25.0,47.0,11.0,1.0,0
287,9.0,50.0,450.0,5.556,0.308,0.917,1.74,139.0,413.0,69.0,1.0,0
288,7.0,9.0,63.0,1.286,0.291,0.745,1.77,18.0,46.0,10.0,1.0,0
289,10.0,52.0,520.0,5.2,0.305,0.793,2.01,158.0,412.0,49.0,1.0,0
290,8.0,22.0,176.0,2.75,0.48,0.91,2.05,85.0,159.0,25.0,1.0,0
291,9.0,12.0,108.0,1.333,0.39,0.86,2.5,42.0,93.0,15.0,1.0,0
292,7.0,28.0,196.0,4.0,0.36,0.88,1.8,70.0,170.0,35.0,1.0,0
293,10.0,14.0,140.0,1.4,0.41,0.87,3.0,57.0,122.0,18.0,1.0,0
294,5.0,30.0,150.0,6.0,0.28,0.82,1.1,42.0,124.0,38.0,1.0,0
295,6.0,18.0,108.0,3.0,0.34,0.83,1.4,37.0,89.0,21.0,1.0,0
296,11.0,9.0,99.0,0.818,0.4,0.68,4.0,39.0,66.0,10.0,1.0,0
297,7.0,32.0,224.0,4.571,0.44,0.93,2.2,98.0,209.0,41.0,1.0,0
298,8.0,20.0,160.0,2.5,0.42,0.89,2.0,67.0,143.0,23.0,1.0,0
299,9.0,18.0,162.0,2.0,0.38,0.85,2.4,62.0,136.0,20.0,1.0,0
300,6.5,38.0,247.0,5.846,0.298,0.912,1.42,73.0,225.0,53.0,1.0,0
301,8.5,21.0,178.5,2.471,0.423,0.978,2.1,76.0,173.0,32.0,1.0,0
302,4.0,105.0,420.0,26.25,0.393,0.502,28.32,165.0,210.0,6.0,2.0,0
303,11.0,44.0,484.0,4.0,0.482,0.941,2.6,233.0,458.0,78.0,1.0,0
304,180.0,139.0,24980.0,0.772,0.569,0.643,21.38,14265.0,16152.0,670.0,3.0,0
305,7.0,40.0,280.0,5.714,0.257,0.931,1.28,72.0,267.0,55.0,1.0,0
306,3.0,118.0,354.0,39.333,0.401,0.486,34.4,141.0,174.0,5.0,2.0,0
307,9.0,55.0,495.0,6.111,0.364,0.658,2.18,180.0,328.0,78.0,1.0,0
308,10.0,35.0,350.0,3.5,0.338,0.924,1.7,116.0,324.0,67.0,1.0,0
309,8.0,18.0,144.0,2.25,0.396,0.975,2.0,57.0,140.0,30.0,1.0,0
310,11.0,234.0,2574.0,21.273,0.248,0.619,1.96,632.0,1573.0,279.0,1.0,0
311,8.0,45.0,360.0,5.625,0.362,0.873,1.58,130.0,310.0,75.0,1.0,0
312,6.0,9.0,54.0,1.5,0.583,0.967,3.0,31.0,52.0,12.0,1.0,0
313,12.0,185.0,2220.0,15.417,0.227,0.598,1.89,500.0,1330.0,390.0,1.0,0
314,9.0,21.0,189.0,2.333,0.345,0.934,2.1,65.0,176.0,33.0,1.0,0
315,7.0,28.0,196.0,4.0,0.432,0.986,2.35,84.0,192.0,38.0,1.0,0
316,10.0,260.0,2600.0,26.0,0.268,0.736,1.92,698.0,1936.0,363.0,1.0,0
317,5.0,7.0,35.0,1.4,0.657,0.98,3.0,23.0,34.0,8.0,1.0,0
318,8.0,50.0,400.0,6.25,0.324,0.865,1.62,129.0,346.0,85.0,1.0,0
319,10.0,180.0,1800.0,18.0,0.291,0.724,1.85,524.0,1298.0,312.0,1.0,0
320,11.0,58.0,638.0,5.273,0.392,0.694,3.52,250.0,448.0,79.0,1.0,0
321,7.0,14.0,98.0,2.0,0.381,0.64,2.5,37.0,62.0,13.0,1.0,0
322,10.0,31.0,310.0,3.1,0.364,0.67,2.1,113.0,207.0,39.0,1.0,0
323,6.0,38.0,228.0,6.333,0.289,0.723,1.95,66.0,165.0,48.0,1.0,0
324,13.0,69.0,897.0,5.308,0.45,0.87,4.0,404.0,784.0,112.0,1.0,0
325,8.0,24.0,192.0,3.0,0.37,0.685,2.1,71.0,130.0,31.0,1.0,0
326,14.0,406.0,5684.0,29.0,0.36,0.62,5.2,2050.0,3480.0,400.0,1.0,0
327,9.0,17.0,153.0,1.889,0.378,0.65,2.7,58.0,99.0,27.0,1.0,0
328,11.0,62.0,682.0,5.636,0.398,0.74,3.4,270.0,507.0,91.0,1.0,0
329,7.0,25.0,175.0,3.571,0.336,0.69,1.8,59.0,121.0,32.0,1.0,0
330,9.0,38.0,342.0,4.222,0.38,0.89,2.15,130.0,305.0,50.0,1.0,0
331,7.0,15.0,105.0,2.143,0.271,0.978,1.65,29.0,103.0,17.0,1.0,0
332,10.0,200.0,2000.0,20.0,0.175,0.59,1.4,350.0,1180.0,250.0,1.0,0
333,12.0,100.0,1200.0,8.333,0.36,0.71,4.0,432.0,852.0,116.0,1.0,0
334,2.0,55.0,110.0,27.5,0.545,1.0,2.1,60.0,110.0,12.0,2.0,0
335,8.0,30.0,240.0,3.75,0.35,0.91,2.2,84.0,218.0,46.0,1.0,0
336,13.0,95.0,1235.0,7.308,0.37,0.64,4.7,457.0,790.0,98.0,1.0,0
337,6.0,38.0,228.0,6.333,0.31,0.75,1.45,70.0,171.0,47.0,1.0,0
338,10.0,180.0,1800.0,18.0,0.22,0.61,1.85,396.0,1098.0,204.0,1.0,0
339,5.0,45.0,225.0,9.0,0.26,0.88,1.2,59.0,198.0,42.0,1.0,0
340,7.0,35.0,245.0,5.0,0.343,0.928,1.78,83.0,226.0,43.0,1.0,0
341,8.0,13.0,104.0,1.625,0.308,0.912,1.72,32.0,95.0,15.0,1.0,0
342,10.0,14.0,140.0,1.4,0.429,0.857,6.25,59.0,119.0,14.0,1.0,0
343,9.0,112.0,1008.0,12.444,0.218,0.707,1.46,221.0,713.0,143.0,1.0,0
344,8.0,18.0,144.0,2.25,0.278,0.934,1.63,39.0,134.0,23.0,1.0,0
345,10.0,22.0,220.0,2.2,0.409,0.886,4.55,89.0,195.0,28.0,1.0,0
346,9.0,241.0,2169.0,26.778,0.231,0.745,1.37,500.0,1621.0,339.0,1.0,0
347,7.0,58.0,406.0,8.286,0.319,0.964,2.05,129.0,393.0,69.0,1.0,0
348,9.0,15.0,135.0,1.667,0.444,0.938,2.34,60.0,126.0,23.0,1.0,0
349,10.0,9.0,90.0,0.9,0.444,0.989,4.5,40.0,88.0,9.0,1.0,0
350,12.0,198.0,2376.0,16.5,0.412,0.689,3.25,974.0,1630.0,258.0,1.0,0
351,8.0,30.0,240.0,3.75,0.243,0.759,1.62,58.0,182.0,44.0,1.0,0
352,14.0,13.0,182.0,0.929,0.491,0.678,9.83,89.0,123.0,7.0,1.0,0
353,11.0,256.0,2816.0,23.273,0.124,0.503,1.27,350.0,1403.0,265.0,1.0,0
354,16.0,16.0,256.0,1.0,0.568,0.847,6.4,145.0,215.0,16.0,1.0,0
355,13.0,112.0,1456.0,8.615,0.615,0.853,19.6,885.0,1234.0,180.0,2.0,0
356,165.0,160.0,26400.0,1.019,0.576,0.634,48.2,15210.0,16700.0,320.0,3.0,0
357,7.0,9.0,63.0,1.286,0.432,0.947,1.89,27.0,60.0,12.0,1.0,0
358,10.0,15.0,150.0,1.5,0.571,0.882,7.2,86.0,132.0,13.0,1.0,0
359,9.0,283.0,2547.0,31.444,0.142,0.548,1.31,361.0,1375.0,273.0,1.0,0
360,10.0,110.0,1100.0,11.0,0.293,0.832,1.59,322.0,921.0,134.0,1.0,0
361,7.0,18.0,126.0,2.571,0.342,0.931,1.68,43.0,118.0,20.0,1.0,0
362,11.0,234.0,2574.0,21.273,0.225,0.584,1.73,578.0,1502.0,371.0,1.0,0
363,6.0,12.0,72.0,2.0,0.311,0.836,1.47,22.0,60.0,19.0,1.0,0
364,9.0,65.0,585.0,7.222,0.365,0.979,1.64,214.0,571.0,124.0,1.0,0
365,8.0,20.0,160.0,2.5,0.301,0.756,2.89,48.0,121.0,19.0,1.0,0
366,10.0,130.0,1300.0,13.0,0.267,0.814,1.63,347.0,1062.0,189.0,1.0,0
367,7.0,30.0,210.0,4.286,0.337,0.948,1.49,71.0,200.0,54.0,1.0,0
368,9.0,17.0,153.0,1.889,0.385,0.965,2.31,59.0,147.0,22.0,1.0,0
369,10.0,145.0,1450.0,14.5,0.241,0.573,1.82,349.0,831.0,325.0,1.0,0
370,6.0,25.0,150.0,4.167,0.32,0.789,1.95,48.0,118.0,32.0,1.0,0
371,9.0,40.0,360.0,4.444,0.375,0.82,2.05,135.0,295.0,65.0,1.0,0
372,3.0,30.0,90.0,10.0,0.1,0.93,1.0,9.0,83.0,7.0,1.0,0
373,12.0,50.0,600.0,4.167,0.27,0.69,2.2,162.0,414.0,93.0,1.0,0
374,7.0,60.0,420.0,8.571,0.4,0.81,2.0,168.0,340.0,82.0,1.0,0
375,10.0,45.0,450.0,4.5,0.311,0.798,1.92,140.0,359.0,71.0,1.0,0
376,4.0,20.0,80.0,5.0,0.55,0.89,3.5,44.0,71.0,13.0,1.0,0
377,11.0,60.0,660.0,5.455,0.23,0.65,1.85,151.8,429.0,81.0,1.0,0
378,9.0,18.0,162.0,2.0,0.42,0.83,2.3,68.0,134.0,28.0,1.0,0
379,6.0,90.0,540.0,15.0,0.333,0.85,2.1,180.0,459.0,99.0,1.0,0
380,9.0,67.0,603.0,7.444,0.294,0.885,1.88,176.0,530.0,79.0,1.0,0
381,6.0,114.0,684.0,19.0,0.277,0.594,1.66,189.0,407.0,133.0,1.0,0
382,45.0,6.0,270.0,0.133,0.269,0.415,2.25,72.0,111.0,35.0,4.0,0
383,10.0,88.0,880.0,8.8,0.492,0.631,5.21,437.0,553.0,89.0,1.0,0
384,5.0,5.0,25.0,1.0,0.48,0.76,11.0,12.0,19.0,2.0,1.0,0
385,7.0,12.0,84.0,1.714,0.375,0.723,1.79,32.0,61.0,16.0,1.0,0
386,13.0,5.0,65.0,0.385,0.66,0.74,13.0,43.0,48.0,4.0,1.0,0
387,8.0,72.0,576.0,9.0,0.208,0.624,1.39,118.0,358.0,87.0,1.0,0
388,7.0,117.0,819.0,16.714,0.289,0.582,1.75,236.0,484.0,130.0,1.0,0
389,40.0,8.0,320.0,0.2,0.278,0.426,2.19,89.0,134.0,37.0,4.0,0
390,9.0,145.0,1305.0,16.111,0.23,0.772,1.45,300.0,1007.0,180.0,1.0,0
391,10.0,25.0,250.0,2.5,0.39,0.86,1.8,97.0,215.0,30.0,1.0,0
392,12.0,170.0,2040.0,14.167,0.192,0.694,1.55,392.0,1420.0,250.0,1.0,0
393,10.0,88.0,880.0,8.8,0.44,0.905,2.72,387.0,797.0,145.0,1.0,0
394,8.0,120.0,960.0,15.0,0.17,0.735,1.3,163.0,705.0,130.0,1.0,0
395,11.0,240.0,2640.0,21.818,0.26,0.72,1.9,686.0,1900.0,380.0,1.0,0
396,9.0,110.0,990.0,12.222,0.185,0.76,1.25,183.0,755.0,135.0,1.0,0
397,10.0,40.0,400.0,4.0,0.35,0.88,2.0,140.0,352.0,50.0,1.0,0
398,7.0,30.0,210.0,4.286,0.45,0.72,2.4,94.0,151.0,25.0,1.0,0
399,12.0,195.0,2340.0,16.25,0.205,0.74,1.6,480.0,1750.0,285.0,1.0,0
400,10.0,25.0,250.0,2.5,0.45,0.7,8.3,113.0,175.0,18.0,1.0,0
401,5.0,50.0,250.0,10.0,0.28,0.85,1.9,70.0,212.0,60.0,1.0,0
402,12.0,100.0,1200.0,8.333,0.19,0.45,2.7,228.0,540.0,150.0,1.0,0
403,4.0,30.0,120.0,7.5,0.22,0.95,1.1,26.0,114.0,9.0,1.0,0
404,14.0,150.0,2100.0,10.714,0.15,0.38,3.1,315.0,800.0,200.0,1.0,0
405,3.0,15.0,45.0,5.0,0.35,1.0,1.0,16.0,45.0,5.0,1.0,0
406,8.0,40.0,320.0,5.0,0.27,0.68,1.35,86.0,218.0,52.0,1.0,0
407,11.0,120.0,1320.0,10.909,0.18,0.42,2.6,238.0,554.0,170.0,1.0,0
408,6.0,60.0,360.0,10.0,0.32,0.73,1.76,115.0,263.0,78.0,1.0,0
409,9.0,90.0,810.0,10.0,0.24,0.88,2.2,194.0,713.0,132.0,1.0,0
410,7.0,32.0,224.0,4.571,0.398,0.992,2.1,89.0,221.0,51.0,1.0,0
411,12.0,480.0,5760.0,40.0,0.795,0.795,4560.0,4560.0,4560.0,1.0,2.0,0
412,28.0,98.0,2744.0,3.5,0.235,0.438,4.75,645.0,1200.0,152.0,5.0,0
413,10.0,21.0,210.0,2.1,0.362,0.91,1.85,76.0,192.0,38.0,1.0,0
414,9.0,28.0,252.0,3.111,0.381,1.0,2.2,96.0,252.0,43.0,1.0,0
415,2.0,12.0,24.0,6.0,0.62,1.0,2.8,15.0,24.0,2.5,2.0,0
416,7.0,34.0,238.0,4.857,0.41,1.0,1.82,98.0,238.0,59.0,1.0,0
417,10.0,58.0,580.0,5.8,0.45,0.89,2.6,261.0,520.0,97.0,1.0,0
418,7.0,37.0,259.0,5.286,0.37,0.98,2.0,96.0,254.0,53.0,1.0,0
419,4.0,5.0,20.0,1.25,0.98,1.0,11.5,20.0,20.0,1.0,1.0,0
420,6.0,68.0,408.0,11.333,0.375,0.812,1.72,153.0,330.0,90.0,1.0,0
421,4.0,500.0,2000.0,125.0,0.362,0.378,58.0,724.0,756.0,13.0,2.0,0
422,8.0,18.0,144.0,2.25,0.5,0.95,2.4,72.0,137.0,25.0,1.0,0
423,6.0,60.0,360.0,10.0,0.42,0.78,2.0,151.0,280.0,68.0,1.0,0
424,9.0,22.0,198.0,2.444,0.4,0.92,2.3,79.0,180.0,32.0,1.0,0
425,4.0,4.0,16.0,1.0,0.7,0.7,8.5,11.0,11.0,2.0,1.0,0
426,7.0,70.0,490.0,10.0,0.43,0.83,1.8,210.0,406.0,108.0,1.0,0
427,10.0,40.0,400.0,4.0,0.38,0.88,2.5,152.0,352.0,60.0,1.0,0
428,5.0,60.0,300.0,12.0,0.44,0.79,2.6,132.0,237.0,67.0,1.0,0
429,35.0,70.0,2450.0,2.0,0.11,0.24,7.4,270.0,590.0,40.0,5.0,0
430,10.0,45.0,450.0,4.5,0.372,0.833,1.78,167.0,375.0,68.0,1.0,0
431,6.0,22.0,132.0,3.667,0.327,0.818,1.46,43.0,109.0,23.0,1.0,0
432,12.0,1.0,12.0,0.083,1.0,1.0,12.0,12.0,12.0,1.0,4.0,0
433,5.0,16.0,80.0,3.2,0.294,1.0,1.39,23.0,80.0,14.0,1.0,0
434,1.0,44.0,44.0,44.0,0.289,1.0,1.81,13.0,44.0,7.0,2.0,0
435,9.0,83.0,747.0,9.222,0.392,0.878,2.11,293.0,653.0,152.0,1.0,0
436,10.0,248.0,2480.0,24.8,0.251,0.642,1.92,620.0,1597.0,358.0,1.0,0
437,7.0,8.0,56.0,1.143,0.415,0.875,2.21,23.0,49.0,7.0,1.0,0
438,8.0,23.0,184.0,2.875,0.443,1.0,1.99,81.0,184.0,40.0,1.0,0
439,10.0,42.0,420.0,4.2,0.221,0.703,1.53,93.0,294.0,49.0,1.0,0
440,12.0,300.0,3600.0,25.0,0.31,0.67,2.05,1116.0,2412.0,398.0,1.0,0
441,8.0,150.0,1200.0,18.75,0.22,0.75,1.39,264.0,900.0,162.0,1.0,0
442,10.0,250.0,2500.0,25.0,0.28,0.68,1.92,700.0,1700.0,375.0,1.0,0
443,9.0,110.0,990.0,12.22,0.41,0.91,2.41,405.9,900.9,154.0,1.0,0
444,11.0,200.0,2200.0,18.18,0.24,0.55,1.87,528.0,1210.0,290.0,1.0,0
445,7.0,120.0,840.0,17.14,0.12,0.53,1.08,100.8,445.2,96.0,1.0,0
446,14.0,400.0,5600.0,28.57,0.27,0.7,2.2,1512.0,3920.0,637.0,1.0,0
447,6.0,60.0,360.0,10.0,0.25,0.89,1.37,90.0,320.0,58.0,1.0,0
448,9.0,140.0,1260.0,15.56,0.17,0.66,1.42,214.2,831.6,189.0,1.0,0
449,10.0,230.0,2300.0,23.0,0.26,0.72,1.83,598.0,1656.0,368.0,1.0,0
450,8.0,150.0,1200.0,18.75,0.245,0.83,1.75,294.0,990.0,155.0,1.0,0
451,5.0,320.0,1600.0,64.0,0.178,0.64,1.95,285.0,1024.0,120.0,1.0,0
452,2.0,89.0,178.0,44.5,0.41,0.99,4.2,73.0,178.0,8.0,2.0,0
453,10.0,25.0,250.0,2.5,0.312,0.91,2.4,78.0,227.0,32.0,1.0,0
454,6.0,340.0,2040.0,56.667,0.289,0.72,1.68,589.0,1470.0,340.0,1.0,0
455,4.0,610.0,2440.0,152.5,0.347,0.45,20.5,845.0,1098.0,25.0,2.0,0
456,9.0,18.0,162.0,2.0,0.51,0.97,2.65,82.0,156.0,24.0,1.0,0
457,7.0,135.0,945.0,19.286,0.197,0.86,1.34,186.0,801.0,138.0,1.0,0
458,1.0,93.0,93.0,93.0,0.398,1.0,5.0,37.0,93.0,5.0,2.0,0
459,11.0,14.0,154.0,1.273,0.47,0.98,2.1,72.0,148.0,30.0,1.0,0
460,9.0,105.0,945.0,11.667,0.245,0.812,1.62,230.0,763.0,110.0,1.0,0
461,7.0,60.0,420.0,8.571,0.311,0.735,1.45,130.0,310.0,65.0,1.0,0
462,12.0,12.0,144.0,1.0,0.378,0.789,2.98,54.0,113.0,18.0,1.0,0
463,15.0,200.0,3000.0,13.333,0.456,0.894,8.21,1368.0,2680.0,312.0,1.0,0
464,6.0,95.0,570.0,15.833,0.276,0.693,1.41,157.0,401.0,98.0,1.0,0
465,9.0,18.0,162.0,2.0,0.391,0.714,2.93,63.0,117.0,25.0,1.0,0
466,11.0,40.0,440.0,3.636,0.263,0.652,1.75,116.0,287.0,57.0,1.0,0
467,8.0,160.0,1280.0,20.0,0.189,0.591,1.27,242.0,760.0,378.0,1.0,0
468,13.0,13.0,169.0,1.0,0.321,0.768,3.12,54.0,131.0,21.0,1.0,0
469,10.0,110.0,1100.0,11.0,0.234,0.821,1.58,257.0,901.0,142.0,1.0,0
0,28.0,137.0,3836.0,4.893,0.265,0.564,5.05,1016.0,2163.0,201.0,1.0,1
1,7.0,80.0,560.0,11.429,0.155,0.698,1.18,87.0,391.0,74.0,1.0,1
2,9.0,93.0,837.0,10.333,0.259,0.895,1.74,217.0,749.0,125.0,1.0,1
3,2.0,17.0,34.0,8.5,0.324,1.0,2.75,11.0,34.0,4.0,1.0,1
4,5.0,14.0,70.0,2.8,0.586,0.943,2.28,41.0,66.0,18.0,1.0,1
5,7.0,86.0,602.0,12.286,0.294,0.701,1.69,177.0,422.0,105.0,1.0,1
6,10.0,284.0,2840.0,28.4,0.202,0.709,1.43,575.0,2013.0,402.0,1.0,1
7,14.0,253.0,3542.0,18.071,0.372,0.826,4.36,1317.0,2924.0,302.0,1.0,1
8,5.0,107.0,535.0,21.4,0.247,0.91,1.43,132.0,487.0,92.0,1.0,1
9,8.0,9.0,72.0,1.125,0.431,0.958,2.07,31.0,69.0,15.0,1.0,1
10,7.0,14.0,98.0,2.0,0.347,1.0,2.0,34.0,98.0,17.0,1.0,1
11,8.0,30.0,240.0,3.75,0.363,0.85,2.29,87.0,204.0,38.0,1.0,1
12,14.0,185.0,2590.0,13.214,0.254,0.651,2.27,657.0,1687.0,289.0,1.0,1
13,9.0,124.0,1116.0,13.778,0.348,0.722,2.57,388.0,806.0,151.0,1.0,1
14,11.0,67.0,737.0,6.091,0.269,0.689,2.96,198.0,508.0,67.0,1.0,1
15,7.0,86.0,602.0,12.286,0.244,0.831,1.27,147.0,500.0,116.0,1.0,1
16,7.0,60.0,420.0,8.571,0.286,0.886,1.5,120.0,372.0,80.0,1.0,1
17,1.0,35.0,35.0,35.0,0.829,1.0,9.67,29.0,35.0,3.0,2.0,1
18,14.0,284.0,3976.0,20.286,0.365,0.54,5.1,1453.0,2147.0,285.0,1.0,1
19,9.0,48.0,432.0,5.333,0.227,0.657,1.42,98.0,284.0,69.0,1.0,1
20,10.0,280.0,2800.0,28.0,0.356,0.77,2.63,998.0,2157.0,380.0,1.0,1
21,7.0,11.0,77.0,1.571,0.299,0.987,1.35,23.0,76.0,17.0,1.0,1
22,7.0,14.0,98.0,2.0,0.296,0.898,1.61,29.0,88.0,18.0,1.0,1
23,11.0,54.0,594.0,4.909,0.316,0.697,2.07,188.0,414.0,91.0,1.0,1
24,12.0,271.0,3252.0,22.583,0.232,0.548,1.93,753.0,1782.0,390.0,1.0,1
25,7.0,23.0,161.0,3.286,0.323,0.839,1.68,52.0,135.0,31.0,1.0,1
26,8.0,65.0,520.0,8.125,0.269,0.725,1.4,140.0,377.0,100.0,1.0,1
27,11.0,101.0,1111.0,9.182,0.253,0.77,1.71,281.0,856.0,164.0,1.0,1
28,10.0,93.0,930.0,9.3,0.268,0.784,1.78,249.0,729.0,140.0,1.0,1
29,8.0,196.0,1568.0,24.5,0.142,0.644,1.4,222.0,1010.0,159.0,1.0,1
30,8.0,245.0,1960.0,30.625,0.198,0.555,1.36,389.0,1088.0,286.0,1.0,1
31,8.0,13.0,104.0,1.625,0.635,0.788,8.25,66.0,82.0,8.0,1.0,1
32,5.0,7.0,35.0,1.4,0.4,0.657,2.33,14.0,23.0,6.0,1.0,1
33,8.0,12.0,96.0,1.5,0.375,0.927,1.8,36.0,89.0,20.0,1.0,1
34,5.0,96.0,480.0,19.2,0.404,0.817,2.77,194.0,392.0,70.0,1.0,1
35,6.0,6.0,36.0,1.0,0.361,1.0,1.44,13.0,36.0,9.0,1.0,1
36,25.0,186.0,4650.0,7.44,0.485,0.942,7.39,2253.0,4379.0,305.0,1.0,1
37,9.0,99.0,891.0,11.0,0.288,0.801,1.95,257.0,714.0,132.0,1.0,1
38,9.0,64.0,576.0,7.111,0.345,0.694,2.29,199.0,400.0,87.0,1.0,1
39,7.0,5.0,35.0,0.714,0.2,0.429,7.0,7.0,15.0,1.0,1.0,1
40,5.0,17.0,85.0,3.4,0.576,0.953,2.33,49.0,81.0,21.0,1.0,1
41,1.0,73.0,73.0,73.0,0.616,1.0,3.75,45.0,73.0,12.0,2.0,1
42,9.0,267.0,2403.0,29.667,0.164,0.73,1.28,393.0,1754.0,307.0,1.0,1
43,17.0,106.0,1802.0,6.235,0.927,1.0,14.53,1671.0,1802.0,115.0,1.0,1
44,8.0,126.0,1008.0,15.75,0.209,0.573,1.45,211.0,578.0,146.0,1.0,1
45,11.0,86.0,946.0,7.818,0.283,0.764,1.91,268.0,723.0,140.0,1.0,1
46,3.0,3.0,9.0,1.0,0.889,1.0,8.0,8.0,9.0,1.0,1.0,1
47,25.0,186.0,4650.0,7.44,0.456,0.868,8.06,2121.0,4035.0,263.0,1.0,1
48,7.0,110.0,770.0,15.714,0.174,0.447,1.25,134.0,344.0,107.0,1.0,1
49,9.0,76.0,684.0,8.444,0.358,0.795,2.19,245.0,544.0,112.0,1.0,1
50,19.0,2.0,38.0,0.105,0.816,0.816,31.0,31.0,31.0,1.0,4.0,1
51,7.0,49.0,343.0,7.0,0.297,0.641,2.08,102.0,220.0,49.0,1.0,1
52,7.0,207.0,1449.0,29.571,0.249,0.771,1.29,361.0,1117.0,279.0,1.0,1
53,5.0,30.0,150.0,6.0,0.36,0.947,1.26,54.0,142.0,43.0,1.0,1
54,5.0,7.0,35.0,1.4,0.686,1.0,3.0,24.0,35.0,8.0,1.0,1
55,9.0,12.0,108.0,1.333,0.407,1.0,1.57,44.0,108.0,28.0,1.0,1
56,1.0,85.0,85.0,85.0,0.882,1.0,12.5,75.0,85.0,6.0,2.0,1
57,6.0,97.0,582.0,16.167,0.235,0.703,1.71,137.0,409.0,80.0,1.0,1
58,5.0,14.0,70.0,2.8,0.329,0.5,2.56,23.0,35.0,9.0,1.0,1
59,24.0,107.0,2568.0,4.458,0.908,0.982,16.91,2333.0,2523.0,138.0,1.0,1
60,6.0,49.0,294.0,8.167,0.241,0.633,1.42,71.0,186.0,50.0,1.0,1
61,10.0,41.0,410.0,4.1,0.463,0.968,2.79,190.0,397.0,68.0,1.0,1
62,8.0,40.0,320.0,5.0,0.409,0.997,2.22,131.0,319.0,59.0,1.0,1
63,14.0,57.0,798.0,4.071,0.714,0.94,11.88,570.0,750.0,48.0,1.0,1
64,1.0,35.0,35.0,35.0,0.2,1.0,1.17,7.0,35.0,6.0,1.0,1
65,9.0,50.0,450.0,5.556,0.32,0.716,2.67,144.0,322.0,54.0,1.0,1
66,8.0,36.0,288.0,4.5,0.615,0.938,3.22,177.0,270.0,55.0,1.0,1
67,13.0,106.0,1378.0,8.154,0.306,0.688,2.37,422.0,948.0,178.0,1.0,1
68,23.0,26.0,598.0,1.13,0.278,0.96,1.8,166.0,574.0,92.0,1.0,1
69,6.0,13.0,78.0,2.167,0.295,0.692,1.53,23.0,54.0,15.0,1.0,1
70,8.0,34.0,272.0,4.25,0.309,0.908,1.5,84.0,247.0,56.0,1.0,1
71,12.0,129.0,1548.0,10.75,0.303,0.711,2.51,469.0,1100.0,187.0,1.0,1
72,24.0,64.0,1536.0,2.667,0.227,0.57,3.38,348.0,875.0,103.0,1.0,1
73,9.0,306.0,2754.0,34.0,0.213,0.807,1.38,587.0,2222.0,424.0,1.0,1
74,19.0,45.0,855.0,2.368,0.243,0.582,3.01,208.0,498.0,69.0,1.0,1
75,9.0,103.0,927.0,11.444,0.369,0.877,2.55,342.0,813.0,134.0,1.0,1
76,10.0,79.0,790.0,7.9,0.347,0.784,2.25,274.0,619.0,122.0,1.0,1
77,10.0,78.0,780.0,7.8,0.255,0.751,1.76,199.0,586.0,113.0,1.0,1
78,8.0,343.0,2744.0,42.875,0.129,0.605,1.2,354.0,1661.0,294.0,1.0,1
79,10.0,64.0,640.0,6.4,0.477,0.914,2.8,305.0,585.0,109.0,1.0,1
80,1.0,44.0,44.0,44.0,0.727,1.0,5.33,32.0,44.0,6.0,2.0,1
81,11.0,101.0,1111.0,9.182,0.264,0.852,1.65,293.0,947.0,178.0,1.0,1
82,10.0,64.0,640.0,6.4,0.295,0.808,2.25,189.0,517.0,84.0,1.0,1
83,3.0,183.0,549.0,61.0,0.488,0.577,29.78,268.0,317.0,9.0,2.0,1
84,10.0,271.0,2710.0,27.1,0.267,0.698,1.96,724.0,1892.0,369.0,1.0,1
85,8.0,6.0,48.0,0.75,0.458,0.833,2.75,22.0,40.0,8.0,1.0,1
86,4.0,96.0,384.0,24.0,0.417,0.753,2.19,160.0,289.0,73.0,1.0,1
87,8.0,12.0,96.0,1.5,0.396,0.99,1.9,38.0,95.0,20.0,1.0,1
88,8.0,21.0,168.0,2.625,0.357,0.964,2.07,60.0,162.0,29.0,1.0,1
89,33.0,28.0,924.0,0.848,0.098,0.271,5.69,91.0,250.0,16.0,5.0,1
90,9.0,8.0,72.0,0.889,0.222,0.736,1.78,16.0,53.0,9.0,1.0,1
91,9.0,250.0,2250.0,27.778,0.305,0.711,2.18,686.0,1600.0,314.0,1.0,1
92,9.0,186.0,1674.0,20.667,0.372,0.778,2.44,622.0,1303.0,255.0,1.0,1
93,6.0,32.0,192.0,5.333,0.286,0.76,1.41,55.0,146.0,39.0,1.0,1
94,8.0,45.0,360.0,5.625,0.469,0.956,2.91,169.0,344.0,58.0,1.0,1
95,7.0,23.0,161.0,3.286,0.28,0.826,1.45,45.0,133.0,31.0,1.0,1
96,11.0,134.0,1474.0,12.182,0.286,0.777,2.36,422.0,1145.0,179.0,1.0,1
97,4.0,19.0,76.0,4.75,0.276,0.382,5.25,21.0,29.0,4.0,2.0,1
98,10.0,46.0,460.0,4.6,0.317,0.683,1.85,146.0,314.0,79.0,1.0,1
99,7.0,144.0,1008.0,20.571,0.092,0.384,1.24,93.0,387.0,75.0,1.0,1
100,8.0,4.0,32.0,0.5,0.594,1.0,2.71,19.0,32.0,7.0,1.0,1
101,2.0,50.0,100.0,25.0,0.46,0.51,15.33,46.0,51.0,3.0,2.0,1
102,24.0,124.0,2976.0,5.167,0.902,0.961,16.66,2683.0,2859.0,161.0,1.0,1
