mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.27,575,66.875,8,731,4280,2987,0.697,0.171,535,0
1.87,91,6.1,10,170,610,581,0.952,0.279,61,0.952
2.22,27,1.091,11,60,132,129,0.977,0.455,12,108
1.83,29,1.333,9,53,108,108,1,0.491,12,108
1.33,21,1.857,7,28,91,89,0.978,0.308,13,0
2.67,3,0.8,5,8,20,14,0.7,0.4,4,10
1.85,274,24.222,9,508,1962,1343,0.685,0.26,218,1299
1.71,7,0.857,7,12,42,36,0.857,0.286,6,42
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
1.34,340,26.2,10,454,2620,1622,0.619,0.173,262,2620
2.08,48,3.5,10,100,350,242,0.69,0.286,35,7
2.07,14,2.286,7,29,112,112,1,0.259,16,112
1.88,8,0.75,8,15,48,39,0.813,0.313,6,24
2.07,14,1.125,8,29,72,52,0.722,0.403,9,0.7
1.5,10,1.286,7,15,63,39,0.619,0.238,9,21
2.14,22,1.6,10,47,160,159,0.994,0.294,16,7
2.5,6,1.4,5,15,35,31,0.886,0.429,7,20
2.13,16,2.167,6,34,78,72,0.923,0.436,13,0.75
1.26,222,19.444,9,279,1575,983,0.624,0.177,175,7
1.58,104,16,6,164,576,519,0.901,0.285,96,0.667
1.38,13,1.571,7,18,77,71,0.922,0.234,11,11
1.5,18,1.571,7,27,77,56,0.727,0.351,11,0.9
1.81,62,3.778,9,112,306,276,0.902,0.366,34,0.
1.71,14,1.571,7,24,77,51,0.662,0.312,11,11
1.91,117,9.222,9,223,747,567,0.758,0.298,83,6
1.35,52,5.143,7,70,252,245,0.975,0.278,36,0.357
1.58,196,28.625,8,310,1832,1280,0.698,0.169,229,0.5
1.4,83,5.333,9,116,432,303,0.704,0.269,48,24
1.71,7,0.857,7,12,42,36,0.857,0.286,6,42
2.05,20,1.625,8,41,104,103,0.99,0.394,13,86
1.38,61,5.857,7,84,287,287,1,0.293,41,287
1.33,43,4.143,7,57,203,159,0.783,0.281,29,29
1.36,25,2.571,7,34,126,89,0.706,0.27,18,10
2.07,29,2.2,10,60,220,131,0.595,0.273,22,2.07
1.84,31,2.25,8,57,144,127,0.882,0.396,18,11
2.2,5,22,1,11,22,22,1,0.5,22,22
1.67,27,2.714,7,45,133,110,0.827,0.338,19,2
