mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.05,20,1.625,8,41,104,103,0.99,0.394,13,86
2.5,6,1.4,5,15,35,31,0.886,0.429,7,31
2.13,24,1.875,8,51,120,111,0.925,0.425,15,89
1.84,31,2.25,8,57,144,127,0.882,0.396,18,0.
1.84,19,1.857,7,35,91,76,0.835,0.385,13,13
1.57,7,1.571,7,11,77,43,0.558,0.143,11,11
2.67,3,0.6,5,8,15,14,0.933,0.533,3,12
1.97,150,14.444,9,294,1170,924,0.791,0.252,130,10
1.63,8,1.2,5,13,30,30,1,0.433,6,15
1.71,28,1.333,9,48,108,106,0.981,0.444,12,12
1.91,33,2.222,9,63,180,131,0.728,0.35,20,76
1.75,4,0.571,7,7,28,25,0.893,0.25,4,28
2.05,20,1.5,8,41,96,87,0.906,0.427,12,0.5
1.39,310,29.667,9,430,2403,1657,0.689,0.179,267,267
2.86,220,26.875,8,629,1720,1362,0.792,0.366,215,7
1.83,40,2.875,8,73,184,183,0.996,0.397,23,184
1.38,24,2.286,7,33,112,79,0.705,0.295,16,112
1.33,18,1.571,7,24,77,65,0.844,0.312,11,11
1.31,369,27.2,10,484,2720,1768,0.65,0.179,272,8
1.35,31,3,7,42,147,125,0.85,0.286,21,98
1.93,84,7.111,9,162,576,471,0.818,0.281,64,0.818
2.25,12,1.125,8,27,72,57,0.792,0.375,9,0.857
1.67,9,1,6,15,36,36,1,0.417,6,36
2.5,8,1.4,5,20,35,35,1,0.571,7,21
2.29,21,2,8,48,128,95,0.742,0.375,16,128
1.57,28,2.714,7,44,133,117,0.88,0.331,19,6
1.63,8,1,6,13,36,28,0.778,0.361,6,36
1.29,77,6.875,8,99,440,289,0.657,0.225,55,3
1.6,15,1.833,6,24,66,55,0.833,0.364,11,55
1.75,68,3.8,10,119,380,357,0.939,0.312,38,36
1.28,155,11.9,10,199,1190,914,0.767,0.168,119,2
2.02,119,8.889,9,240,720,632,0.878,0.333,80,5
1.27,191,14.5,10,242,1450,1050,0.724,0.167,145,10
1.83,6,1,5,11,25,23,0.92,0.44,5,25
1.75,8,1.4,5,14,35,33,0.943,0.4,7,20
1.91,58,3.556,9,111,288,278,0.965,0.385,32,7
2.42,45,3.3,10,109,330,261,0.791,0.329,33,3
2.58,112,6.4,10,289,640,585,0.914,0.451,64,3
1.26,168,18.333,9,211,1485,800,0.538,0.143,165,13
