mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
1.26,213,31.286,7,268,1533,1166,0.761,0.175,219,0.
1.44,79,16,6,114,576,385,0.668,0.198,96,6
1.43,74,6.111,9,106,495,321,0.649,0.215,55,0.649
2.08,40,2.875,8,83,184,153,0.832,0.451,23,0.832
1.84,31,2.625,8,57,168,127,0.757,0.339,21,9
2.03,65,4.111,9,132,333,283,0.85,0.396,37,0.85
2.44,149,9.667,9,364,783,765,0.98,0.465,87,0.
2.4,5,0.571,7,12,28,20,0.714,0.429,4,20
1.71,7,1,7,12,49,49,1,0.245,7,7
2.2,35,2.667,9,77,216,196,0.907,0.356,24,0.357
2.08,12,1.125,8,25,72,65,0.903,0.346,9,9
1.87,15,2.167,6,28,78,61,0.782,0.359,13,9
1.91,358,27.1,10,686,2710,1773,0.655,0.253,271,2
2.17,18,2.167,6,39,78,72,0.923,0.5,13,13
2.5,8,1,6,20,36,36,1,0.556,6,36
2.09,44,2.5,10,92,250,200,0.8,0.368,25,2
1.86,190,11.9,10,353,1190,960,0.808,0.296,119,0.808
2.06,67,4.556,9,138,369,312,0.846,0.374,41,0.846
1.33,43,4.143,7,57,203,159,0.783,0.281,29,29
1.27,52,5.143,7,66,252,169,0.671,0.262,36,0.5
1.75,4,0.571,7,7,28,25,0.893,0.25,4,28
1.33,18,1.571,7,24,77,65,0.844,0.312,11,11
1.71,21,1.857,7,36,91,91,1,0.396,13,13
1.75,4,0.571,7,7,28,25,0.893,0.25,4,28
1.69,26,2.714,7,44,133,97,0.729,0.331,19,0.7
2.2,5,0.667,6,11,24,24,1,0.458,4,24
2.17,18,1.5,8,39,96,85,0.885,0.406,12,0.727
1.88,17,1.25,8,32,80,80,1,0.4,10,80
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
2.13,143,8.4,10,304,840,734,0.874,0.362,84,0.874
1.83,6,1.167,6,11,42,33,0.786,0.262,7,7
1.63,16,1.125,8,26,72,65,0.903,0.361,9,9
1.39,35,3.571,7,49,175,124,0.709,0.281,25,4
1.29,191,14.7,10,247,1470,809,0.55,0.168,147,18
1.35,31,3,7,42,147,125,0.85,0.286,21,69
2.4,10,1.286,7,24,63,56,0.889,0.381,9,63
1.33,40,4.857,7,53,238,218,0.916,0.223,34,0.5
1.83,6,1.667,6,11,60,39,0.65,0.183,10,10
