mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.02,125,9.111,9,253,738,674,0.913,0.343,82,1
1.21,19,1.571,7,23,77,77,1,0.299,11,1
2.4,45,3.222,9,108,261,252,0.966,0.414,29,1
2.99,101,5.583,12,302,804,604,0.751,0.376,67,1
1.26,182,30.636,11,230,3707,344,0.093,0.062,337,1
2.74,422,31.6,10,1158,3160,2126,0.673,0.366,316,1
1.4,83,6.3,10,116,630,389,0.617,0.184,63,1
33.48,21,23.947,19,703,8645,821,0.095,0.081,455,1
1.26,109,13.5,6,137,486,414,0.852,0.282,81,1
1.46,67,6,7,98,294,248,0.844,0.333,42,1
1.66,268,17,10,444,1700,1206,0.709,0.261,170,1
2.22,27,1.182,11,60,143,140,0.979,0.42,13,1
2.78,195,15.5,10,542,1550,1051,0.678,0.35,155,1
2.04,26,3,6,53,108,95,0.88,0.491,18,1
3.07,184,15.9,10,564,1590,1144,0.719,0.355,159,1
1.84,56,4.25,8,103,272,264,0.971,0.379,34,1
2.23,87,6.889,9,194,558,485,0.869,0.348,62,1
1.91,22,3.6,5,42,90,78,0.867,0.467,18,1
1.7,122,8.75,8,208,560,510,0.911,0.371,70,1
1.95,41,3.111,9,80,252,246,0.976,0.317,28,1
1.84,108,7.3,10,199,730,577,0.79,0.273,73,1
1.98,382,27.2,10,758,2720,2147,0.789,0.279,272,1
1.45,20,3.6,5,29,90,90,1,0.322,18,1
2.47,134,11.889,9,331,963,667,0.693,0.344,107,1
2.15,48,4.286,7,103,210,210,1,0.492,30,1
1.34,126,13.5,8,169,864,593,0.686,0.196,108,1
1.43,401,27.2,10,573,2720,2101,0.772,0.211,272,1
2.52,27,2.25,8,68,144,144,1,0.472,18,1
2.09,115,8.889,9,240,720,658,0.914,0.333,80,1
2.44,34,2.2,10,83,220,135,0.614,0.377,22,1
1.66,140,10.333,9,233,837,709,0.847,0.278,93,1
2.44,198,17.222,9,483,1395,1020,0.731,0.346,155,1
1.67,6,0.833,6,10,30,25,0.833,0.333,5,1
1.19,16,1.667,6,19,60,51,0.85,0.317,10,1
1.35,24,3.333,6,32,120,117,0.975,0.267,20,1
