mean_tr,wb_trans,eccen,height,blackpix,area,blackand,p_and,p_black,lenght,target
2.19,74,4.722,11,162,583,464,0.797,0.278,53,1
1.50,46,5.444,9,69,441,120,0.272,0.156,49,1
1.65,158,13,9,260,1053,820,0.779,0.246,117,1
2.83,6,1.4,5,17,35,28,0.8,0.486,7,1
1.77,27,3,6,48,108,108,1,0.444,18,1
1.52,57,7.143,7,86,350,336,0.96,0.246,50,1
1.38,373,24.636,11,518,2981,1888,0.636,0.174,271,1
2.14,22,3.8,5,47,95,95,1,0.494,19,1
1.54,58,4.75,8,89,304,230,0.756,0.292,38,1
1.3,27,2.833,6,35,102,89,0.873,0.343,17,1
1.57,35,2.333,9,55,189,144,0.762,0.291,21,1
2.2,119,8.3,10,261,830,640,0.771,0.314,83,1
4.73,11,1,11,52,121,97,0.802,0.43,11,1
1.63,8,1.2,5,13,30,29,0.967,0.433,6,1
1.26,91,7.714,7,115,378,331,0.876,0.304,54,1
1.36,44,5.857,7,60,287,187,0.652,0.209,41,1
2.01,124,9.111,9,249,738,603,0.817,0.337,82,1
2.54,26,2.111,9,66,171,145,0.846,0.385,19,1
1.25,4,0.667,6,5,24,24,1,0.208,4,1
2.46,26,1.727,11,64,209,165,0.789,0.306,19,1
1.73,398,31.222,9,687,2529,2164,0.856,0.272,281,1
1.59,160,17.857,7,254,875,643,0.735,0.29,125,1
2.5,10,2.25,8,25,144,66,0.458,0.174,18,1
1.86,42,4.625,8,78,296,200,0.676,0.264,37,1
1.54,348,26.3,10,537,2630,1550,0.589,0.204,263,1
1.82,17,2.429,7,31,119,113,0.95,0.261,17,1
1.67,129,12.111,9,215,981,764,0.779,0.219,109,1
3.93,56,8,10,220,800,348,0.435,0.275,80,1
3.67,3,0.75,8,11,48,38,0.792,0.229,6,1
1.25,48,4.429,7,60,217,171,0.788,0.276,31,1
1.55,11,0.625,8,17,40,40,1,0.425,5,1
2.14,7,1.571,7,15,77,42,0.545,0.195,11,1
1.2,51,4.714,7,61,231,195,0.844,0.264,33,1
2.02,125,9.111,9,253,738,674,0.913,0.343,82,1
1.46,24,2.571,7,35,126,77,0.611,0.278,18,1
